"구분(1)",구분(2),구분(3),구분(4),2020
"강원",종량제방식 등 혼합배출,가연성,폐지류,82427.7
"강원",종량제방식 등 혼합배출,가연성,폐합성수지류,87570.5
"강원",종량제방식 등 혼합배출,가연성,폐고무류,5664.7
"강원",종량제방식 등 혼합배출,가연성,폐섬유류,15375.4
"강원",종량제방식 등 혼합배출,가연성,음식물류 폐기물,16778.8
"강원",종량제방식 등 혼합배출,가연성,폐목재류,21098.6
"강원",종량제방식 등 혼합배출,가연성,기타,47559.5
"강원",종량제방식 등 혼합배출,불연성,소계,85139.1
"강원",종량제방식 등 혼합배출,불연성,폐금속류,15778.4
"강원",종량제방식 등 혼합배출,불연성,폐유리류,26986.8
"강원",종량제방식 등 혼합배출,불연성,폐토사류,4489.0
"강원",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3159.5
"강원",종량제방식 등 혼합배출,불연성,연탄재,13496.6
"강원",종량제방식 등 혼합배출,불연성,기타,21228.8
"강원",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),6066.8
"강원",종량제방식 등 혼합배출,기타(배출불명등),소계,2005.4
"강원",재활용 가능자원 분리배출,소계,소계,160274.2
"강원",재활용 가능자원 분리배출,폐지류,종이팩,944.8
"강원",재활용 가능자원 분리배출,폐지류,기타,56338.8
"강원",재활용 가능자원 분리배출,고철류,소계,5584.5
"강원",재활용 가능자원 분리배출,금속캔,소계,3922.6
"강원",재활용 가능자원 분리배출,폐합성수지류,비닐류,4625.9
"강원",재활용 가능자원 분리배출,폐합성수지류,발포수지류,852.3
"강원",재활용 가능자원 분리배출,폐합성수지류,PET병,5795.9
"강원",재활용 가능자원 분리배출,폐합성수지류,기타,5663.2
"강원",재활용 가능자원 분리배출,폐고무류,소계,0.0
"강원",재활용 가능자원 분리배출,폐유리병류,소계,9156.7
"강원",재활용 가능자원 분리배출,폐의류,소계,6175.2
"강원",재활용 가능자원 분리배출,폐섬유류,소계,0.0
"강원",재활용 가능자원 분리배출,폐형광등,소계,89.9
"강원",재활용 가능자원 분리배출,폐전지류,소계,106.9
"강원",재활용 가능자원 분리배출,영농폐기물,농약용기류,329.3
"강원",재활용 가능자원 분리배출,영농폐기물,폐비닐,22957.0
"강원",재활용 가능자원 분리배출,폐식용유,소계,0.0
"강원",재활용 가능자원 분리배출,폐전기전자제품,소계,3097.6
"강원",재활용 가능자원 분리배출,폐가구류,소계,2343.1
"강원",재활용 가능자원 분리배출,기타,소계,4723.6
"강원",재활용 가능자원 분리배출,재활용 잔재물,소계,27566.9
"강원",음식물류 폐기물 분리배출,소계,소계,137722.8
"충북",합계,소계,소계,659454.6
"충북",종량제방식 등 혼합배출,소계,소계,366827.0
"충북",종량제방식 등 혼합배출,가연성,소계,287568.5
"충북",종량제방식 등 혼합배출,가연성,폐지류,77776.0
"충북",종량제방식 등 혼합배출,가연성,폐합성수지류,73971.9
"충북",종량제방식 등 혼합배출,가연성,폐고무류,3868.9
"충북",종량제방식 등 혼합배출,가연성,폐섬유류,11108.5
"충북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,30066.7
"충북",종량제방식 등 혼합배출,가연성,폐목재류,9105.8
"충북",종량제방식 등 혼합배출,가연성,기타,81670.7
"충북",종량제방식 등 혼합배출,불연성,소계,77427.8
"충북",종량제방식 등 혼합배출,불연성,폐금속류,6645.8
"충북",종량제방식 등 혼합배출,불연성,폐유리류,11429.1
"충북",종량제방식 등 혼합배출,불연성,폐토사류,3684.7
"충북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,20020.2
"충북",종량제방식 등 혼합배출,불연성,연탄재,6241.9
"충북",종량제방식 등 혼합배출,불연성,기타,29406.1
"충북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),1830.7
"충북",종량제방식 등 혼합배출,기타(배출불명등),소계,0.0
"충북",재활용 가능자원 분리배출,소계,소계,131454.2
"충북",재활용 가능자원 분리배출,폐지류,종이팩,1578.7
"충북",재활용 가능자원 분리배출,폐지류,기타,44757.3
"충북",재활용 가능자원 분리배출,고철류,소계,4134.6
"충북",재활용 가능자원 분리배출,금속캔,소계,4480.3
"충북",재활용 가능자원 분리배출,폐합성수지류,비닐류,5763.6
"충북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1557.3
"충북",재활용 가능자원 분리배출,폐합성수지류,PET병,13658.0
"충북",재활용 가능자원 분리배출,폐합성수지류,기타,2910.3
"충북",재활용 가능자원 분리배출,폐고무류,소계,0.0
"충북",재활용 가능자원 분리배출,폐유리병류,소계,8140.7
"충북",재활용 가능자원 분리배출,폐의류,소계,3758.3
"충북",재활용 가능자원 분리배출,폐섬유류,소계,0.0
"충북",재활용 가능자원 분리배출,폐형광등,소계,70.0
"충북",재활용 가능자원 분리배출,폐전지류,소계,44.8
"충북",재활용 가능자원 분리배출,영농폐기물,농약용기류,275.0
"충북",재활용 가능자원 분리배출,영농폐기물,폐비닐,15501.3
"충북",재활용 가능자원 분리배출,폐식용유,소계,0.0
"충북",재활용 가능자원 분리배출,폐전기전자제품,소계,763.2
"충북",재활용 가능자원 분리배출,폐가구류,소계,1133.4
"충북",재활용 가능자원 분리배출,기타,소계,5474.5
"충북",재활용 가능자원 분리배출,재활용 잔재물,소계,17452.9
"충북",음식물류 폐기물 분리배출,소계,소계,161173.4
"충남",합계,소계,소계,766650.3
"충남",종량제방식 등 혼합배출,소계,소계,432565.5
"충남",종량제방식 등 혼합배출,가연성,소계,369067.2
"충남",종량제방식 등 혼합배출,가연성,폐지류,100211.7
"충남",종량제방식 등 혼합배출,가연성,폐합성수지류,90065.3
"충남",종량제방식 등 혼합배출,가연성,폐고무류,12942.2
"충남",종량제방식 등 혼합배출,가연성,폐섬유류,26958.2
"충남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,38652.9
"충남",종량제방식 등 혼합배출,가연성,폐목재류,42882.2
"충남",종량제방식 등 혼합배출,가연성,기타,57354.7
"충남",종량제방식 등 혼합배출,불연성,소계,59774.2
"충남",종량제방식 등 혼합배출,불연성,폐금속류,13878.3
"충남",종량제방식 등 혼합배출,불연성,폐유리류,15553.2
"충남",종량제방식 등 혼합배출,불연성,폐토사류,10091.5
"충남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,2737.1
"충남",종량제방식 등 혼합배출,불연성,연탄재,3348.6
"충남",종량제방식 등 혼합배출,불연성,기타,14165.5
"충남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2922.7
"충남",종량제방식 등 혼합배출,기타(배출불명등),소계,801.4
"충남",재활용 가능자원 분리배출,소계,소계,135193.5
"충남",재활용 가능자원 분리배출,폐지류,종이팩,1075.8
"충남",재활용 가능자원 분리배출,폐지류,기타,49420.7
"충남",재활용 가능자원 분리배출,고철류,소계,7202.2
"충남",재활용 가능자원 분리배출,금속캔,소계,2398.0
"충남",재활용 가능자원 분리배출,폐합성수지류,비닐류,3275.2
"충남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,2304.0
"충남",재활용 가능자원 분리배출,폐합성수지류,PET병,3873.8
"충남",재활용 가능자원 분리배출,폐합성수지류,기타,11427.7
"충남",재활용 가능자원 분리배출,폐고무류,소계,49.3
"충남",재활용 가능자원 분리배출,폐유리병류,소계,5555.3
"충남",재활용 가능자원 분리배출,폐의류,소계,2237.8
"충남",재활용 가능자원 분리배출,폐섬유류,소계,82.0
"충남",재활용 가능자원 분리배출,폐형광등,소계,263.1
"충남",재활용 가능자원 분리배출,폐전지류,소계,191.4
"충남",재활용 가능자원 분리배출,영농폐기물,농약용기류,340.6
"충남",재활용 가능자원 분리배출,영농폐기물,폐비닐,17229.5
"충남",재활용 가능자원 분리배출,폐식용유,소계,35.0
"충남",재활용 가능자원 분리배출,폐전기전자제품,소계,2274.6
"충남",재활용 가능자원 분리배출,폐가구류,소계,1278.7
"충남",재활용 가능자원 분리배출,기타,소계,756.2
"충남",재활용 가능자원 분리배출,재활용 잔재물,소계,23922.6
"충남",음식물류 폐기물 분리배출,소계,소계,198891.3
"전북",합계,소계,소계,612062.9
"전북",종량제방식 등 혼합배출,소계,소계,284949.4
"전북",종량제방식 등 혼합배출,가연성,소계,257304.7
"전북",종량제방식 등 혼합배출,가연성,폐지류,77264.1
"전북",종량제방식 등 혼합배출,가연성,폐합성수지류,67093.4
"전북",종량제방식 등 혼합배출,가연성,폐고무류,2927.0
"전북",종량제방식 등 혼합배출,가연성,폐섬유류,13098.0
"전북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,15233.5
"전북",종량제방식 등 혼합배출,가연성,폐목재류,6835.1
"전북",종량제방식 등 혼합배출,가연성,기타,74853.6
"전북",종량제방식 등 혼합배출,불연성,소계,27485.4
"전북",종량제방식 등 혼합배출,불연성,폐금속류,7409.8
"전북",종량제방식 등 혼합배출,불연성,폐유리류,10972.9
"전북",종량제방식 등 혼합배출,불연성,폐토사류,1314.8
"전북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,739.8
"전북",종량제방식 등 혼합배출,불연성,연탄재,1985.3
"전북",종량제방식 등 혼합배출,불연성,기타,5062.8
"전북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),92.9
"전북",종량제방식 등 혼합배출,기타(배출불명등),소계,66.4
"전북",재활용 가능자원 분리배출,소계,소계,105407.6
"전북",재활용 가능자원 분리배출,폐지류,종이팩,2182.2
"전북",재활용 가능자원 분리배출,폐지류,기타,6956.4
"전북",재활용 가능자원 분리배출,고철류,소계,15666.1
"전북",재활용 가능자원 분리배출,금속캔,소계,1383.4
"전북",재활용 가능자원 분리배출,폐합성수지류,비닐류,3109.8
"전북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1970.7
"전북",재활용 가능자원 분리배출,폐합성수지류,PET병,7864.5
"전북",재활용 가능자원 분리배출,폐합성수지류,기타,2502.9
"전북",재활용 가능자원 분리배출,폐고무류,소계,787.2
"전북",재활용 가능자원 분리배출,폐유리병류,소계,7749.2
"전북",재활용 가능자원 분리배출,폐의류,소계,200.0
"전북",재활용 가능자원 분리배출,폐섬유류,소계,11.9
"전북",재활용 가능자원 분리배출,폐형광등,소계,286.4
"전북",재활용 가능자원 분리배출,폐전지류,소계,156.9
"전북",재활용 가능자원 분리배출,영농폐기물,농약용기류,690.0
"전북",재활용 가능자원 분리배출,영농폐기물,폐비닐,13447.6
"전북",재활용 가능자원 분리배출,폐식용유,소계,131.3
"전북",재활용 가능자원 분리배출,폐전기전자제품,소계,1413.8
"전북",재활용 가능자원 분리배출,폐가구류,소계,414.6
"전북",재활용 가능자원 분리배출,기타,소계,1501.9
"전북",재활용 가능자원 분리배출,재활용 잔재물,소계,36980.8
"전북",음식물류 폐기물 분리배출,소계,소계,221705.9
"전남",합계,소계,소계,650020.5
"전남",종량제방식 등 혼합배출,소계,소계,367104.8
"전남",종량제방식 등 혼합배출,가연성,소계,333564.7
"전남",종량제방식 등 혼합배출,가연성,폐지류,109804.3
"전남",종량제방식 등 혼합배출,가연성,폐합성수지류,85776.2
"전남",종량제방식 등 혼합배출,가연성,폐고무류,5741.0
"전남",종량제방식 등 혼합배출,가연성,폐섬유류,19868.8
"전남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,23935.0
"전남",종량제방식 등 혼합배출,가연성,폐목재류,9805.4
"전남",종량제방식 등 혼합배출,가연성,기타,78634.0
"전남",종량제방식 등 혼합배출,불연성,소계,31985.0
"전남",종량제방식 등 혼합배출,불연성,폐금속류,9148.3
"전남",종량제방식 등 혼합배출,불연성,폐유리류,11433.9
"전남",종량제방식 등 혼합배출,불연성,폐토사류,2057.7
"전남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,718.3
"전남",종량제방식 등 혼합배출,불연성,연탄재,1592.4
"전남",종량제방식 등 혼합배출,불연성,기타,7034.4
"전남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),144.4
"전남",종량제방식 등 혼합배출,기타(배출불명등),소계,1410.7
"전남",재활용 가능자원 분리배출,소계,소계,88980.2
"전남",재활용 가능자원 분리배출,폐지류,종이팩,914.1
"전남",재활용 가능자원 분리배출,폐지류,기타,10524.4
"전남",재활용 가능자원 분리배출,고철류,소계,2225.3
"전남",재활용 가능자원 분리배출,금속캔,소계,1519.7
"전남",재활용 가능자원 분리배출,폐합성수지류,비닐류,5604.5
"전남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,664.6
"전남",재활용 가능자원 분리배출,폐합성수지류,PET병,3164.7
"전남",재활용 가능자원 분리배출,폐합성수지류,기타,2748.0
"전남",재활용 가능자원 분리배출,폐고무류,소계,88.1
"전남",재활용 가능자원 분리배출,폐유리병류,소계,4048.0
"전남",재활용 가능자원 분리배출,폐의류,소계,816.5
"전남",재활용 가능자원 분리배출,폐섬유류,소계,26.0
"전남",재활용 가능자원 분리배출,폐형광등,소계,429.1
"전남",재활용 가능자원 분리배출,폐전지류,소계,122.7
"전남",재활용 가능자원 분리배출,영농폐기물,농약용기류,364.9
"전남",재활용 가능자원 분리배출,영농폐기물,폐비닐,28297.9
"전남",재활용 가능자원 분리배출,폐식용유,소계,27.0
"전남",재활용 가능자원 분리배출,폐전기전자제품,소계,3411.0
"전남",재활용 가능자원 분리배출,폐가구류,소계,117.5
"전남",재활용 가능자원 분리배출,기타,소계,15049.5
"전남",재활용 가능자원 분리배출,재활용 잔재물,소계,8816.7
"전남",음식물류 폐기물 분리배출,소계,소계,193935.5
"경북",합계,소계,소계,903107.9
"경북",종량제방식 등 혼합배출,소계,소계,570302.7
"경북",종량제방식 등 혼합배출,가연성,소계,481027.7
"경북",종량제방식 등 혼합배출,가연성,폐지류,125295.4
"경북",종량제방식 등 혼합배출,가연성,폐합성수지류,126873.2
"경북",종량제방식 등 혼합배출,가연성,폐고무류,7332.8
"경북",종량제방식 등 혼합배출,가연성,폐섬유류,24764.1
"경북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,34820.9
"경북",종량제방식 등 혼합배출,가연성,폐목재류,30612.6
"경북",종량제방식 등 혼합배출,가연성,기타,131328.7
"경북",종량제방식 등 혼합배출,불연성,소계,67055.0
"경북",종량제방식 등 혼합배출,불연성,폐금속류,10383.0
"경북",종량제방식 등 혼합배출,불연성,폐유리류,16773.4
"경북",종량제방식 등 혼합배출,불연성,폐토사류,8266.2
"경북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3224.1
"경북",종량제방식 등 혼합배출,불연성,연탄재,2869.7
"경북",종량제방식 등 혼합배출,불연성,기타,25538.6
"경북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),14247.4
"경북",종량제방식 등 혼합배출,기타(배출불명등),소계,7972.6
"경북",재활용 가능자원 분리배출,소계,소계,108748.2
"경북",재활용 가능자원 분리배출,폐지류,종이팩,701.1
"경북",재활용 가능자원 분리배출,폐지류,기타,20241.0
"경북",재활용 가능자원 분리배출,고철류,소계,2405.5
"경북",재활용 가능자원 분리배출,금속캔,소계,2085.1
"경북",재활용 가능자원 분리배출,폐합성수지류,비닐류,2414.1
"경북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1174.1
"경북",재활용 가능자원 분리배출,폐합성수지류,PET병,8962.5
"경북",재활용 가능자원 분리배출,폐합성수지류,기타,6699.7
"경북",재활용 가능자원 분리배출,폐고무류,소계,9.4
"경북",재활용 가능자원 분리배출,폐유리병류,소계,9018.3
"경북",재활용 가능자원 분리배출,폐의류,소계,552.0
"경북",재활용 가능자원 분리배출,폐섬유류,소계,0.0
"경북",재활용 가능자원 분리배출,폐형광등,소계,195.9
"경북",재활용 가능자원 분리배출,폐전지류,소계,227.4
"경북",재활용 가능자원 분리배출,영농폐기물,농약용기류,456.1
"경북",재활용 가능자원 분리배출,영농폐기물,폐비닐,22943.3
"경북",재활용 가능자원 분리배출,폐식용유,소계,13.5
"경북",재활용 가능자원 분리배출,폐전기전자제품,소계,4855.4
"경북",재활용 가능자원 분리배출,폐가구류,소계,2525.2
"경북",재활용 가능자원 분리배출,기타,소계,868.7
"경북",재활용 가능자원 분리배출,재활용 잔재물,소계,22399.9
"경북",음식물류 폐기물 분리배출,소계,소계,224057.0
"경남",합계,소계,소계,1270196.9
"경남",종량제방식 등 혼합배출,소계,소계,607891.1
"경남",종량제방식 등 혼합배출,가연성,소계,473850.5
"경남",종량제방식 등 혼합배출,가연성,폐지류,104618.3
"경남",종량제방식 등 혼합배출,가연성,폐합성수지류,87379.5
"경남",종량제방식 등 혼합배출,가연성,폐고무류,6140.7
"경남",종량제방식 등 혼합배출,가연성,폐섬유류,26260.3
"경남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,31417.2
"경남",종량제방식 등 혼합배출,가연성,폐목재류,27205.9
"경남",종량제방식 등 혼합배출,가연성,기타,190828.6
"경남",종량제방식 등 혼합배출,불연성,소계,87657.2
"경남",종량제방식 등 혼합배출,불연성,폐금속류,14705.7
"경남",종량제방식 등 혼합배출,불연성,폐유리류,23543.4
"경남",종량제방식 등 혼합배출,불연성,폐토사류,6008.3
"경남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,6215.1
"경남",종량제방식 등 혼합배출,불연성,연탄재,1438.2
"경남",종량제방식 등 혼합배출,불연성,기타,35746.5
"경남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),25103.4
"경남",종량제방식 등 혼합배출,기타(배출불명등),소계,21280.0
"경남",재활용 가능자원 분리배출,소계,소계,353707.6
"경남",재활용 가능자원 분리배출,폐지류,종이팩,6512.5
"경남",재활용 가능자원 분리배출,폐지류,기타,84312.5
"경남",재활용 가능자원 분리배출,고철류,소계,36605.4
"경남",재활용 가능자원 분리배출,금속캔,소계,12505.4
"경남",재활용 가능자원 분리배출,폐합성수지류,비닐류,21012.0
"경남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,6252.3
"경남",재활용 가능자원 분리배출,폐합성수지류,PET병,22636.2
"경남",재활용 가능자원 분리배출,폐합성수지류,기타,23530.0
"경남",재활용 가능자원 분리배출,폐고무류,소계,8344.1
"경남",재활용 가능자원 분리배출,폐유리병류,소계,21168.9
"경남",재활용 가능자원 분리배출,폐의류,소계,4169.1
"경남",재활용 가능자원 분리배출,폐섬유류,소계,25.2
"경남",재활용 가능자원 분리배출,폐형광등,소계,221.5
"경남",재활용 가능자원 분리배출,폐전지류,소계,184.4
"경남",재활용 가능자원 분리배출,영농폐기물,농약용기류,293.4
"경남",재활용 가능자원 분리배출,영농폐기물,폐비닐,18288.9
"경남",재활용 가능자원 분리배출,폐식용유,소계,220.0
"경남",재활용 가능자원 분리배출,폐전기전자제품,소계,4131.6
"경남",재활용 가능자원 분리배출,폐가구류,소계,17822.5
"경남",재활용 가능자원 분리배출,기타,소계,30607.4
"경남",재활용 가능자원 분리배출,재활용 잔재물,소계,34864.3
"경남",음식물류 폐기물 분리배출,소계,소계,308598.2
"제주",합계,소계,소계,417739.7
"제주",종량제방식 등 혼합배출,소계,소계,142844.3
"제주",종량제방식 등 혼합배출,가연성,소계,129645.1
"제주",종량제방식 등 혼합배출,가연성,폐지류,40450.6
"제주",종량제방식 등 혼합배출,가연성,폐합성수지류,31938.1
"제주",종량제방식 등 혼합배출,가연성,폐고무류,1419.2
"제주",종량제방식 등 혼합배출,가연성,폐섬유류,5695.7
"제주",종량제방식 등 혼합배출,가연성,음식물류 폐기물,7577.9
"제주",종량제방식 등 혼합배출,가연성,폐목재류,3946.3
"제주",종량제방식 등 혼합배출,가연성,기타,38617.3
"제주",종량제방식 등 혼합배출,불연성,소계,10262.3
"제주",종량제방식 등 혼합배출,불연성,폐금속류,2839.8
"제주",종량제방식 등 혼합배출,불연성,폐유리류,4623.5
"제주",종량제방식 등 혼합배출,불연성,폐토사류,428.5
"제주",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,188.0
"제주",종량제방식 등 혼합배출,불연성,연탄재,966.3
"제주",종량제방식 등 혼합배출,불연성,기타,1216.2
"제주",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2936.9
"제주",종량제방식 등 혼합배출,기타(배출불명등),소계,0.0
"제주",재활용 가능자원 분리배출,소계,소계,193663.2
"제주",재활용 가능자원 분리배출,폐지류,종이팩,396.7
"제주",재활용 가능자원 분리배출,폐지류,기타,75355.8
"제주",재활용 가능자원 분리배출,고철류,소계,46710.6
"제주",재활용 가능자원 분리배출,금속캔,소계,5553.5
"제주",재활용 가능자원 분리배출,폐합성수지류,비닐류,4695.9
"제주",재활용 가능자원 분리배출,폐합성수지류,발포수지류,580.8
"제주",재활용 가능자원 분리배출,폐합성수지류,PET병,4202.1
"제주",재활용 가능자원 분리배출,폐합성수지류,기타,5009.5
"제주",재활용 가능자원 분리배출,폐고무류,소계,0.0
"제주",재활용 가능자원 분리배출,폐유리병류,소계,9082.1
"제주",재활용 가능자원 분리배출,폐의류,소계,68.0
"제주",재활용 가능자원 분리배출,폐섬유류,소계,0.0
"제주",재활용 가능자원 분리배출,폐형광등,소계,82.7
"제주",재활용 가능자원 분리배출,폐전지류,소계,50.4
"제주",재활용 가능자원 분리배출,영농폐기물,농약용기류,176.7
"제주",재활용 가능자원 분리배출,영농폐기물,폐비닐,5556.2
"제주",재활용 가능자원 분리배출,폐식용유,소계,0.0
"제주",재활용 가능자원 분리배출,폐전기전자제품,소계,5676.0
"제주",재활용 가능자원 분리배출,폐가구류,소계,0.0
"제주",재활용 가능자원 분리배출,기타,소계,17468.9
"제주",재활용 가능자원 분리배출,재활용 잔재물,소계,12997.3
"제주",음식물류 폐기물 분리배출,소계,소계,81232.2
