"시도(1)","항목별(1)",항목별(2),항목별(3),2019
"제주","종량제방식에의한혼합배출",불연성,소계,26.8
"제주","종량제방식에의한혼합배출",불연성,연탄재,0.7
"제주","종량제방식에의한혼합배출",불연성,폐유리류,8.6
"제주","종량제방식에의한혼합배출",불연성,폐금속류,5.9
"제주","종량제방식에의한혼합배출",불연성,폐토사류,2.0
"제주","종량제방식에의한혼합배출",불연성,폐타일 및 도자기류,0.5
"제주","종량제방식에의한혼합배출",불연성,기타,9.1
"제주","종량제방식에의한혼합배출",건설폐재류,소계,0.0
"제주","종량제방식에의한혼합배출",기타(배출불명 등),소계,0.0
"제주","재활용가능자원 분리배출",소계,소계,430.0
"제주","재활용가능자원 분리배출",폐지류,종이팩,2.2
"제주","재활용가능자원 분리배출",폐지류,기타,172.6
"제주","재활용가능자원 분리배출",폐유리병류,소계,22.9
"제주","재활용가능자원 분리배출",금속캔,소계,18.8
"제주","재활용가능자원 분리배출",폐합성수지류,비닐류,7.2
"제주","재활용가능자원 분리배출",폐합성수지류,발포수지류,1.0
"제주","재활용가능자원 분리배출",폐합성수지류,PET병,14.6
"제주","재활용가능자원 분리배출",폐합성수지류,기타,11.8
"제주","재활용가능자원 분리배출",폐고무류,소계,0.0
"제주","재활용가능자원 분리배출",폐전기전자제품,소계,7.2
"제주","재활용가능자원 분리배출",폐전지류,소계,0.1
"제주","재활용가능자원 분리배출",영농폐기물,농약용기류,0.0
"제주","재활용가능자원 분리배출",영농폐기물,폐비닐,4.7
"제주","재활용가능자원 분리배출",폐형광등,소계,0.4
"제주","재활용가능자원 분리배출",고철류,소계,97.3
"제주","재활용가능자원 분리배출",폐의류,소계,0.0
"제주","재활용가능자원 분리배출",폐섬유류,소계,0.0
"제주","재활용가능자원 분리배출",폐가구류,소계,0.0
"제주","재활용가능자원 분리배출",폐식용유,소계,0.0
"제주","재활용가능자원 분리배출",재활용잔재물,소계,25.0
"제주","재활용가능자원 분리배출",기타,소계,44.2
"제주","음식물류폐기물분리배출",소계,소계,222.4
