"수계별(1)","수계별(2)",항목,2019.01,2019.02,2019.03
"기타","경포호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","경포호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","경포호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호1",생물화학적산소요구량 BOD (㎎/ℓ),-,1.7,1.9
"기타","남양호1",용존산소 DO (㎎/ℓ),-,12.5,12.9
"기타","남양호1",수온 (℃),-,3.9,7.9
"기타","남양호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호2",생물화학적산소요구량 BOD (㎎/ℓ),-,5.5,3.1
"기타","남양호2",용존산소 DO (㎎/ℓ),-,11.9,10.3
"기타","남양호2",수온 (℃),-,4.2,9.3
"기타","남양호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호3",생물화학적산소요구량 BOD (㎎/ℓ),2.8,2.5,3.3
"기타","남양호3",용존산소 DO (㎎/ℓ),11.7,8.7,9.4
"기타","남양호3",수온 (℃),4.6,9.0,12.0
"기타","남양호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","광교지1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.5
"기타","광교지1",용존산소 DO (㎎/ℓ),-,-,12.4
"기타","광교지1",수온 (℃),-,-,6.2
"기타","광교지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","광교지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","광교지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","광교지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","광교지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","광교지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","광교지2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.0
"기타","광교지2",용존산소 DO (㎎/ℓ),-,-,12.0
"기타","광교지2",수온 (℃),-,-,6.0
"기타","광교지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","광교지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","광교지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","광교지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","광교지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","광교지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,2.3
"기타","원천지1",용존산소 DO (㎎/ℓ),-,-,12.8
"기타","원천지1",수온 (℃),-,-,7.8
"기타","원천지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.8
"기타","원천지2",용존산소 DO (㎎/ℓ),-,-,13.2
"기타","원천지2",수온 (℃),-,-,8.7
"기타","원천지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.9
"기타","원천지3",용존산소 DO (㎎/ℓ),-,-,12.8
"기타","원천지3",수온 (℃),-,-,9.3
"기타","원천지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지3",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지3",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호1",생물화학적산소요구량 BOD (㎎/ℓ),-,5.3,6.5
"기타","서호1",용존산소 DO (㎎/ℓ),-,15.3,15.7
"기타","서호1",수온 (℃),-,4.4,10.9
"기타","서호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호2",생물화학적산소요구량 BOD (㎎/ℓ),-,4.7,5.7
"기타","서호2",용존산소 DO (㎎/ℓ),-,15.4,13.9
"기타","서호2",수온 (℃),-,3.9,11.5
"기타","서호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호3",생물화학적산소요구량 BOD (㎎/ℓ),-,2.9,3.7
"기타","서호3",용존산소 DO (㎎/ℓ),-,13.0,13.7
"기타","서호3",수온 (℃),-,7.7,11.5
"기타","서호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지1",생물화학적산소요구량 BOD (㎎/ℓ),-,6.1,2.2
"기타","신갈지1",용존산소 DO (㎎/ℓ),-,12.5,11.7
"기타","신갈지1",수온 (℃),-,3.9,9.9
"기타","신갈지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지2",생물화학적산소요구량 BOD (㎎/ℓ),-,6.1,2.4
"기타","신갈지2",용존산소 DO (㎎/ℓ),-,11.9,11.4
"기타","신갈지2",수온 (℃),-,4.2,9.9
"기타","신갈지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,2.3
"기타","신갈지3",용존산소 DO (㎎/ℓ),-,-,10.9
"기타","신갈지3",수온 (℃),-,-,9.3
"기타","신갈지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지3",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지3",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","연초댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.0,1.8
"기타","연초댐1",용존산소 DO (㎎/ℓ),11.4,12.0,12.0
"기타","연초댐1",수온 (℃),5.2,6.8,6.8
"기타","연초댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","연초댐1",시안 CN (㎎/ℓ),-,-,0.00
"기타","연초댐1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","연초댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","연초댐1",비소 As (㎎/ℓ),-,-,0.00000
"기타","연초댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","연초댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.0,1.7
"기타","연초댐2",용존산소 DO (㎎/ℓ),11.4,11.7,11.8
"기타","연초댐2",수온 (℃),5.4,5.9,5.9
"기타","연초댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","연초댐2",시안 CN (㎎/ℓ),-,-,0.00
"기타","연초댐2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","연초댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","연초댐2",비소 As (㎎/ℓ),-,-,0.00000
"기타","연초댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","구천댐",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.0,1.6
"기타","구천댐",용존산소 DO (㎎/ℓ),9.4,10.6,10.6
"기타","구천댐",수온 (℃),7.8,6.4,6.6
"기타","구천댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","구천댐",시안 CN (㎎/ℓ),-,-,0.00
"기타","구천댐",납 Pb (㎎/ℓ),-,-,0.00000
"기타","구천댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","구천댐",비소 As (㎎/ℓ),-,-,0.00000
"기타","구천댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","달방댐",생물화학적산소요구량 BOD (㎎/ℓ),1.9,1.6,0.4
"기타","달방댐",용존산소 DO (㎎/ℓ),17.1,16.4,16.4
"기타","달방댐",수온 (℃),0.5,-0.3,1.9
"기타","달방댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","달방댐",시안 CN (㎎/ℓ),-,-,0.00
"기타","달방댐",납 Pb (㎎/ℓ),-,-,0.00000
"기타","달방댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","달방댐",비소 As (㎎/ℓ),-,-,0.00000
"기타","달방댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","선암댐",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.0,1.0
"기타","선암댐",용존산소 DO (㎎/ℓ),12.7,13.1,11.7
"기타","선암댐",수온 (℃),4.1,4.8,6.8
"기타","선암댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","선암댐",시안 CN (㎎/ℓ),-,-,0.00
"기타","선암댐",납 Pb (㎎/ℓ),-,-,0.00000
"기타","선암댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","선암댐",비소 As (㎎/ℓ),-,-,0.00000
"기타","선암댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","주남저수지",생물화학적산소요구량 BOD (㎎/ℓ),6.9,5.1,5.6
"기타","주남저수지",용존산소 DO (㎎/ℓ),14.4,12.7,8.3
"기타","주남저수지",수온 (℃),3.9,6.0,12.1
"기타","주남저수지",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","주남저수지",납 Pb (㎎/ℓ),-,-,0.00000
"기타","주남저수지",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","주남저수지",비소 As (㎎/ℓ),-,-,0.00000
"기타","주남저수지",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","간월호1",생물화학적산소요구량 BOD (㎎/ℓ),3.3,8.7,7.4
"기타","간월호1",용존산소 DO (㎎/ℓ),15.0,13.1,9.3
"기타","간월호1",수온 (℃),3.1,3.7,7.3
"기타","간월호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","간월호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","간월호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","간월호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","간월호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","간월호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","간월호2",생물화학적산소요구량 BOD (㎎/ℓ),5.4,7.9,7.7
"기타","간월호2",용존산소 DO (㎎/ℓ),16.2,13.4,9.6
"기타","간월호2",수온 (℃),3.7,2.7,8.1
"기타","간월호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","간월호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","간월호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","간월호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","간월호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","간월호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","간월호3",생물화학적산소요구량 BOD (㎎/ℓ),4.8,7.2,5.7
"기타","간월호3",용존산소 DO (㎎/ℓ),14.1,11.8,7.8
"기타","간월호3",수온 (℃),4.9,4.1,9.8
"기타","간월호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","간월호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","간월호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","간월호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","간월호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","간월호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부남호1",생물화학적산소요구량 BOD (㎎/ℓ),6.1,7.2,3.7
"기타","부남호1",용존산소 DO (㎎/ℓ),14.8,13.4,7.7
"기타","부남호1",수온 (℃),2.9,2.4,8.6
"기타","부남호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부남호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","부남호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부남호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부남호1",비소 As (㎎/ℓ),-,-,0.01471
"기타","부남호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부남호2",생물화학적산소요구량 BOD (㎎/ℓ),4.1,5.4,4.0
"기타","부남호2",용존산소 DO (㎎/ℓ),15.3,13.4,8.5
"기타","부남호2",수온 (℃),2.8,3.0,8.5
"기타","부남호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부남호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","부남호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부남호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부남호2",비소 As (㎎/ℓ),-,-,0.01166
"기타","부남호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부남호3",생물화학적산소요구량 BOD (㎎/ℓ),3.9,9.6,8.5
"기타","부남호3",용존산소 DO (㎎/ℓ),15.8,13.2,9.4
"기타","부남호3",수온 (℃),3.9,2.9,7.0
"기타","부남호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부남호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","부남호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부남호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부남호3",비소 As (㎎/ℓ),-,-,0.01138
"기타","부남호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","대호1",생물화학적산소요구량 BOD (㎎/ℓ),-,2.9,2.9
"기타","대호1",용존산소 DO (㎎/ℓ),-,11.0,14.5
"기타","대호1",수온 (℃),-,3.1,8.0
"기타","대호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","대호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","대호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","대호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","대호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","대호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","대호2",생물화학적산소요구량 BOD (㎎/ℓ),-,3.2,3.5
"기타","대호2",용존산소 DO (㎎/ℓ),-,11.0,14.2
"기타","대호2",수온 (℃),-,3.6,8.5
"기타","대호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","대호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","대호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","대호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","대호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","대호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","대호3",생물화학적산소요구량 BOD (㎎/ℓ),-,3.5,5.3
"기타","대호3",용존산소 DO (㎎/ℓ),-,11.0,14.6
"기타","대호3",수온 (℃),-,5.0,9.8
"기타","대호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","대호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","대호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","대호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","대호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","대호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부안댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.3,0.2,1.7
"기타","부안댐1",용존산소 DO (㎎/ℓ),10.1,11.3,11.8
"기타","부안댐1",수온 (℃),5.9,5.2,7.8
"기타","부안댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부안댐1",시안 CN (㎎/ℓ),-,-,0.00
"기타","부안댐1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부안댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부안댐1",비소 As (㎎/ℓ),-,-,0.00000
"기타","부안댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부안댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.0,1.1
"기타","부안댐2",용존산소 DO (㎎/ℓ),11.0,11.6,11.3
"기타","부안댐2",수온 (℃),5.4,4.8,8.1
"기타","부안댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부안댐2",시안 CN (㎎/ℓ),-,-,0.00
"기타","부안댐2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부안댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부안댐2",비소 As (㎎/ℓ),-,-,0.00000
"기타","부안댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","부안댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.1,1.0
"기타","부안댐3",용존산소 DO (㎎/ℓ),12.2,12.2,11.1
"기타","부안댐3",수온 (℃),3.3,4.0,9.3
"기타","부안댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","부안댐3",시안 CN (㎎/ℓ),-,-,0.00
"기타","부안댐3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","부안댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","부안댐3",비소 As (㎎/ℓ),-,-,0.00000
"기타","부안댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","보령댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.5,2.6,2.5
"기타","보령댐1",용존산소 DO (㎎/ℓ),10.9,11.9,11.4
"기타","보령댐1",수온 (℃),6.2,4.4,4.9
"기타","보령댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","보령댐1",시안 CN (㎎/ℓ),-,-,0.00
"기타","보령댐1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","보령댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","보령댐1",비소 As (㎎/ℓ),-,-,0.00000
"기타","보령댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","보령댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.6,2.1,2.5
"기타","보령댐2",용존산소 DO (㎎/ℓ),11.0,11.9,11.4
"기타","보령댐2",수온 (℃),6.1,4.4,5.1
"기타","보령댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","보령댐2",시안 CN (㎎/ℓ),-,-,0.00
"기타","보령댐2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","보령댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","보령댐2",비소 As (㎎/ℓ),-,-,0.00000
"기타","보령댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","보령댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.8,2.1,2.5
"기타","보령댐3",용존산소 DO (㎎/ℓ),11.1,12.0,11.6
"기타","보령댐3",수온 (℃),6.0,4.4,5.8
"기타","보령댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","보령댐3",시안 CN (㎎/ℓ),-,-,0.00
"기타","보령댐3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","보령댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","보령댐3",비소 As (㎎/ℓ),-,-,0.00000
"기타","보령댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","화진포호",생물화학적산소요구량 BOD (㎎/ℓ),-,5.1,5.1
"기타","화진포호",용존산소 DO (㎎/ℓ),-,11.7,11.5
"기타","화진포호",수온 (℃),-,10.7,12.3
"기타","화진포호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","화진포호",시안 CN (㎎/ℓ),-,-,0.00
"기타","화진포호",납 Pb (㎎/ℓ),-,-,0.00457
"기타","화진포호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","화진포호",비소 As (㎎/ℓ),-,-,0.00733
"기타","화진포호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","광포호",생물화학적산소요구량 BOD (㎎/ℓ),-,16.8,16.8
"기타","광포호",용존산소 DO (㎎/ℓ),-,17.3,15.9
"기타","광포호",수온 (℃),-,9.5,11.4
"기타","광포호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","광포호",시안 CN (㎎/ℓ),-,-,0.00
"기타","광포호",납 Pb (㎎/ℓ),-,-,0.00647
"기타","광포호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","광포호",비소 As (㎎/ℓ),-,-,0.00397
"기타","광포호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","봉포호",생물화학적산소요구량 BOD (㎎/ℓ),-,2.1,3.2
"기타","봉포호",용존산소 DO (㎎/ℓ),-,11.7,10.1
"기타","봉포호",수온 (℃),-,8.7,11.4
"기타","봉포호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","봉포호",시안 CN (㎎/ℓ),-,-,0.00
"기타","봉포호",납 Pb (㎎/ℓ),-,-,0.00711
"기타","봉포호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","봉포호",비소 As (㎎/ℓ),-,-,0.00405
"기타","봉포호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","송지호",생물화학적산소요구량 BOD (㎎/ℓ),-,3.9,3.0
"기타","송지호",용존산소 DO (㎎/ℓ),-,12.9,10.9
"기타","송지호",수온 (℃),-,9.7,10.5
"기타","송지호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","송지호",시안 CN (㎎/ℓ),-,-,0.00
"기타","송지호",납 Pb (㎎/ℓ),-,-,0.00306
"기타","송지호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","송지호",비소 As (㎎/ℓ),-,-,0.00000
"기타","송지호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","천진호",생물화학적산소요구량 BOD (㎎/ℓ),-,2.7,2.4
"기타","천진호",용존산소 DO (㎎/ℓ),-,11.1,10.7
"기타","천진호",수온 (℃),-,9.8,10.5
"기타","천진호",카드뮴 Cd (㎎/ℓ),-,-,0.00007
"기타","천진호",시안 CN (㎎/ℓ),-,-,0.00
"기타","천진호",납 Pb (㎎/ℓ),-,-,0.00668
"기타","천진호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","천진호",비소 As (㎎/ℓ),-,-,0.00230
"기타","천진호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","영랑호",생물화학적산소요구량 BOD (㎎/ℓ),0.4,2.7,2.5
"기타","영랑호",용존산소 DO (㎎/ℓ),11.6,10.6,12.4
"기타","영랑호",수온 (℃),3.6,5.9,11.7
"기타","영랑호",카드뮴 Cd (㎎/ℓ),-,-,0.00041
"기타","영랑호",시안 CN (㎎/ℓ),-,-,0.00
"기타","영랑호",납 Pb (㎎/ℓ),-,-,0.00000
"기타","영랑호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","영랑호",비소 As (㎎/ℓ),-,-,0.00000
"기타","영랑호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","청초호",생물화학적산소요구량 BOD (㎎/ℓ),0.8,3.9,1.6
"기타","청초호",용존산소 DO (㎎/ℓ),10.1,9.5,7.9
"기타","청초호",수온 (℃),5.1,6.4,11.6
"기타","청초호",카드뮴 Cd (㎎/ℓ),-,-,0.00076
"기타","청초호",시안 CN (㎎/ℓ),-,-,0.00
"기타","청초호",납 Pb (㎎/ℓ),-,-,0.00000
"기타","청초호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","청초호",비소 As (㎎/ℓ),-,-,0.00000
"기타","청초호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","매호",생물화학적산소요구량 BOD (㎎/ℓ),-,-,3.7
"기타","매호",용존산소 DO (㎎/ℓ),-,-,12.3
"기타","매호",수온 (℃),-,-,10.2
"기타","매호",카드뮴 Cd (㎎/ℓ),-,-,0.00010
"기타","매호",시안 CN (㎎/ℓ),-,-,0.00
"기타","매호",납 Pb (㎎/ℓ),-,-,0.00061
"기타","매호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","매호",비소 As (㎎/ℓ),-,-,0.00000
"기타","매호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","향호",생물화학적산소요구량 BOD (㎎/ℓ),-,-,3.7
"기타","향호",용존산소 DO (㎎/ℓ),-,-,13.6
"기타","향호",수온 (℃),-,-,11.4
"기타","향호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","향호",시안 CN (㎎/ℓ),-,-,0.00
"기타","향호",납 Pb (㎎/ℓ),-,-,0.00054
"기타","향호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","향호",비소 As (㎎/ℓ),-,-,0.00018
"기타","향호",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","감포댐",생물화학적산소요구량 BOD (㎎/ℓ),1.9,2.9,2.0
