"수계별(1)","수계별(2)",항목,2019.01,2019.02,2019.03
"섬진강","주암댐3",수온 (℃),7.7,5.6,6.5
"섬진강","주암댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암댐3",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암댐3",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암조정지댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.4,0.3,1.2
"섬진강","주암조정지댐1",용존산소 DO (㎎/ℓ),8.1,10.9,10.6
"섬진강","주암조정지댐1",수온 (℃),9.0,6.9,6.7
"섬진강","주암조정지댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암조정지댐1",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암조정지댐1",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","주암조정지댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.3,0.6,0.8
"섬진강","주암조정지댐3",용존산소 DO (㎎/ℓ),10.1,11.0,11.0
"섬진강","주암조정지댐3",수온 (℃),9.5,6.7,7.0
"섬진강","주암조정지댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","주암조정지댐3",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","주암조정지댐3",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","주암조정지댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"섬진강","동화호",생물화학적산소요구량 BOD (㎎/ℓ),0.2,0.8,1.1
"섬진강","동화호",용존산소 DO (㎎/ℓ),12.4,11.9,13.8
"섬진강","동화호",수온 (℃),4.4,4.6,8.1
"섬진강","동화호",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"섬진강","동화호",시안 CN (㎎/ℓ),-,-,0.00
"섬진강","동화호",납 Pb (㎎/ℓ),-,-,0.00000
"섬진강","동화호",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"섬진강","동화호",비소 As (㎎/ℓ),-,-,0.00000
"섬진강","동화호",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","경천지1",생물화학적산소요구량 BOD (㎎/ℓ),0.5,1.0,0.6
"만경강","경천지1",용존산소 DO (㎎/ℓ),12.3,13.5,11.6
"만경강","경천지1",수온 (℃),3.7,3.9,8.2
"만경강","경천지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","경천지1",시안 CN (㎎/ℓ),-,-,0.00
"만경강","경천지1",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","경천지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","경천지1",비소 As (㎎/ℓ),-,-,0.00000
"만경강","경천지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","경천지2",생물화학적산소요구량 BOD (㎎/ℓ),0.3,1.1,1.0
"만경강","경천지2",용존산소 DO (㎎/ℓ),12.0,13.0,11.7
"만경강","경천지2",수온 (℃),3.9,3.5,7.5
"만경강","경천지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","경천지2",시안 CN (㎎/ℓ),-,-,0.00
"만경강","경천지2",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","경천지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","경천지2",비소 As (㎎/ℓ),-,-,0.00000
"만경강","경천지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지1",생물화학적산소요구량 BOD (㎎/ℓ),0.1,0.6,0.6
"만경강","대아지1",용존산소 DO (㎎/ℓ),11.8,12.5,12.2
"만경강","대아지1",수온 (℃),7.0,5.0,7.8
"만경강","대아지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지1",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지1",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지1",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지2",생물화학적산소요구량 BOD (㎎/ℓ),0.1,0.4,0.5
"만경강","대아지2",용존산소 DO (㎎/ℓ),11.8,12.8,12.3
"만경강","대아지2",수온 (℃),6.9,5.1,7.4
"만경강","대아지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지2",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지2",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지2",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"만경강","대아지3",생물화학적산소요구량 BOD (㎎/ℓ),0.6,1.0,0.5
"만경강","대아지3",용존산소 DO (㎎/ℓ),11.8,12.6,12.3
"만경강","대아지3",수온 (℃),6.9,5.0,7.5
"만경강","대아지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"만경강","대아지3",시안 CN (㎎/ℓ),-,-,0.00
"만경강","대아지3",납 Pb (㎎/ℓ),-,-,0.00000
"만경강","대아지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"만경강","대아지3",비소 As (㎎/ℓ),-,-,0.00000
"만경강","대아지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","아산호1(평택호)",생물화학적산소요구량 BOD (㎎/ℓ),-,2.1,2.9
"안성천","아산호1(평택호)",용존산소 DO (㎎/ℓ),-,15.8,16.1
"안성천","아산호1(평택호)",수온 (℃),-,2.7,8.3
"안성천","아산호1(평택호)",카드뮴 Cd (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호1(평택호)",시안 CN (㎎/ℓ),-,0.00,0.00
"안성천","아산호1(평택호)",납 Pb (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호1(평택호)",6가크롬 Cr6+ (㎎/ℓ),-,0.000,0.000
"안성천","아산호1(평택호)",비소 As (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호1(평택호)",수은 Hg (㎎/ℓ),-,0.0000000,0.0000000
"안성천","아산호2",생물화학적산소요구량 BOD (㎎/ℓ),-,3.5,2.5
"안성천","아산호2",용존산소 DO (㎎/ℓ),-,16.8,16.1
"안성천","아산호2",수온 (℃),-,3.2,8.7
"안성천","아산호2",카드뮴 Cd (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호2",시안 CN (㎎/ℓ),-,0.00,0.00
"안성천","아산호2",납 Pb (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호2",6가크롬 Cr6+ (㎎/ℓ),-,0.000,0.000
"안성천","아산호2",비소 As (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호2",수은 Hg (㎎/ℓ),-,0.0000000,0.0000000
"안성천","아산호3",생물화학적산소요구량 BOD (㎎/ℓ),-,4.3,4.0
"안성천","아산호3",용존산소 DO (㎎/ℓ),-,17.0,15.7
"안성천","아산호3",수온 (℃),-,5.9,8.3
"안성천","아산호3",카드뮴 Cd (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호3",시안 CN (㎎/ℓ),-,0.00,0.00
"안성천","아산호3",납 Pb (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호3",6가크롬 Cr6+ (㎎/ℓ),-,0.000,0.000
"안성천","아산호3",비소 As (㎎/ℓ),-,0.00000,0.00000
"안성천","아산호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.6
"안성천","고삼지1",용존산소 DO (㎎/ℓ),-,-,12.3
"안성천","고삼지1",수온 (℃),-,-,7.2
"안성천","고삼지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지1",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지1",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,2.2
"안성천","고삼지2",용존산소 DO (㎎/ℓ),-,-,13.2
"안성천","고삼지2",수온 (℃),-,-,7.2
"안성천","고삼지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지2",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지2",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","고삼지3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,2.7
"안성천","고삼지3",용존산소 DO (㎎/ℓ),-,-,13.2
"안성천","고삼지3",수온 (℃),-,-,8.0
"안성천","고삼지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",시안 CN (㎎/ℓ),-,-,0.00
"안성천","고삼지3",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","고삼지3",비소 As (㎎/ℓ),-,-,0.00000
"안성천","고삼지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","이동지1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.8
"안성천","이동지1",용존산소 DO (㎎/ℓ),-,-,12.6
"안성천","이동지1",수온 (℃),-,-,7.7
"안성천","이동지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","이동지1",시안 CN (㎎/ℓ),-,-,0.00
"안성천","이동지1",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","이동지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","이동지1",비소 As (㎎/ℓ),-,-,0.00000
"안성천","이동지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","이동지2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.7
"안성천","이동지2",용존산소 DO (㎎/ℓ),-,-,12.3
"안성천","이동지2",수온 (℃),-,-,6.7
"안성천","이동지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","이동지2",시안 CN (㎎/ℓ),-,-,0.00
"안성천","이동지2",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","이동지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","이동지2",비소 As (㎎/ℓ),-,-,0.00000
"안성천","이동지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지1",생물화학적산소요구량 BOD (㎎/ℓ),-,2.8,1.8
"삽교천","예당지1",용존산소 DO (㎎/ℓ),-,13.4,8.1
"삽교천","예당지1",수온 (℃),-,2.6,5.7
"삽교천","예당지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지1",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지1",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지2",생물화학적산소요구량 BOD (㎎/ℓ),-,2.3,1.7
"삽교천","예당지2",용존산소 DO (㎎/ℓ),-,13.6,7.9
"삽교천","예당지2",수온 (℃),-,2.4,6.0
"삽교천","예당지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지2",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지2",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지3",생물화학적산소요구량 BOD (㎎/ℓ),-,1.8,1.8
"삽교천","예당지3",용존산소 DO (㎎/ℓ),-,13.6,8.1
"삽교천","예당지3",수온 (℃),-,2.5,6.2
"삽교천","예당지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지3",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지3",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,4.2
"삽교천","삽교호1",용존산소 DO (㎎/ℓ),-,-,13.0
"삽교천","삽교호1",수온 (℃),-,-,7.3
"삽교천","삽교호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호1",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호1",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,8.8
"삽교천","삽교호2",용존산소 DO (㎎/ℓ),-,-,16.6
"삽교천","삽교호2",수온 (℃),-,-,9.6
"삽교천","삽교호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호2",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호2",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,5.9
"삽교천","삽교호3",용존산소 DO (㎎/ℓ),-,-,17.0
"삽교천","삽교호3",수온 (℃),-,-,9.5
"삽교천","삽교호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호3",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호3",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","사연댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.0,0.9
"태화강","사연댐1",용존산소 DO (㎎/ℓ),10.3,12.2,11.7
"태화강","사연댐1",수온 (℃),4.3,4.4,5.7
"태화강","사연댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","사연댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","사연댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","사연댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.0,1.0
"태화강","사연댐2",용존산소 DO (㎎/ℓ),10.9,12.2,11.3
"태화강","사연댐2",수온 (℃),3.9,4.5,6.3
"태화강","사연댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","사연댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","사연댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대암댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.1,1.0
"태화강","대암댐1",용존산소 DO (㎎/ℓ),13.2,13.1,10.2
"태화강","대암댐1",수온 (℃),3.6,4.8,6.0
"태화강","대암댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대암댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대암댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대암댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.2,1.0
"태화강","대암댐2",용존산소 DO (㎎/ℓ),14.0,13.8,10.7
"태화강","대암댐2",수온 (℃),3.3,5.3,6.9
"태화강","대암댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대암댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대암댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대곡댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,1.0,0.9
"태화강","대곡댐1",용존산소 DO (㎎/ℓ),10.1,11.6,11.8
"태화강","대곡댐1",수온 (℃),5.1,4.6,6.3
"태화강","대곡댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대곡댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대곡댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대곡댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.7,1.0,1.0
"태화강","대곡댐2",용존산소 DO (㎎/ℓ),9.5,11.3,11.7
"태화강","대곡댐2",수온 (℃),6.3,4.9,6.1
"태화강","대곡댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대곡댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대곡댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","보문호1",생물화학적산소요구량 BOD (㎎/ℓ),1.8,0.8,2.6
"형산강","보문호1",용존산소 DO (㎎/ℓ),10.6,18.8,12.0
"형산강","보문호1",수온 (℃),3.4,6.3,9.9
"형산강","보문호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","보문호1",시안 CN (㎎/ℓ),-,-,0.00
"형산강","보문호1",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","보문호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","보문호1",비소 As (㎎/ℓ),-,-,0.00000
"형산강","보문호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","보문호2",생물화학적산소요구량 BOD (㎎/ℓ),2.0,0.9,2.4
"형산강","보문호2",용존산소 DO (㎎/ℓ),11.1,13.8,12.4
"형산강","보문호2",수온 (℃),2.5,8.0,11.2
"형산강","보문호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","보문호2",시안 CN (㎎/ℓ),-,-,0.00
"형산강","보문호2",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","보문호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","보문호2",비소 As (㎎/ℓ),-,-,0.00000
"형산강","보문호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","안계댐",생물화학적산소요구량 BOD (㎎/ℓ),3.4,2.8,3.0
"형산강","안계댐",용존산소 DO (㎎/ℓ),12.4,12.3,12.4
"형산강","안계댐",수온 (℃),5.2,6.1,8.0
"형산강","안계댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","안계댐",시안 CN (㎎/ℓ),-,-,0.00
"형산강","안계댐",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","안계댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","안계댐",비소 As (㎎/ℓ),-,-,0.00000
"형산강","안계댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"회야강","회야호1",생물화학적산소요구량 BOD (㎎/ℓ),0.5,1.6,0.3
"회야강","회야호1",용존산소 DO (㎎/ℓ),12.3,12.3,11.4
"회야강","회야호1",수온 (℃),5.3,5.3,9.0
"회야강","회야호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"회야강","회야호1",시안 CN (㎎/ℓ),-,-,0.00
"회야강","회야호1",납 Pb (㎎/ℓ),-,-,0.00000
"회야강","회야호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"회야강","회야호1",비소 As (㎎/ℓ),-,-,0.00000
"회야강","회야호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"회야강","회야호2",생물화학적산소요구량 BOD (㎎/ℓ),0.3,1.6,0.5
"회야강","회야호2",용존산소 DO (㎎/ℓ),11.5,12.3,11.0
"회야강","회야호2",수온 (℃),5.9,5.3,9.3
"회야강","회야호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"회야강","회야호2",시안 CN (㎎/ℓ),-,-,0.00
"회야강","회야호2",납 Pb (㎎/ℓ),-,-,0.00000
"회야강","회야호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"회야강","회야호2",비소 As (㎎/ℓ),-,-,0.00000
"회야강","회야호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"수어천","수어댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.1,1.5
"수어천","수어댐1",용존산소 DO (㎎/ℓ),11.5,11.4,11.4
"수어천","수어댐1",수온 (℃),6.1,5.5,8.5
"수어천","수어댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",시안 CN (㎎/ℓ),-,-,0.00
"수어천","수어댐1",납 Pb (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"수어천","수어댐1",비소 As (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"수어천","수어댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.2,1.3
"수어천","수어댐2",용존산소 DO (㎎/ℓ),12.3,11.6,11.4
"수어천","수어댐2",수온 (℃),6.1,5.6,8.5
"수어천","수어댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",시안 CN (㎎/ℓ),-,-,0.00
"수어천","수어댐2",납 Pb (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"수어천","수어댐2",비소 As (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.9,2.4,2.1
"탐진강","장흥댐1",용존산소 DO (㎎/ℓ),10.1,11.3,12.3
"탐진강","장흥댐1",수온 (℃),7.3,5.4,6.7
"탐진강","장흥댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐1",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐1",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.0,2.5,2.1
"탐진강","장흥댐2",용존산소 DO (㎎/ℓ),10.2,11.8,12.1
"탐진강","장흥댐2",수온 (℃),6.8,5.4,7.1
"탐진강","장흥댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐2",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐2",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐3",생물화학적산소요구량 BOD (㎎/ℓ),2.1,2.5,2.2
"탐진강","장흥댐3",용존산소 DO (㎎/ℓ),10.4,11.5,11.6
"탐진강","장흥댐3",수온 (℃),6.6,5.2,6.3
"탐진강","장흥댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐3",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐3",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐4",생물화학적산소요구량 BOD (㎎/ℓ),2.1,2.6,2.1
"탐진강","장흥댐4",용존산소 DO (㎎/ℓ),10.5,11.9,11.6
"탐진강","장흥댐4",수온 (℃),6.6,5.5,6.4
"탐진강","장흥댐4",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐4",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐4",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","경포호1",생물화학적산소요구량 BOD (㎎/ℓ),7.2,8.7,2.4
"기타","경포호1",용존산소 DO (㎎/ℓ),12.1,11.6,8.9
"기타","경포호1",수온 (℃),5.3,4.7,9.5
"기타","경포호1",카드뮴 Cd (㎎/ℓ),-,-,0.00034
"기타","경포호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","경포호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","경포호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","경포호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","경포호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","경포호2",생물화학적산소요구량 BOD (㎎/ℓ),-,6.7,12.8
"기타","경포호2",용존산소 DO (㎎/ℓ),-,9.6,10.8
"기타","경포호2",수온 (℃),-,6.3,7.9
"기타","경포호2",카드뮴 Cd (㎎/ℓ),-,-,0.00062
"기타","경포호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","경포호2",납 Pb (㎎/ℓ),-,-,0.00000
