지역,종류,날짜,수치
전라남도,아황산가스,2019.06,0.0036499999999999996
전라남도,오존,2019.06,0.0419
전라남도,이산화질소,2019.06,0.0072
전라남도,일산화탄소,2019.06,0.445
전라북도,미세먼지 PM10,2019.06,36.6
전라북도,미세먼지 PM2.5,2019.06,23.133333333333333
전라북도,아황산가스,2019.06,0.002866666666666667
전라북도,오존,2019.06,0.04566666666666667
전라북도,이산화질소,2019.06,0.008
전라북도,일산화탄소,2019.06,0.3333333333333333
제주특별자치도,미세먼지 PM10,2019.06,30.666666666666668
제주특별자치도,미세먼지 PM2.5,2019.06,19.666666666666668
제주특별자치도,아황산가스,2019.06,0.0023333333333333335
제주특별자치도,오존,2019.06,0.04766666666666667
제주특별자치도,이산화질소,2019.06,0.008666666666666668
제주특별자치도,일산화탄소,2019.06,0.2333333333333333
충청남도,미세먼지 PM10,2019.06,32.8125
충청남도,미세먼지 PM2.5,2019.06,21.875
충청남도,아황산가스,2019.06,0.0038125
충청남도,오존,2019.06,0.0465
충청남도,이산화질소,2019.06,0.009133333333333334
충청남도,일산화탄소,2019.06,0.45
충청북도,미세먼지 PM10,2019.06,34.90909090909091
충청북도,미세먼지 PM2.5,2019.06,24.363636363636363
충청북도,아황산가스,2019.06,0.0026363636363636363
충청북도,오존,2019.06,0.042727272727272725
충청북도,이산화질소,2019.06,0.011272727272727273
충청북도,일산화탄소,2019.06,0.33636363636363636
강원도,미세먼지 PM10,2019.07,25.36842105263158
강원도,미세먼지 PM2.5,2019.07,14.444444444444445
강원도,아황산가스,2019.07,0.0019473684210526314
강원도,오존,2019.07,0.03389473684210526
강원도,이산화질소,2019.07,0.0064736842105263155
강원도,일산화탄소,2019.07,0.3368421052631579
경기도,미세먼지 PM10,2019.07,28.65625
경기도,미세먼지 PM2.5,2019.07,17.129032258064516
경기도,아황산가스,2019.07,0.00296875
경기도,오존,2019.07,0.03490322580645162
경기도,이산화질소,2019.07,0.01359375
경기도,일산화탄소,2019.07,0.3875
경상남도,미세먼지 PM10,2019.07,27.714285714285715
경상남도,미세먼지 PM2.5,2019.07,13.928571428571429
경상남도,아황산가스,2019.07,0.002857142857142857
경상남도,오존,2019.07,0.03292857142857143
경상남도,이산화질소,2019.07,0.010499999999999999
경상남도,일산화탄소,2019.07,0.37142857142857144
경상북도,미세먼지 PM10,2019.07,26.692307692307693
경상북도,미세먼지 PM2.5,2019.07,15.076923076923077
경상북도,아황산가스,2019.07,0.003076923076923077
경상북도,오존,2019.07,0.03215384615384616
경상북도,이산화질소,2019.07,0.00823076923076923
경상북도,일산화탄소,2019.07,0.3
광주광역시,미세먼지 PM10,2019.07,29.0
광주광역시,미세먼지 PM2.5,2019.07,17.0
광주광역시,아황산가스,2019.07,0.002
광주광역시,오존,2019.07,0.029
광주광역시,이산화질소,2019.07,0.011
광주광역시,일산화탄소,2019.07,0.3
대구광역시,미세먼지 PM10,2019.07,26.0
대구광역시,미세먼지 PM2.5,2019.07,16.0
대구광역시,아황산가스,2019.07,0.002
대구광역시,오존,2019.07,0.03
대구광역시,이산화질소,2019.07,0.011
대구광역시,일산화탄소,2019.07,0.3
대전광역시,미세먼지 PM10,2019.07,23.0
대전광역시,미세먼지 PM2.5,2019.07,14.0
대전광역시,아황산가스,2019.07,0.002
대전광역시,오존,2019.07,0.028
대전광역시,이산화질소,2019.07,0.011
대전광역시,일산화탄소,2019.07,0.3
부산광역시,미세먼지 PM10,2019.07,26.0
부산광역시,미세먼지 PM2.5,2019.07,18.0
부산광역시,아황산가스,2019.07,0.005
부산광역시,오존,2019.07,0.028
부산광역시,이산화질소,2019.07,0.015
부산광역시,일산화탄소,2019.07,0.3
서울특별시,미세먼지 PM10,2019.07,26.0
서울특별시,미세먼지 PM2.5,2019.07,19.0
서울특별시,아황산가스,2019.07,0.004
서울특별시,오존,2019.07,0.031
서울특별시,이산화질소,2019.07,0.018
서울특별시,일산화탄소,2019.07,0.4
세종특별자치시,미세먼지 PM10,2019.07,23.0
세종특별자치시,미세먼지 PM2.5,2019.07,14.0
세종특별자치시,아황산가스,2019.07,0.003
세종특별자치시,오존,2019.07,0.031
세종특별자치시,이산화질소,2019.07,0.012
세종특별자치시,일산화탄소,2019.07,0.4
울산광역시,미세먼지 PM10,2019.07,29.0
울산광역시,미세먼지 PM2.5,2019.07,19.0
울산광역시,아황산가스,2019.07,0.006
울산광역시,오존,2019.07,0.028
울산광역시,이산화질소,2019.07,0.016
울산광역시,일산화탄소,2019.07,0.4
인천광역시,미세먼지 PM10,2019.07,31.0
인천광역시,미세먼지 PM2.5,2019.07,19.0
인천광역시,아황산가스,2019.07,0.004
인천광역시,오존,2019.07,0.032
인천광역시,이산화질소,2019.07,0.015
인천광역시,일산화탄소,2019.07,0.4
전라남도,미세먼지 PM10,2019.07,22.75
전라남도,미세먼지 PM2.5,2019.07,13.842105263157896
전라남도,아황산가스,2019.07,0.0034000000000000002
전라남도,오존,2019.07,0.03066666666666667
전라남도,이산화질소,2019.07,0.0058095238095238096
전라남도,일산화탄소,2019.07,0.3666666666666667
전라북도,미세먼지 PM10,2019.07,25.857142857142858
전라북도,미세먼지 PM2.5,2019.07,14.933333333333334
전라북도,아황산가스,2019.07,0.0025454545454545456
전라북도,오존,2019.07,0.0324
전라북도,이산화질소,2019.07,0.006642857142857143
전라북도,일산화탄소,2019.07,0.3
제주특별자치도,미세먼지 PM10,2019.07,25.666666666666668
제주특별자치도,미세먼지 PM2.5,2019.07,16.0
제주특별자치도,아황산가스,2019.07,0.0016666666666666668
제주특별자치도,오존,2019.07,0.035
제주특별자치도,이산화질소,2019.07,0.006333333333333333
제주특별자치도,일산화탄소,2019.07,0.2333333333333333
충청남도,미세먼지 PM10,2019.07,25.3125
충청남도,미세먼지 PM2.5,2019.07,16.1875
충청남도,아황산가스,2019.07,0.003125
충청남도,오존,2019.07,0.03575
충청남도,이산화질소,2019.07,0.0075625
충청남도,일산화탄소,2019.07,0.4
충청북도,미세먼지 PM10,2019.07,24.166666666666668
충청북도,미세먼지 PM2.5,2019.07,15.666666666666666
충청북도,아황산가스,2019.07,0.0025833333333333333
충청북도,오존,2019.07,0.029916666666666664
충청북도,이산화질소,2019.07,0.009166666666666667
충청북도,일산화탄소,2019.07,0.325
강원도,미세먼지 PM10,2019.08,25.894736842105264
강원도,미세먼지 PM2.5,2019.08,13.894736842105264
강원도,아황산가스,2019.08,0.002105263157894737
강원도,오존,2019.08,0.02947368421052632
강원도,이산화질소,2019.08,0.006526315789473684
강원도,일산화탄소,2019.08,0.38947368421052636
경기도,미세먼지 PM10,2019.08,27.774193548387096
경기도,미세먼지 PM2.5,2019.08,15.0
경기도,아황산가스,2019.08,0.0029032258064516127
경기도,오존,2019.08,0.033129032258064524
경기도,이산화질소,2019.08,0.013838709677419354
경기도,일산화탄소,2019.08,0.4129032258064516
경상남도,미세먼지 PM10,2019.08,31.071428571428573
경상남도,미세먼지 PM2.5,2019.08,15.266666666666667
경상남도,아황산가스,2019.08,0.002857142857142857
경상남도,오존,2019.08,0.032214285714285716
경상남도,이산화질소,2019.08,0.010499999999999999
경상남도,일산화탄소,2019.08,0.42857142857142855
경상북도,미세먼지 PM10,2019.08,26.928571428571427
경상북도,미세먼지 PM2.5,2019.08,15.0
경상북도,아황산가스,2019.08,0.003230769230769231
경상북도,오존,2019.08,0.031857142857142855
경상북도,이산화질소,2019.08,0.008142857142857143
경상북도,일산화탄소,2019.08,0.35714285714285715
광주광역시,미세먼지 PM10,2019.08,31.0
광주광역시,미세먼지 PM2.5,2019.08,17.0
광주광역시,아황산가스,2019.08,0.003
광주광역시,오존,2019.08,0.031
광주광역시,이산화질소,2019.08,0.011
광주광역시,일산화탄소,2019.08,0.4
대구광역시,미세먼지 PM10,2019.08,26.0
대구광역시,미세먼지 PM2.5,2019.08,16.0
대구광역시,아황산가스,2019.08,0.002
대구광역시,오존,2019.08,0.03
대구광역시,이산화질소,2019.08,0.012
대구광역시,일산화탄소,2019.08,0.3
대전광역시,미세먼지 PM10,2019.08,25.0
대전광역시,미세먼지 PM2.5,2019.08,15.0
대전광역시,아황산가스,2019.08,0.002
대전광역시,오존,2019.08,0.029
대전광역시,이산화질소,2019.08,0.011
대전광역시,일산화탄소,2019.08,0.3
부산광역시,미세먼지 PM10,2019.08,30.0
부산광역시,미세먼지 PM2.5,2019.08,19.0
부산광역시,아황산가스,2019.08,0.005
부산광역시,오존,2019.08,0.03
부산광역시,이산화질소,2019.08,0.014
부산광역시,일산화탄소,2019.08,0.4
서울특별시,미세먼지 PM10,2019.08,25.0
서울특별시,미세먼지 PM2.5,2019.08,16.0
서울특별시,아황산가스,2019.08,0.004
서울특별시,오존,2019.08,0.03
서울특별시,이산화질소,2019.08,0.018
서울특별시,일산화탄소,2019.08,0.4
세종특별자치시,미세먼지 PM10,2019.08,27.0
세종특별자치시,미세먼지 PM2.5,2019.08,16.0
세종특별자치시,아황산가스,2019.08,0.003
세종특별자치시,오존,2019.08,0.031
세종특별자치시,이산화질소,2019.08,0.013
세종특별자치시,일산화탄소,2019.08,0.5
울산광역시,미세먼지 PM10,2019.08,30.0
울산광역시,미세먼지 PM2.5,2019.08,18.0
울산광역시,아황산가스,2019.08,0.006
울산광역시,오존,2019.08,0.029
울산광역시,이산화질소,2019.08,0.014
울산광역시,일산화탄소,2019.08,0.5
인천광역시,미세먼지 PM10,2019.08,30.0
인천광역시,미세먼지 PM2.5,2019.08,18.0
인천광역시,아황산가스,2019.08,0.004
인천광역시,오존,2019.08,0.037
인천광역시,이산화질소,2019.08,0.015
인천광역시,일산화탄소,2019.08,0.4
전라남도,미세먼지 PM10,2019.08,27.666666666666668
전라남도,미세먼지 PM2.5,2019.08,16.75
전라남도,아황산가스,2019.08,0.003428571428571429
전라남도,오존,2019.08,0.03161904761904762
전라남도,이산화질소,2019.08,0.006095238095238095
전라남도,일산화탄소,2019.08,0.41904761904761906
전라북도,미세먼지 PM10,2019.08,27.733333333333334
전라북도,미세먼지 PM2.5,2019.08,16.133333333333333
전라북도,아황산가스,2019.08,0.0026428571428571425
전라북도,오존,2019.08,0.0304
전라북도,이산화질소,2019.08,0.006866666666666666
전라북도,일산화탄소,2019.08,0.33999999999999997
제주특별자치도,미세먼지 PM10,2019.08,30.0
제주특별자치도,미세먼지 PM2.5,2019.08,18.0
제주특별자치도,아황산가스,2019.08,0.0023333333333333335
제주특별자치도,오존,2019.08,0.039
제주특별자치도,이산화질소,2019.08,0.007333333333333333
제주특별자치도,일산화탄소,2019.08,0.2333333333333333
충청남도,미세먼지 PM10,2019.08,27.4375
충청남도,미세먼지 PM2.5,2019.08,16.875
충청남도,아황산가스,2019.08,0.0035
충청남도,오존,2019.08,0.035800000000000005
충청남도,이산화질소,2019.08,0.007875
충청남도,일산화탄소,2019.08,0.40625
충청북도,미세먼지 PM10,2019.08,26.25
충청북도,미세먼지 PM2.5,2019.08,17.166666666666668
충청북도,아황산가스,2019.08,0.0025
충청북도,오존,2019.08,0.02766666666666667
충청북도,이산화질소,2019.08,0.009416666666666665
충청북도,일산화탄소,2019.08,0.35833333333333334
강원도,미세먼지 PM10,2019.09,20.736842105263158
강원도,미세먼지 PM2.5,2019.09,9.5
강원도,아황산가스,2019.09,0.0017894736842105265
강원도,오존,2019.09,0.02336842105263158
강원도,이산화질소,2019.09,0.0066315789473684215
강원도,일산화탄소,2019.09,0.34210526315789475
경기도,미세먼지 PM10,2019.09,24.5625
경기도,미세먼지 PM2.5,2019.09,11.96875
경기도,아황산가스,2019.09,0.002875
경기도,오존,2019.09,0.02434375
경기도,이산화질소,2019.09,0.016375
경기도,일산화탄소,2019.09,0.39375
경상남도,미세먼지 PM10,2019.09,26.642857142857142
경상남도,미세먼지 PM2.5,2019.09,10.733333333333333
경상남도,아황산가스,2019.09,0.0027142857142857142
경상남도,오존,2019.09,0.027857142857142858
경상남도,이산화질소,2019.09,0.01107142857142857
경상남도,일산화탄소,2019.09,0.38571428571428573
경상북도,미세먼지 PM10,2019.09,22.857142857142858
경상북도,미세먼지 PM2.5,2019.09,11.285714285714286
경상북도,아황산가스,2019.09,0.002785714285714286
경상북도,오존,2019.09,0.0275
경상북도,이산화질소,2019.09,0.008428571428571428
경상북도,일산화탄소,2019.09,0.3
광주광역시,미세먼지 PM10,2019.09,27.0
광주광역시,미세먼지 PM2.5,2019.09,15.0
광주광역시,아황산가스,2019.09,0.003
광주광역시,오존,2019.09,0.027
광주광역시,이산화질소,2019.09,0.012
광주광역시,일산화탄소,2019.09,0.4
대구광역시,미세먼지 PM10,2019.09,23.0
대구광역시,미세먼지 PM2.5,2019.09,13.0
대구광역시,아황산가스,2019.09,0.002
대구광역시,오존,2019.09,0.025
대구광역시,이산화질소,2019.09,0.013
대구광역시,일산화탄소,2019.09,0.3
대전광역시,미세먼지 PM10,2019.09,22.0
대전광역시,미세먼지 PM2.5,2019.09,12.0
대전광역시,아황산가스,2019.09,0.002
대전광역시,오존,2019.09,0.025
대전광역시,이산화질소,2019.09,0.013
대전광역시,일산화탄소,2019.09,0.3
부산광역시,미세먼지 PM10,2019.09,24.0
부산광역시,미세먼지 PM2.5,2019.09,13.0
부산광역시,아황산가스,2019.09,0.004
부산광역시,오존,2019.09,0.028
부산광역시,이산화질소,2019.09,0.015
부산광역시,일산화탄소,2019.09,0.3
서울특별시,미세먼지 PM10,2019.09,21.0
서울특별시,미세먼지 PM2.5,2019.09,12.0
서울특별시,아황산가스,2019.09,0.003
서울특별시,오존,2019.09,0.024
서울특별시,이산화질소,2019.09,0.021
서울특별시,일산화탄소,2019.09,0.4
세종특별자치시,미세먼지 PM10,2019.09,23.0
세종특별자치시,미세먼지 PM2.5,2019.09,12.0
세종특별자치시,아황산가스,2019.09,0.003
세종특별자치시,오존,2019.09,0.025
세종특별자치시,이산화질소,2019.09,0.015
세종특별자치시,일산화탄소,2019.09,0.4
울산광역시,미세먼지 PM10,2019.09,25.0
울산광역시,미세먼지 PM2.5,2019.09,13.0
울산광역시,아황산가스,2019.09,0.005
울산광역시,오존,2019.09,0.027
울산광역시,이산화질소,2019.09,0.015
울산광역시,일산화탄소,2019.09,0.4
인천광역시,미세먼지 PM10,2019.09,28.0
인천광역시,미세먼지 PM2.5,2019.09,14.0
인천광역시,아황산가스,2019.09,0.004
인천광역시,오존,2019.09,0.026
인천광역시,이산화질소,2019.09,0.021
인천광역시,일산화탄소,2019.09,0.5
전라남도,미세먼지 PM10,2019.09,22.26086956521739
전라남도,미세먼지 PM2.5,2019.09,12.130434782608695
전라남도,아황산가스,2019.09,0.0034782608695652175
전라남도,오존,2019.09,0.028521739130434785
전라남도,이산화질소,2019.09,0.006565217391304347
전라남도,일산화탄소,2019.09,0.41739130434782606
전라북도,미세먼지 PM10,2019.09,25.2
전라북도,미세먼지 PM2.5,2019.09,14.333333333333334
전라북도,아황산가스,2019.09,0.0028
전라북도,오존,2019.09,0.028733333333333333
전라북도,이산화질소,2019.09,0.007533333333333333
전라북도,일산화탄소,2019.09,0.3333333333333333
제주특별자치도,미세먼지 PM10,2019.09,25.333333333333332
제주특별자치도,미세먼지 PM2.5,2019.09,12.666666666666666
제주특별자치도,아황산가스,2019.09,0.002
제주특별자치도,오존,2019.09,0.04066666666666666
제주특별자치도,이산화질소,2019.09,0.007666666666666666
제주특별자치도,일산화탄소,2019.09,0.16666666666666666
충청남도,미세먼지 PM10,2019.09,25.375
충청남도,미세먼지 PM2.5,2019.09,13.8125
충청남도,아황산가스,2019.09,0.003375
충청남도,오존,2019.09,0.0298125
충청남도,이산화질소,2019.09,0.0091875
충청남도,일산화탄소,2019.09,0.39375
충청북도,미세먼지 PM10,2019.09,22.5
충청북도,미세먼지 PM2.5,2019.09,13.666666666666666
충청북도,아황산가스,2019.09,0.0025833333333333333
충청북도,오존,2019.09,0.02316666666666667
충청북도,이산화질소,2019.09,0.010666666666666666
충청북도,일산화탄소,2019.09,0.31666666666666665
강원도,미세먼지 PM10,2019.10,27.5
강원도,미세먼지 PM2.5,2019.10,13.117647058823529
강원도,아황산가스,2019.10,0.0022222222222222222
강원도,오존,2019.10,0.024055555555555556
강원도,이산화질소,2019.10,0.008722222222222221
강원도,일산화탄소,2019.10,0.3777777777777778
경기도,미세먼지 PM10,2019.10,35.59375
경기도,미세먼지 PM2.5,2019.10,16.322580645161292
경기도,아황산가스,2019.10,0.00296875
경기도,오존,2019.10,0.021375
경기도,이산화질소,2019.10,0.0201875
경기도,일산화탄소,2019.10,0.41875
경상남도,미세먼지 PM10,2019.10,28.76923076923077
경상남도,미세먼지 PM2.5,2019.10,11.153846153846153
경상남도,아황산가스,2019.10,0.0024666666666666665
경상남도,오존,2019.10,0.028615384615384615
경상남도,이산화질소,2019.10,0.012538461538461538
경상남도,일산화탄소,2019.10,0.36153846153846153
경상북도,미세먼지 PM10,2019.10,29.142857142857142
경상북도,미세먼지 PM2.5,2019.10,12.928571428571429
경상북도,아황산가스,2019.10,0.002866666666666667
경상북도,오존,2019.10,0.026933333333333333
경상북도,이산화질소,2019.10,0.010133333333333333
경상북도,일산화탄소,2019.10,0.33571428571428574
광주광역시,미세먼지 PM10,2019.10,35.0
광주광역시,미세먼지 PM2.5,2019.10,18.0
광주광역시,아황산가스,2019.10,0.003
광주광역시,오존,2019.10,0.025
광주광역시,이산화질소,2019.10,0.017
광주광역시,일산화탄소,2019.10,0.4
대구광역시,미세먼지 PM10,2019.10,27.0
대구광역시,미세먼지 PM2.5,2019.10,14.0
대구광역시,아황산가스,2019.10,0.002
대구광역시,오존,2019.10,0.022
대구광역시,이산화질소,2019.10,0.017
대구광역시,일산화탄소,2019.10,0.4
대전광역시,미세먼지 PM10,2019.10,29.0
대전광역시,미세먼지 PM2.5,2019.10,15.0
대전광역시,아황산가스,2019.10,0.002
대전광역시,오존,2019.10,0.02
대전광역시,이산화질소,2019.10,0.018
대전광역시,일산화탄소,2019.10,0.3
부산광역시,미세먼지 PM10,2019.10,27.0
부산광역시,미세먼지 PM2.5,2019.10,13.0
부산광역시,아황산가스,2019.10,0.004
부산광역시,오존,2019.10,0.029
부산광역시,이산화질소,2019.10,0.017
부산광역시,일산화탄소,2019.10,0.3
서울특별시,미세먼지 PM10,2019.10,31.0
서울특별시,미세먼지 PM2.5,2019.10,15.0
서울특별시,아황산가스,2019.10,0.003
서울특별시,오존,2019.10,0.021
서울특별시,이산화질소,2019.10,0.025
서울특별시,일산화탄소,2019.10,0.5
세종특별자치시,미세먼지 PM10,2019.10,32.0
세종특별자치시,미세먼지 PM2.5,2019.10,17.0
세종특별자치시,아황산가스,2019.10,0.003
세종특별자치시,오존,2019.10,0.021
세종특별자치시,이산화질소,2019.10,0.019
세종특별자치시,일산화탄소,2019.10,0.5
울산광역시,미세먼지 PM10,2019.10,27.0
울산광역시,미세먼지 PM2.5,2019.10,11.0
울산광역시,아황산가스,2019.10,0.004
울산광역시,오존,2019.10,0.029
울산광역시,이산화질소,2019.10,0.016
울산광역시,일산화탄소,2019.10,0.4
인천광역시,미세먼지 PM10,2019.10,35.0
인천광역시,미세먼지 PM2.5,2019.10,16.0
인천광역시,아황산가스,2019.10,0.004
인천광역시,오존,2019.10,0.024
인천광역시,이산화질소,2019.10,0.023
인천광역시,일산화탄소,2019.10,0.5
전라남도,미세먼지 PM10,2019.10,28.391304347826086
전라남도,미세먼지 PM2.5,2019.10,13.91304347826087
전라남도,아황산가스,2019.10,0.0033043478260869562
전라남도,오존,2019.10,0.028608695652173916
전라남도,이산화질소,2019.10,0.008217391304347826
전라남도,일산화탄소,2019.10,0.4043478260869566
전라북도,미세먼지 PM10,2019.10,31.785714285714285
전라북도,미세먼지 PM2.5,2019.10,17.357142857142858
전라북도,아황산가스,2019.10,0.0023846153846153848
전라북도,오존,2019.10,0.027285714285714285
전라북도,이산화질소,2019.10,0.010785714285714286
전라북도,일산화탄소,2019.10,0.32857142857142857
제주특별자치도,미세먼지 PM10,2019.10,32.333333333333336
제주특별자치도,미세먼지 PM2.5,2019.10,15.0
제주특별자치도,아황산가스,2019.10,0.0016666666666666668
제주특별자치도,오존,2019.10,0.042333333333333334
제주특별자치도,이산화질소,2019.10,0.008
제주특별자치도,일산화탄소,2019.10,0.20000000000000004
충청남도,미세먼지 PM10,2019.10,36.25
충청남도,미세먼지 PM2.5,2019.10,19.375
충청남도,아황산가스,2019.10,0.0029375
충청남도,오존,2019.10,0.0269375
충청남도,이산화질소,2019.10,0.0119375
충청남도,일산화탄소,2019.10,0.4
충청북도,미세먼지 PM10,2019.10,32.25
충청북도,미세먼지 PM2.5,2019.10,19.166666666666668
충청북도,아황산가스,2019.10,0.0027500000000000003
충청북도,오존,2019.10,0.020416666666666666
충청북도,이산화질소,2019.10,0.014249999999999999
충청북도,일산화탄소,2019.10,0.38333333333333336
강원도,미세먼지 PM10,2019.11,35.23529411764706
강원도,미세먼지 PM2.5,2019.11,18.58823529411765
강원도,아황산가스,2019.11,0.0027058823529411765
강원도,오존,2019.11,0.020470588235294115
강원도,이산화질소,2019.11,0.013411764705882354
강원도,일산화탄소,2019.11,0.4647058823529412
경기도,미세먼지 PM10,2019.11,46.29032258064516
경기도,미세먼지 PM2.5,2019.11,22.78125
경기도,아황산가스,2019.11,0.0035
경기도,오존,2019.11,0.014375
경기도,이산화질소,2019.11,0.02790625
경기도,일산화탄소,2019.11,0.54375
경상남도,미세먼지 PM10,2019.11,35.21052631578947
경상남도,미세먼지 PM2.5,2019.11,16.31578947368421
경상남도,아황산가스,2019.11,0.002789473684210526
경상남도,오존,2019.11,0.023105263157894736
경상남도,이산화질소,2019.11,0.016894736842105264
경상남도,일산화탄소,2019.11,0.4105263157894737
경상북도,미세먼지 PM10,2019.11,38.8
경상북도,미세먼지 PM2.5,2019.11,18.785714285714285
경상북도,아황산가스,2019.11,0.0034000000000000002
경상북도,오존,2019.11,0.023000000000000003
경상북도,이산화질소,2019.11,0.014785714285714286
경상북도,일산화탄소,2019.11,0.4428571428571429
광주광역시,미세먼지 PM10,2019.11,43.0
광주광역시,미세먼지 PM2.5,2019.11,20.0
광주광역시,아황산가스,2019.11,0.003
광주광역시,오존,2019.11,0.021
광주광역시,이산화질소,2019.11,0.023
광주광역시,일산화탄소,2019.11,0.5
대구광역시,미세먼지 PM10,2019.11,41.0
대구광역시,미세먼지 PM2.5,2019.11,21.0
대구광역시,아황산가스,2019.11,0.003
대구광역시,오존,2019.11,0.017
대구광역시,이산화질소,2019.11,0.026
대구광역시,일산화탄소,2019.11,0.5
대전광역시,미세먼지 PM10,2019.11,43.0
대전광역시,미세먼지 PM2.5,2019.11,21.0
대전광역시,아황산가스,2019.11,0.003
대전광역시,오존,2019.11,0.016
대전광역시,이산화질소,2019.11,0.025
대전광역시,일산화탄소,2019.11,0.5
부산광역시,미세먼지 PM10,2019.11,35.0
부산광역시,미세먼지 PM2.5,2019.11,17.0
부산광역시,아황산가스,2019.11,0.004
부산광역시,오존,2019.11,0.023
부산광역시,이산화질소,2019.11,0.023
부산광역시,일산화탄소,2019.11,0.4
서울특별시,미세먼지 PM10,2019.11,40.0
서울특별시,미세먼지 PM2.5,2019.11,20.0
서울특별시,아황산가스,2019.11,0.004
서울특별시,오존,2019.11,0.013
서울특별시,이산화질소,2019.11,0.034
서울특별시,일산화탄소,2019.11,0.6
세종특별자치시,미세먼지 PM10,2019.11,45.0
세종특별자치시,미세먼지 PM2.5,2019.11,26.0
세종특별자치시,아황산가스,2019.11,0.003
세종특별자치시,오존,2019.11,0.016
세종특별자치시,이산화질소,2019.11,0.026
세종특별자치시,일산화탄소,2019.11,0.5
울산광역시,미세먼지 PM10,2019.11,34.0
울산광역시,미세먼지 PM2.5,2019.11,15.0
울산광역시,아황산가스,2019.11,0.004
울산광역시,오존,2019.11,0.023
울산광역시,이산화질소,2019.11,0.022
울산광역시,일산화탄소,2019.11,0.5
인천광역시,미세먼지 PM10,2019.11,41.0
인천광역시,미세먼지 PM2.5,2019.11,19.0
인천광역시,아황산가스,2019.11,0.005
인천광역시,오존,2019.11,0.017
인천광역시,이산화질소,2019.11,0.031
인천광역시,일산화탄소,2019.11,0.6
전라남도,미세먼지 PM10,2019.11,35.91304347826087
전라남도,미세먼지 PM2.5,2019.11,17.26086956521739
전라남도,아황산가스,2019.11,0.003391304347826087
전라남도,오존,2019.11,0.025608695652173913
전라남도,이산화질소,2019.11,0.011409090909090909
전라남도,일산화탄소,2019.11,0.4454545454545455
전라북도,미세먼지 PM10,2019.11,40.8
전라북도,미세먼지 PM2.5,2019.11,22.4
전라북도,아황산가스,2019.11,0.002928571428571429
전라북도,오존,2019.11,0.023466666666666667
전라북도,이산화질소,2019.11,0.0144
전라북도,일산화탄소,2019.11,0.44
제주특별자치도,미세먼지 PM10,2019.11,40.666666666666664
제주특별자치도,미세먼지 PM2.5,2019.11,15.333333333333334
제주특별자치도,아황산가스,2019.11,0.002
제주특별자치도,오존,2019.11,0.04066666666666666
제주특별자치도,이산화질소,2019.11,0.009666666666666665
제주특별자치도,일산화탄소,2019.11,0.3
충청남도,미세먼지 PM10,2019.11,44.5625
충청남도,미세먼지 PM2.5,2019.11,23.875
충청남도,아황산가스,2019.11,0.0033125
충청남도,오존,2019.11,0.020375
충청남도,이산화질소,2019.11,0.0166875
충청남도,일산화탄소,2019.11,0.4875
충청북도,미세먼지 PM10,2019.11,47.416666666666664
충청북도,미세먼지 PM2.5,2019.11,28.416666666666668
충청북도,아황산가스,2019.11,0.0030833333333333333
충청북도,오존,2019.11,0.016333333333333335
충청북도,이산화질소,2019.11,0.0205
충청북도,일산화탄소,2019.11,0.525
강원도,미세먼지 PM10,2019.12,35.89473684210526
강원도,미세먼지 PM2.5,2019.12,24.333333333333332
강원도,아황산가스,2019.12,0.0030526315789473684
강원도,오존,2019.12,0.020052631578947367
강원도,이산화질소,2019.12,0.01563157894736842
강원도,일산화탄소,2019.12,0.5578947368421052
경기도,미세먼지 PM10,2019.12,46.32258064516129
경기도,미세먼지 PM2.5,2019.12,30.838709677419356
경기도,아황산가스,2019.12,0.00365625
경기도,오존,2019.12,0.01203125
경기도,이산화질소,2019.12,0.02971875
경기도,일산화탄소,2019.12,0.609375
경상남도,미세먼지 PM10,2019.12,31.789473684210527
경상남도,미세먼지 PM2.5,2019.12,19.473684210526315
경상남도,아황산가스,2019.12,0.0032105263157894736
경상남도,오존,2019.12,0.020473684210526318
경상남도,이산화질소,2019.12,0.019789473684210527
경상남도,일산화탄소,2019.12,0.47368421052631576
경상북도,미세먼지 PM10,2019.12,36.69230769230769
경상북도,미세먼지 PM2.5,2019.12,24.363636363636363
경상북도,아황산가스,2019.12,0.0045
경상북도,오존,2019.12,0.021357142857142856
경상북도,이산화질소,2019.12,0.0155
경상북도,일산화탄소,2019.12,0.5571428571428572
광주광역시,미세먼지 PM10,2019.12,33.0
광주광역시,미세먼지 PM2.5,2019.12,22.0
광주광역시,아황산가스,2019.12,0.003
광주광역시,오존,2019.12,0.019
광주광역시,이산화질소,2019.12,0.025
광주광역시,일산화탄소,2019.12,0.6
대구광역시,미세먼지 PM10,2019.12,42.0
대구광역시,미세먼지 PM2.5,2019.12,29.0
대구광역시,아황산가스,2019.12,0.004
대구광역시,오존,2019.12,0.014
대구광역시,이산화질소,2019.12,0.03
대구광역시,일산화탄소,2019.12,0.7
대전광역시,미세먼지 PM10,2019.12,40.0
대전광역시,미세먼지 PM2.5,2019.12,25.0
대전광역시,아황산가스,2019.12,0.003
대전광역시,오존,2019.12,0.013
대전광역시,이산화질소,2019.12,0.028
대전광역시,일산화탄소,2019.12,0.6
부산광역시,미세먼지 PM10,2019.12,35.0
부산광역시,미세먼지 PM2.5,2019.12,23.0
부산광역시,아황산가스,2019.12,0.004
부산광역시,오존,2019.12,0.018
부산광역시,이산화질소,2019.12,0.026
