지역,종류,날짜,수치
부산광역시,일산화탄소,2019.12,0.5
서울특별시,미세먼지 PM10,2019.12,42.0
서울특별시,미세먼지 PM2.5,2019.12,28.0
서울특별시,아황산가스,2019.12,0.004
서울특별시,오존,2019.12,0.011
서울특별시,이산화질소,2019.12,0.035
서울특별시,일산화탄소,2019.12,0.7
세종특별자치시,미세먼지 PM10,2019.12,46.0
세종특별자치시,미세먼지 PM2.5,2019.12,32.0
세종특별자치시,아황산가스,2019.12,0.003
세종특별자치시,오존,2019.12,0.013
세종특별자치시,이산화질소,2019.12,0.029
세종특별자치시,일산화탄소,2019.12,0.6
울산광역시,미세먼지 PM10,2019.12,33.0
울산광역시,미세먼지 PM2.5,2019.12,20.0
울산광역시,아황산가스,2019.12,0.004
울산광역시,오존,2019.12,0.02
울산광역시,이산화질소,2019.12,0.025
울산광역시,일산화탄소,2019.12,0.5
인천광역시,미세먼지 PM10,2019.12,40.0
인천광역시,미세먼지 PM2.5,2019.12,25.0
인천광역시,아황산가스,2019.12,0.005
인천광역시,오존,2019.12,0.015
인천광역시,이산화질소,2019.12,0.031
인천광역시,일산화탄소,2019.12,0.7
전라남도,미세먼지 PM10,2019.12,29.52173913043478
전라남도,미세먼지 PM2.5,2019.12,18.565217391304348
전라남도,아황산가스,2019.12,0.0034347826086956524
전라남도,오존,2019.12,0.02273913043478261
전라남도,이산화질소,2019.12,0.013
전라남도,일산화탄소,2019.12,0.4826086956521739
전라북도,미세먼지 PM10,2019.12,34.857142857142854
전라북도,미세먼지 PM2.5,2019.12,24.428571428571427
전라북도,아황산가스,2019.12,0.002857142857142857
전라북도,오존,2019.12,0.021785714285714287
전라북도,이산화질소,2019.12,0.014642857142857143
전라북도,일산화탄소,2019.12,0.46153846153846156
제주특별자치도,미세먼지 PM10,2019.12,29.666666666666668
제주특별자치도,미세먼지 PM2.5,2019.12,16.0
제주특별자치도,아황산가스,2019.12,0.002
제주특별자치도,오존,2019.12,0.035666666666666666
제주특별자치도,이산화질소,2019.12,0.010666666666666666
제주특별자치도,일산화탄소,2019.12,0.3333333333333333
충청남도,미세먼지 PM10,2019.12,41.4375
충청남도,미세먼지 PM2.5,2019.12,28.533333333333335
충청남도,아황산가스,2019.12,0.0035
충청남도,오존,2019.12,0.0186875
충청남도,이산화질소,2019.12,0.017625
충청남도,일산화탄소,2019.12,0.5125
충청북도,미세먼지 PM10,2019.12,45.5
충청북도,미세먼지 PM2.5,2019.12,33.25
충청북도,아황산가스,2019.12,0.0030000000000000005
충청북도,오존,2019.12,0.012916666666666667
충청북도,이산화질소,2019.12,0.022333333333333334
충청북도,일산화탄소,2019.12,0.6454545454545454
강원도,미세먼지 PM10,2020.01,32.89473684210526
강원도,미세먼지 PM2.5,2020.01,22.63157894736842
강원도,아황산가스,2020.01,0.003
강원도,오존,2020.01,0.02231578947368421
강원도,이산화질소,2020.01,0.01368421052631579
강원도,일산화탄소,2020.01,0.5444444444444445
경기도,미세먼지 PM10,2020.01,46.4375
경기도,미세먼지 PM2.5,2020.01,30.96875
경기도,아황산가스,2020.01,0.003625
경기도,오존,2020.01,0.01575
경기도,이산화질소,2020.01,0.02865625
경기도,일산화탄소,2020.01,0.63125
경상남도,미세먼지 PM10,2020.01,28.526315789473685
경상남도,미세먼지 PM2.5,2020.01,19.210526315789473
경상남도,아황산가스,2020.01,0.003157894736842105
경상남도,오존,2020.01,0.02331578947368421
경상남도,이산화질소,2020.01,0.01747368421052632
경상남도,일산화탄소,2020.01,0.48947368421052634
경상북도,미세먼지 PM10,2020.01,32.46666666666667
경상북도,미세먼지 PM2.5,2020.01,21.285714285714285
경상북도,아황산가스,2020.01,0.0042
경상북도,오존,2020.01,0.02492857142857143
경상북도,이산화질소,2020.01,0.014384615384615385
경상북도,일산화탄소,2020.01,0.52
광주광역시,미세먼지 PM10,2020.01,36.0
광주광역시,미세먼지 PM2.5,2020.01,27.0
광주광역시,아황산가스,2020.01,0.003
광주광역시,오존,2020.01,0.022
광주광역시,이산화질소,2020.01,0.021
광주광역시,일산화탄소,2020.01,0.6
대구광역시,미세먼지 PM10,2020.01,37.0
대구광역시,미세먼지 PM2.5,2020.01,26.0
대구광역시,아황산가스,2020.01,0.003
대구광역시,오존,2020.01,0.018
대구광역시,이산화질소,2020.01,0.027
대구광역시,일산화탄소,2020.01,0.7
대전광역시,미세먼지 PM10,2020.01,41.0
대전광역시,미세먼지 PM2.5,2020.01,25.0
대전광역시,아황산가스,2020.01,0.003
대전광역시,오존,2020.01,0.015
대전광역시,이산화질소,2020.01,0.026
대전광역시,일산화탄소,2020.01,0.5
부산광역시,미세먼지 PM10,2020.01,32.0
부산광역시,미세먼지 PM2.5,2020.01,21.0
부산광역시,아황산가스,2020.01,0.004
부산광역시,오존,2020.01,0.023
부산광역시,이산화질소,2020.01,0.021
부산광역시,일산화탄소,2020.01,0.4
서울특별시,미세먼지 PM10,2020.01,42.0
서울특별시,미세먼지 PM2.5,2020.01,29.0
서울특별시,아황산가스,2020.01,0.004
서울특별시,오존,2020.01,0.014
서울특별시,이산화질소,2020.01,0.034
서울특별시,일산화탄소,2020.01,0.7
세종특별자치시,미세먼지 PM10,2020.01,47.0
세종특별자치시,미세먼지 PM2.5,2020.01,31.0
세종특별자치시,아황산가스,2020.01,0.003
세종특별자치시,오존,2020.01,0.016
세종특별자치시,이산화질소,2020.01,0.027
세종특별자치시,일산화탄소,2020.01,0.7
울산광역시,미세먼지 PM10,2020.01,30.0
울산광역시,미세먼지 PM2.5,2020.01,19.0
울산광역시,아황산가스,2020.01,0.004
울산광역시,오존,2020.01,0.025
울산광역시,이산화질소,2020.01,0.021
울산광역시,일산화탄소,2020.01,0.5
인천광역시,미세먼지 PM10,2020.01,42.0
인천광역시,미세먼지 PM2.5,2020.01,27.0
인천광역시,아황산가스,2020.01,0.005
인천광역시,오존,2020.01,0.02
인천광역시,이산화질소,2020.01,0.028
인천광역시,일산화탄소,2020.01,0.7
전라남도,미세먼지 PM10,2020.01,33.95454545454545
전라남도,미세먼지 PM2.5,2020.01,22.681818181818183
전라남도,아황산가스,2020.01,0.003260869565217391
전라남도,오존,2020.01,0.026304347826086955
전라남도,이산화질소,2020.01,0.01191304347826087
전라남도,일산화탄소,2020.01,0.4818181818181818
전라북도,미세먼지 PM10,2020.01,36.583333333333336
전라북도,미세먼지 PM2.5,2020.01,28.25
전라북도,아황산가스,2020.01,0.003
전라북도,오존,2020.01,0.022333333333333334
전라북도,이산화질소,2020.01,0.015000000000000001
전라북도,일산화탄소,2020.01,0.4785714285714286
제주특별자치도,미세먼지 PM10,2020.01,31.666666666666668
제주특별자치도,미세먼지 PM2.5,2020.01,19.0
제주특별자치도,아황산가스,2020.01,0.002
제주특별자치도,오존,2020.01,0.03666666666666667
제주특별자치도,이산화질소,2020.01,0.010666666666666666
제주특별자치도,일산화탄소,2020.01,0.3666666666666667
충청남도,미세먼지 PM10,2020.01,44.4375
충청남도,미세먼지 PM2.5,2020.01,32.0
충청남도,아황산가스,2020.01,0.003625
충청남도,오존,2020.01,0.01975
충청남도,이산화질소,2020.01,0.018375
충청남도,일산화탄소,2020.01,0.53125
충청북도,미세먼지 PM10,2020.01,44.833333333333336
충청북도,미세먼지 PM2.5,2020.01,32.75
충청북도,아황산가스,2020.01,0.0031666666666666666
충청북도,오존,2020.01,0.016416666666666666
충청북도,이산화질소,2020.01,0.020666666666666667
충청북도,일산화탄소,2020.01,0.625
강원도,미세먼지 PM10,2020.02,35.1578947368421
강원도,미세먼지 PM2.5,2020.02,24.57894736842105
강원도,아황산가스,2020.02,0.002789473684210526
강원도,오존,2020.02,0.028421052631578948
강원도,이산화질소,2020.02,0.012157894736842104
강원도,일산화탄소,2020.02,0.49444444444444446
경기도,미세먼지 PM10,2020.02,43.1875
경기도,미세먼지 PM2.5,2020.02,28.34375
경기도,아황산가스,2020.02,0.0032187500000000003
경기도,오존,2020.02,0.02109375
경기도,이산화질소,2020.02,0.025593750000000002
경기도,일산화탄소,2020.02,0.528125
경상남도,미세먼지 PM10,2020.02,31.894736842105264
경상남도,미세먼지 PM2.5,2020.02,20.210526315789473
경상남도,아황산가스,2020.02,0.0031666666666666666
경상남도,오존,2020.02,0.029736842105263162
경상남도,이산화질소,2020.02,0.015421052631578946
경상남도,일산화탄소,2020.02,0.4526315789473684
경상북도,미세먼지 PM10,2020.02,33.44444444444444
경상북도,미세먼지 PM2.5,2020.02,22.4
경상북도,아황산가스,2020.02,0.004
경상북도,오존,2020.02,0.03
경상북도,이산화질소,2020.02,0.012789473684210526
경상북도,일산화탄소,2020.02,0.4842105263157894
광주광역시,미세먼지 PM10,2020.02,32.0
광주광역시,미세먼지 PM2.5,2020.02,21.0
광주광역시,아황산가스,2020.02,0.003
광주광역시,오존,2020.02,0.027
광주광역시,이산화질소,2020.02,0.018
광주광역시,일산화탄소,2020.02,0.5
대구광역시,미세먼지 PM10,2020.02,38.0
대구광역시,미세먼지 PM2.5,2020.02,26.0
대구광역시,아황산가스,2020.02,0.003
대구광역시,오존,2020.02,0.023
대구광역시,이산화질소,2020.02,0.023
대구광역시,일산화탄소,2020.02,0.6
대전광역시,미세먼지 PM10,2020.02,38.0
대전광역시,미세먼지 PM2.5,2020.02,23.0
대전광역시,아황산가스,2020.02,0.003
대전광역시,오존,2020.02,0.019
대전광역시,이산화질소,2020.02,0.023
대전광역시,일산화탄소,2020.02,0.5
부산광역시,미세먼지 PM10,2020.02,34.0
부산광역시,미세먼지 PM2.5,2020.02,22.0
부산광역시,아황산가스,2020.02,0.004
부산광역시,오존,2020.02,0.027
부산광역시,이산화질소,2020.02,0.02
부산광역시,일산화탄소,2020.02,0.4
서울특별시,미세먼지 PM10,2020.02,41.0
서울특별시,미세먼지 PM2.5,2020.02,28.0
서울특별시,아황산가스,2020.02,0.003
서울특별시,오존,2020.02,0.018
서울특별시,이산화질소,2020.02,0.032
서울특별시,일산화탄소,2020.02,0.6
세종특별자치시,미세먼지 PM10,2020.02,43.0
세종특별자치시,미세먼지 PM2.5,2020.02,28.0
세종특별자치시,아황산가스,2020.02,0.003
세종특별자치시,오존,2020.02,0.021
세종특별자치시,이산화질소,2020.02,0.024
세종특별자치시,일산화탄소,2020.02,0.5
울산광역시,미세먼지 PM10,2020.02,31.0
울산광역시,미세먼지 PM2.5,2020.02,19.0
울산광역시,아황산가스,2020.02,0.004
울산광역시,오존,2020.02,0.028
울산광역시,이산화질소,2020.02,0.021
울산광역시,일산화탄소,2020.02,0.6
인천광역시,미세먼지 PM10,2020.02,37.0
인천광역시,미세먼지 PM2.5,2020.02,23.0
인천광역시,아황산가스,2020.02,0.004
인천광역시,오존,2020.02,0.023
인천광역시,이산화질소,2020.02,0.027
인천광역시,일산화탄소,2020.02,0.6
전라남도,미세먼지 PM10,2020.02,32.47826086956522
전라남도,미세먼지 PM2.5,2020.02,19.608695652173914
전라남도,아황산가스,2020.02,0.002956521739130435
전라남도,오존,2020.02,0.03156521739130435
전라남도,이산화질소,2020.02,0.010565217391304348
전라남도,일산화탄소,2020.02,0.42173913043478256
전라북도,미세먼지 PM10,2020.02,34.15384615384615
전라북도,미세먼지 PM2.5,2020.02,24.384615384615383
전라북도,아황산가스,2020.02,0.0027333333333333333
전라북도,오존,2020.02,0.0292
전라북도,이산화질소,2020.02,0.0128
전라북도,일산화탄소,2020.02,0.42
제주특별자치도,미세먼지 PM10,2020.02,34.666666666666664
제주특별자치도,미세먼지 PM2.5,2020.02,20.666666666666668
제주특별자치도,아황산가스,2020.02,0.0013333333333333333
제주특별자치도,오존,2020.02,0.04
제주특별자치도,이산화질소,2020.02,0.009666666666666665
제주특별자치도,일산화탄소,2020.02,0.39999999999999997
충청남도,미세먼지 PM10,2020.02,43.6875
충청남도,미세먼지 PM2.5,2020.02,30.0625
충청남도,아황산가스,2020.02,0.003125
충청남도,오존,2020.02,0.0246875
충청남도,이산화질소,2020.02,0.01575
충청남도,일산화탄소,2020.02,0.46875
충청북도,미세먼지 PM10,2020.02,40.916666666666664
충청북도,미세먼지 PM2.5,2020.02,29.833333333333332
충청북도,아황산가스,2020.02,0.0030833333333333333
충청북도,오존,2020.02,0.023499999999999997
충청북도,이산화질소,2020.02,0.0185
충청북도,일산화탄소,2020.02,0.6083333333333333
강원도,미세먼지 PM10,2020.03,36.78947368421053
강원도,미세먼지 PM2.5,2020.03,20.842105263157894
강원도,아황산가스,2020.03,0.0023684210526315787
강원도,오존,2020.03,0.035631578947368424
강원도,이산화질소,2020.03,0.010526315789473684
강원도,일산화탄소,2020.03,0.42105263157894735
경기도,미세먼지 PM10,2020.03,48.25
경기도,미세먼지 PM2.5,2020.03,25.21875
경기도,아황산가스,2020.03,0.00315625
경기도,오존,2020.03,0.029906250000000002
경기도,이산화질소,2020.03,0.02196875
경기도,일산화탄소,2020.03,0.453125
경상남도,미세먼지 PM10,2020.03,31.166666666666668
경상남도,미세먼지 PM2.5,2020.03,15.777777777777779
경상남도,아황산가스,2020.03,0.0031111111111111114
경상남도,오존,2020.03,0.036833333333333336
경상남도,이산화질소,2020.03,0.01311111111111111
경상남도,일산화탄소,2020.03,0.3888888888888889
경상북도,미세먼지 PM10,2020.03,34.22727272727273
경상북도,미세먼지 PM2.5,2020.03,18.4
경상북도,아황산가스,2020.03,0.0035217391304347826
경상북도,오존,2020.03,0.03647826086956522
경상북도,이산화질소,2020.03,0.010826086956521739
경상북도,일산화탄소,2020.03,0.3909090909090909
광주광역시,미세먼지 PM10,2020.03,35.0
광주광역시,미세먼지 PM2.5,2020.03,18.0
광주광역시,아황산가스,2020.03,0.003
광주광역시,오존,2020.03,0.033
광주광역시,이산화질소,2020.03,0.015
광주광역시,일산화탄소,2020.03,0.4
대구광역시,미세먼지 PM10,2020.03,38.0
대구광역시,미세먼지 PM2.5,2020.03,20.0
대구광역시,아황산가스,2020.03,0.003
대구광역시,오존,2020.03,0.03
대구광역시,이산화질소,2020.03,0.017
대구광역시,일산화탄소,2020.03,0.4
대전광역시,미세먼지 PM10,2020.03,40.0
대전광역시,미세먼지 PM2.5,2020.03,20.0
대전광역시,아황산가스,2020.03,0.002
대전광역시,오존,2020.03,0.029
대전광역시,이산화질소,2020.03,0.018
대전광역시,일산화탄소,2020.03,0.4
부산광역시,미세먼지 PM10,2020.03,33.0
부산광역시,미세먼지 PM2.5,2020.03,16.0
부산광역시,아황산가스,2020.03,0.003
부산광역시,오존,2020.03,0.034
부산광역시,이산화질소,2020.03,0.016
부산광역시,일산화탄소,2020.03,0.4
서울특별시,미세먼지 PM10,2020.03,45.0
서울특별시,미세먼지 PM2.5,2020.03,25.0
서울특별시,아황산가스,2020.03,0.003
서울특별시,오존,2020.03,0.027
서울특별시,이산화질소,2020.03,0.027
서울특별시,일산화탄소,2020.03,0.5
세종특별자치시,미세먼지 PM10,2020.03,47.0
세종특별자치시,미세먼지 PM2.5,2020.03,23.0
세종특별자치시,아황산가스,2020.03,0.003
세종특별자치시,오존,2020.03,0.032
세종특별자치시,이산화질소,2020.03,0.019
세종특별자치시,일산화탄소,2020.03,0.4
울산광역시,미세먼지 PM10,2020.03,34.0
울산광역시,미세먼지 PM2.5,2020.03,17.0
울산광역시,아황산가스,2020.03,0.004
울산광역시,오존,2020.03,0.035
울산광역시,이산화질소,2020.03,0.018
울산광역시,일산화탄소,2020.03,0.5
인천광역시,미세먼지 PM10,2020.03,41.0
인천광역시,미세먼지 PM2.5,2020.03,21.0
인천광역시,아황산가스,2020.03,0.004
인천광역시,오존,2020.03,0.032
인천광역시,이산화질소,2020.03,0.023
인천광역시,일산화탄소,2020.03,0.5
전라남도,미세먼지 PM10,2020.03,32.91304347826087
전라남도,미세먼지 PM2.5,2020.03,15.956521739130435
전라남도,아황산가스,2020.03,0.0028695652173913043
전라남도,오존,2020.03,0.035739130434782614
전라남도,이산화질소,2020.03,0.009130434782608695
전라남도,일산화탄소,2020.03,0.40869565217391307
전라북도,미세먼지 PM10,2020.03,38.69230769230769
전라북도,미세먼지 PM2.5,2020.03,21.5
전라북도,아황산가스,2020.03,0.0029333333333333334
전라북도,오존,2020.03,0.03526666666666667
전라북도,이산화질소,2020.03,0.010933333333333333
전라북도,일산화탄소,2020.03,0.39333333333333337
제주특별자치도,미세먼지 PM10,2020.03,35.666666666666664
제주특별자치도,미세먼지 PM2.5,2020.03,15.333333333333334
제주특별자치도,아황산가스,2020.03,0.001
제주특별자치도,오존,2020.03,0.043666666666666666
제주특별자치도,이산화질소,2020.03,0.008666666666666668
제주특별자치도,일산화탄소,2020.03,0.3333333333333333
충청남도,미세먼지 PM10,2020.03,47.13333333333333
충청남도,미세먼지 PM2.5,2020.03,25.533333333333335
충청남도,아황산가스,2020.03,0.0034000000000000002
충청남도,오존,2020.03,0.034133333333333335
충청남도,이산화질소,2020.03,0.012666666666666666
충청남도,일산화탄소,2020.03,0.4266666666666667
충청북도,미세먼지 PM10,2020.03,42.083333333333336
충청북도,미세먼지 PM2.5,2020.03,26.083333333333332
충청북도,아황산가스,2020.03,0.003090909090909091
충청북도,오존,2020.03,0.03258333333333333
충청북도,이산화질소,2020.03,0.015083333333333332
충청북도,일산화탄소,2020.03,0.4583333333333333
강원도,미세먼지 PM10,2020.04,39.0
강원도,미세먼지 PM2.5,2020.04,18.789473684210527
강원도,아황산가스,2020.04,0.0025263157894736842
강원도,오존,2020.04,0.04368421052631579
강원도,이산화질소,2020.04,0.008666666666666666
강원도,일산화탄소,2020.04,0.3647058823529412
경기도,미세먼지 PM10,2020.04,46.875
경기도,미세먼지 PM2.5,2020.04,19.875
경기도,아황산가스,2020.04,0.003
경기도,오존,2020.04,0.039625
경기도,이산화질소,2020.04,0.016625
경기도,일산화탄소,2020.04,0.39687500000000003
경상남도,미세먼지 PM10,2020.04,32.72222222222222
경상남도,미세먼지 PM2.5,2020.04,15.055555555555555
경상남도,아황산가스,2020.04,0.0031111111111111114
경상남도,오존,2020.04,0.04788888888888889
경상남도,이산화질소,2020.04,0.011333333333333332
경상남도,일산화탄소,2020.04,0.37222222222222223
경상북도,미세먼지 PM10,2020.04,36.25
경상북도,미세먼지 PM2.5,2020.04,16.833333333333332
경상북도,아황산가스,2020.04,0.003541666666666667
경상북도,오존,2020.04,0.04591666666666667
경상북도,이산화질소,2020.04,0.008958333333333334
경상북도,일산화탄소,2020.04,0.37083333333333335
광주광역시,미세먼지 PM10,2020.04,38.0
광주광역시,미세먼지 PM2.5,2020.04,17.0
광주광역시,아황산가스,2020.04,0.003
광주광역시,오존,2020.04,0.043
광주광역시,이산화질소,2020.04,0.013
광주광역시,일산화탄소,2020.04,0.4
대구광역시,미세먼지 PM10,2020.04,39.0
대구광역시,미세먼지 PM2.5,2020.04,18.0
대구광역시,아황산가스,2020.04,0.002
대구광역시,오존,2020.04,0.04
대구광역시,이산화질소,2020.04,0.013
대구광역시,일산화탄소,2020.04,0.4
대전광역시,미세먼지 PM10,2020.04,41.0
대전광역시,미세먼지 PM2.5,2020.04,17.0
대전광역시,아황산가스,2020.04,0.002
대전광역시,오존,2020.04,0.038
대전광역시,이산화질소,2020.04,0.014
대전광역시,일산화탄소,2020.04,0.3
부산광역시,미세먼지 PM10,2020.04,36.0
부산광역시,미세먼지 PM2.5,2020.04,17.0
부산광역시,아황산가스,2020.04,0.003
부산광역시,오존,2020.04,0.044
부산광역시,이산화질소,2020.04,0.014
부산광역시,일산화탄소,2020.04,0.4
서울특별시,미세먼지 PM10,2020.04,44.0
서울특별시,미세먼지 PM2.5,2020.04,21.0
서울특별시,아황산가스,2020.04,0.003
서울특별시,오존,2020.04,0.036
서울특별시,이산화질소,2020.04,0.021
서울특별시,일산화탄소,2020.04,0.4
세종특별자치시,미세먼지 PM10,2020.04,44.0
세종특별자치시,미세먼지 PM2.5,2020.04,18.0
세종특별자치시,아황산가스,2020.04,0.003
세종특별자치시,오존,2020.04,0.042
세종특별자치시,이산화질소,2020.04,0.014
세종특별자치시,일산화탄소,2020.04,0.4
울산광역시,미세먼지 PM10,2020.04,36.0
울산광역시,미세먼지 PM2.5,2020.04,17.0
울산광역시,아황산가스,2020.04,0.004
울산광역시,오존,2020.04,0.043
울산광역시,이산화질소,2020.04,0.016
울산광역시,일산화탄소,2020.04,0.4
인천광역시,미세먼지 PM10,2020.04,39.0
인천광역시,미세먼지 PM2.5,2020.04,16.0
인천광역시,아황산가스,2020.04,0.004
인천광역시,오존,2020.04,0.041
인천광역시,이산화질소,2020.04,0.017
인천광역시,일산화탄소,2020.04,0.5
전라남도,미세먼지 PM10,2020.04,35.30434782608695
전라남도,미세먼지 PM2.5,2020.04,16.130434782608695
전라남도,아황산가스,2020.04,0.0027391304347826086
전라남도,오존,2020.04,0.044
전라남도,이산화질소,2020.04,0.007956521739130435
전라남도,일산화탄소,2020.04,0.3869565217391305
전라북도,미세먼지 PM10,2020.04,39.4
전라북도,미세먼지 PM2.5,2020.04,18.933333333333334
전라북도,아황산가스,2020.04,0.0027333333333333333
전라북도,오존,2020.04,0.0436
전라북도,이산화질소,2020.04,0.009857142857142858
전라북도,일산화탄소,2020.04,0.33999999999999997
제주특별자치도,미세먼지 PM10,2020.04,41.666666666666664
제주특별자치도,미세먼지 PM2.5,2020.04,18.0
제주특별자치도,아황산가스,2020.04,0.0013333333333333333
제주특별자치도,오존,2020.04,0.05266666666666667
제주특별자치도,이산화질소,2020.04,0.008666666666666666
제주특별자치도,일산화탄소,2020.04,0.3333333333333333
충청남도,미세먼지 PM10,2020.04,44.13333333333333
충청남도,미세먼지 PM2.5,2020.04,20.066666666666666
충청남도,아황산가스,2020.04,0.003266666666666667
충청남도,오존,2020.04,0.040466666666666665
충청남도,이산화질소,2020.04,0.009866666666666666
충청남도,일산화탄소,2020.04,0.38
충청북도,미세먼지 PM10,2020.04,42.63636363636363
충청북도,미세먼지 PM2.5,2020.04,22.166666666666668
충청북도,아황산가스,2020.04,0.003181818181818182
충청북도,오존,2020.04,0.042833333333333334
충청북도,이산화질소,2020.04,0.011899999999999999
충청북도,일산화탄소,2020.04,0.39166666666666666
강원도,미세먼지 PM10,2020.05,29.22222222222222
강원도,미세먼지 PM2.5,2020.05,14.5
강원도,아황산가스,2020.05,0.0023333333333333335
강원도,오존,2020.05,0.03944444444444444
강원도,이산화질소,2020.05,0.007
강원도,일산화탄소,2020.05,0.34444444444444444
경기도,미세먼지 PM10,2020.05,36.8125
경기도,미세먼지 PM2.5,2020.05,18.40625
경기도,아황산가스,2020.05,0.00284375
경기도,오존,2020.05,0.038843749999999996
경기도,이산화질소,2020.05,0.0149375
경기도,일산화탄소,2020.05,0.4
경상남도,미세먼지 PM10,2020.05,31.555555555555557
경상남도,미세먼지 PM2.5,2020.05,15.944444444444445
경상남도,아황산가스,2020.05,0.0030526315789473684
경상남도,오존,2020.05,0.04647368421052631
경상남도,이산화질소,2020.05,0.009789473684210527
경상남도,일산화탄소,2020.05,0.3631578947368421
경상북도,미세먼지 PM10,2020.05,31.541666666666668
경상북도,미세먼지 PM2.5,2020.05,15.166666666666666
경상북도,아황산가스,2020.05,0.0032083333333333334
경상북도,오존,2020.05,0.044041666666666666
경상북도,이산화질소,2020.05,0.007333333333333333
경상북도,일산화탄소,2020.05,0.35833333333333334
광주광역시,미세먼지 PM10,2020.05,31.0
광주광역시,미세먼지 PM2.5,2020.05,18.0
광주광역시,아황산가스,2020.05,0.002
광주광역시,오존,2020.05,0.041
광주광역시,이산화질소,2020.05,0.01
광주광역시,일산화탄소,2020.05,0.4
대구광역시,미세먼지 PM10,2020.05,38.0
대구광역시,미세먼지 PM2.5,2020.05,20.0
대구광역시,아황산가스,2020.05,0.002
대구광역시,오존,2020.05,0.04
대구광역시,이산화질소,2020.05,0.011
대구광역시,일산화탄소,2020.05,0.4
대전광역시,미세먼지 PM10,2020.05,32.0
대전광역시,미세먼지 PM2.5,2020.05,16.0
대전광역시,아황산가스,2020.05,0.002
대전광역시,오존,2020.05,0.037
대전광역시,이산화질소,2020.05,0.011
대전광역시,일산화탄소,2020.05,0.3
부산광역시,미세먼지 PM10,2020.05,32.0
부산광역시,미세먼지 PM2.5,2020.05,17.0
부산광역시,아황산가스,2020.05,0.004
부산광역시,오존,2020.05,0.041
부산광역시,이산화질소,2020.05,0.014
부산광역시,일산화탄소,2020.05,0.4
서울특별시,미세먼지 PM10,2020.05,35.0
서울특별시,미세먼지 PM2.5,2020.05,19.0
서울특별시,아황산가스,2020.05,0.003
서울특별시,오존,2020.05,0.034
서울특별시,이산화질소,2020.05,0.02
서울특별시,일산화탄소,2020.05,0.4
세종특별자치시,미세먼지 PM10,2020.05,34.0
세종특별자치시,미세먼지 PM2.5,2020.05,14.0
세종특별자치시,아황산가스,2020.05,0.003
세종특별자치시,오존,2020.05,0.044
세종특별자치시,이산화질소,2020.05,0.012
세종특별자치시,일산화탄소,2020.05,0.5
울산광역시,미세먼지 PM10,2020.05,36.0
울산광역시,미세먼지 PM2.5,2020.05,19.0
울산광역시,아황산가스,2020.05,0.005
울산광역시,오존,2020.05,0.041
울산광역시,이산화질소,2020.05,0.015
울산광역시,일산화탄소,2020.05,0.4
인천광역시,미세먼지 PM10,2020.05,31.0
인천광역시,미세먼지 PM2.5,2020.05,15.0
인천광역시,아황산가스,2020.05,0.004
인천광역시,오존,2020.05,0.039
인천광역시,이산화질소,2020.05,0.017
인천광역시,일산화탄소,2020.05,0.5
전라남도,미세먼지 PM10,2020.05,29.217391304347824
전라남도,미세먼지 PM2.5,2020.05,15.590909090909092
전라남도,아황산가스,2020.05,0.002956521739130435
전라남도,오존,2020.05,0.04160869565217391
전라남도,이산화질소,2020.05,0.0066521739130434784
전라남도,일산화탄소,2020.05,0.4043478260869566
전라북도,미세먼지 PM10,2020.05,33.57142857142857
전라북도,미세먼지 PM2.5,2020.05,19.571428571428573
전라북도,아황산가스,2020.05,0.0026
전라북도,오존,2020.05,0.04426666666666667
전라북도,이산화질소,2020.05,0.008214285714285714
전라북도,일산화탄소,2020.05,0.33999999999999997
제주특별자치도,미세먼지 PM10,2020.05,36.333333333333336
제주특별자치도,미세먼지 PM2.5,2020.05,19.333333333333332
제주특별자치도,아황산가스,2020.05,0.0013333333333333333
제주특별자치도,오존,2020.05,0.04533333333333334
제주특별자치도,이산화질소,2020.05,0.008
제주특별자치도,일산화탄소,2020.05,0.3333333333333333
충청남도,미세먼지 PM10,2020.05,34.93333333333333
충청남도,미세먼지 PM2.5,2020.05,18.857142857142858
충청남도,아황산가스,2020.05,0.0031333333333333335
충청남도,오존,2020.05,0.040799999999999996
충청남도,이산화질소,2020.05,0.0084
충청남도,일산화탄소,2020.05,0.4
충청북도,미세먼지 PM10,2020.05,33.0
충청북도,미세먼지 PM2.5,2020.05,18.363636363636363
충청북도,아황산가스,2020.05,0.0030833333333333333
충청북도,오존,2020.05,0.03966666666666666
충청북도,이산화질소,2020.05,0.009
충청북도,일산화탄소,2020.05,0.4083333333333334
강원도,미세먼지 PM10,2020.06,35.333333333333336
강원도,미세먼지 PM2.5,2020.06,18.0
강원도,아황산가스,2020.06,0.002388888888888889
강원도,오존,2020.06,0.04516666666666666
강원도,이산화질소,2020.06,0.006888888888888889
강원도,일산화탄소,2020.06,0.3666666666666667
경기도,미세먼지 PM10,2020.06,39.96875
경기도,미세먼지 PM2.5,2020.06,20.78125
경기도,아황산가스,2020.06,0.00296875
경기도,오존,2020.06,0.04728125
경기도,이산화질소,2020.06,0.014437499999999999
경기도,일산화탄소,2020.06,0.41875
경상남도,미세먼지 PM10,2020.06,29.27777777777778
경상남도,미세먼지 PM2.5,2020.06,15.68421052631579
경상남도,아황산가스,2020.06,0.0029473684210526317
경상남도,오존,2020.06,0.047210526315789474
경상남도,이산화질소,2020.06,0.010105263157894737
경상남도,일산화탄소,2020.06,0.3526315789473684
