범죄명,연도,기간,재범종류,범죄종류,재범발생횟수
살인기수,2011,1개월이내,동종,강력범죄,1
살인기수,2011,3개월이내,동종,강력범죄,2
살인기수,2011,6개월이내,동종,강력범죄,1
살인기수,2011,1년이내,동종,강력범죄,4
살인기수,2011,2년이내,동종,강력범죄,1
살인기수,2011,3년이내,동종,강력범죄,2
살인기수,2011,3년초과,동종,강력범죄,4
살인기수,2011,1개월이내,이종,강력범죄,2
살인기수,2011,3개월이내,이종,강력범죄,6
살인기수,2011,6개월이내,이종,강력범죄,9
살인기수,2011,1년이내,이종,강력범죄,41
살인기수,2011,2년이내,이종,강력범죄,34
살인기수,2011,3년이내,이종,강력범죄,25
살인기수,2011,3년초과,이종,강력범죄,107
살인미수등,2011,1개월이내,동종,강력범죄,3
살인미수등,2011,3개월이내,동종,강력범죄,10
살인미수등,2011,6개월이내,동종,강력범죄,4
살인미수등,2011,1년이내,동종,강력범죄,12
살인미수등,2011,2년이내,동종,강력범죄,7
살인미수등,2011,3년이내,동종,강력범죄,11
살인미수등,2011,3년초과,동종,강력범죄,23
살인미수등,2011,1개월이내,이종,강력범죄,14
살인미수등,2011,3개월이내,이종,강력범죄,27
살인미수등,2011,6개월이내,이종,강력범죄,23
살인미수등,2011,1년이내,이종,강력범죄,97
살인미수등,2011,2년이내,이종,강력범죄,50
살인미수등,2011,3년이내,이종,강력범죄,61
살인미수등,2011,3년초과,이종,강력범죄,221
강도,2011,1개월이내,동종,강력범죄,104
강도,2011,3개월이내,동종,강력범죄,100
강도,2011,6개월이내,동종,강력범죄,58
강도,2011,1년이내,동종,강력범죄,221
강도,2011,2년이내,동종,강력범죄,109
강도,2011,3년이내,동종,강력범죄,121
강도,2011,3년초과,동종,강력범죄,200
강도,2011,1개월이내,이종,강력범죄,129
강도,2011,3개월이내,이종,강력범죄,154
강도,2011,6개월이내,이종,강력범죄,157
강도,2011,1년이내,이종,강력범죄,583
강도,2011,2년이내,이종,강력범죄,333
강도,2011,3년이내,이종,강력범죄,312
강도,2011,3년초과,이종,강력범죄,649
강간·강제추행,2011,1개월이내,동종,강력범죄,91
강간·강제추행,2011,3개월이내,동종,강력범죄,94
강간·강제추행,2011,6개월이내,동종,강력범죄,87
강간·강제추행,2011,1년이내,동종,강력범죄,348
강간·강제추행,2011,2년이내,동종,강력범죄,176
강간·강제추행,2011,3년이내,동종,강력범죄,220
강간·강제추행,2011,3년초과,동종,강력범죄,460
강간·강제추행,2011,1개월이내,이종,강력범죄,242
강간·강제추행,2011,3개월이내,이종,강력범죄,338
강간·강제추행,2011,6개월이내,이종,강력범죄,347
강간·강제추행,2011,1년이내,이종,강력범죄,1140
강간·강제추행,2011,2년이내,이종,강력범죄,847
강간·강제추행,2011,3년이내,이종,강력범죄,844
강간·강제추행,2011,3년초과,이종,강력범죄,3090
강간,2011,1개월이내,동종,강력범죄,0
강간,2011,3개월이내,동종,강력범죄,0
강간,2011,6개월이내,동종,강력범죄,0
강간,2011,1년이내,동종,강력범죄,0
강간,2011,2년이내,동종,강력범죄,0
강간,2011,3년이내,동종,강력범죄,0
강간,2011,3년초과,동종,강력범죄,0
강간,2011,1개월이내,이종,강력범죄,0
강간,2011,3개월이내,이종,강력범죄,0
강간,2011,6개월이내,이종,강력범죄,0
강간,2011,1년이내,이종,강력범죄,0
강간,2011,2년이내,이종,강력범죄,0
강간,2011,3년이내,이종,강력범죄,0
강간,2011,3년초과,이종,강력범죄,0
유사강간,2011,1개월이내,동종,강력범죄,0
유사강간,2011,3개월이내,동종,강력범죄,0
유사강간,2011,6개월이내,동종,강력범죄,0
유사강간,2011,1년이내,동종,강력범죄,0
유사강간,2011,2년이내,동종,강력범죄,0
유사강간,2011,3년이내,동종,강력범죄,0
유사강간,2011,3년초과,동종,강력범죄,0
유사강간,2011,1개월이내,이종,강력범죄,0
유사강간,2011,3개월이내,이종,강력범죄,0
유사강간,2011,6개월이내,이종,강력범죄,0
유사강간,2011,1년이내,이종,강력범죄,0
유사강간,2011,2년이내,이종,강력범죄,0
유사강간,2011,3년이내,이종,강력범죄,0
유사강간,2011,3년초과,이종,강력범죄,0
강제추행,2011,1개월이내,동종,강력범죄,0
강제추행,2011,3개월이내,동종,강력범죄,0
강제추행,2011,6개월이내,동종,강력범죄,0
강제추행,2011,1년이내,동종,강력범죄,0
강제추행,2011,2년이내,동종,강력범죄,0
강제추행,2011,3년이내,동종,강력범죄,0
강제추행,2011,3년초과,동종,강력범죄,0
강제추행,2011,1개월이내,이종,강력범죄,0
강제추행,2011,3개월이내,이종,강력범죄,0
강제추행,2011,6개월이내,이종,강력범죄,0
강제추행,2011,1년이내,이종,강력범죄,0
강제추행,2011,2년이내,이종,강력범죄,0
강제추행,2011,3년이내,이종,강력범죄,0
강제추행,2011,3년초과,이종,강력범죄,0
기타 강간·강제추행등,2011,1개월이내,동종,강력범죄,0
기타 강간·강제추행등,2011,3개월이내,동종,강력범죄,0
기타 강간·강제추행등,2011,6개월이내,동종,강력범죄,0
기타 강간·강제추행등,2011,1년이내,동종,강력범죄,0
기타 강간·강제추행등,2011,2년이내,동종,강력범죄,0
기타 강간·강제추행등,2011,3년이내,동종,강력범죄,0
기타 강간·강제추행등,2011,3년초과,동종,강력범죄,0
기타 강간·강제추행등,2011,1개월이내,이종,강력범죄,0
기타 강간·강제추행등,2011,3개월이내,이종,강력범죄,0
기타 강간·강제추행등,2011,6개월이내,이종,강력범죄,0
기타 강간·강제추행등,2011,1년이내,이종,강력범죄,0
기타 강간·강제추행등,2011,2년이내,이종,강력범죄,0
기타 강간·강제추행등,2011,3년이내,이종,강력범죄,0
기타 강간·강제추행등,2011,3년초과,이종,강력범죄,0
방화,2011,1개월이내,동종,강력범죄,10
방화,2011,3개월이내,동종,강력범죄,9
방화,2011,6개월이내,동종,강력범죄,5
방화,2011,1년이내,동종,강력범죄,25
방화,2011,2년이내,동종,강력범죄,10
방화,2011,3년이내,동종,강력범죄,7
방화,2011,3년초과,동종,강력범죄,26
방화,2011,1개월이내,이종,강력범죄,21
방화,2011,3개월이내,이종,강력범죄,44
방화,2011,6개월이내,이종,강력범죄,43
방화,2011,1년이내,이종,강력범죄,141
방화,2011,2년이내,이종,강력범죄,102
방화,2011,3년이내,이종,강력범죄,112
방화,2011,3년초과,이종,강력범죄,422
상해,2011,1개월이내,동종,폭력범죄,736
상해,2011,3개월이내,동종,폭력범죄,1413
상해,2011,6개월이내,동종,폭력범죄,1397
상해,2011,1년이내,동종,폭력범죄,4551
상해,2011,2년이내,동종,폭력범죄,3279
상해,2011,3년이내,동종,폭력범죄,3275
상해,2011,3년초과,동종,폭력범죄,8411
상해,2011,1개월이내,이종,폭력범죄,657
상해,2011,3개월이내,이종,폭력범죄,1274
상해,2011,6개월이내,이종,폭력범죄,1404
상해,2011,1년이내,이종,폭력범죄,5116
상해,2011,2년이내,이종,폭력범죄,4519
상해,2011,3년이내,이종,폭력범죄,4792
상해,2011,3년초과,이종,폭력범죄,18895
폭행,2011,1개월이내,동종,폭력범죄,903
폭행,2011,3개월이내,동종,폭력범죄,1539
폭행,2011,6개월이내,동종,폭력범죄,1468
폭행,2011,1년이내,동종,폭력범죄,4505
폭행,2011,2년이내,동종,폭력범죄,3090
폭행,2011,3년이내,동종,폭력범죄,3076
폭행,2011,3년초과,동종,폭력범죄,7849
폭행,2011,1개월이내,이종,폭력범죄,694
폭행,2011,3개월이내,이종,폭력범죄,1323
폭행,2011,6개월이내,이종,폭력범죄,1425
폭행,2011,1년이내,이종,폭력범죄,5183
폭행,2011,2년이내,이종,폭력범죄,4678
폭행,2011,3년이내,이종,폭력범죄,4862
폭행,2011,3년초과,이종,폭력범죄,17956
체포·감금,2011,1개월이내,동종,폭력범죄,5
체포·감금,2011,3개월이내,동종,폭력범죄,6
체포·감금,2011,6개월이내,동종,폭력범죄,6
체포·감금,2011,1년이내,동종,폭력범죄,8
체포·감금,2011,2년이내,동종,폭력범죄,11
체포·감금,2011,3년이내,동종,폭력범죄,8
체포·감금,2011,3년초과,동종,폭력범죄,15
체포·감금,2011,1개월이내,이종,폭력범죄,13
체포·감금,2011,3개월이내,이종,폭력범죄,16
체포·감금,2011,6개월이내,이종,폭력범죄,22
체포·감금,2011,1년이내,이종,폭력범죄,56
체포·감금,2011,2년이내,이종,폭력범죄,41
체포·감금,2011,3년이내,이종,폭력범죄,52
체포·감금,2011,3년초과,이종,폭력범죄,160
협박,2011,1개월이내,동종,폭력범죄,18
협박,2011,3개월이내,동종,폭력범죄,27
협박,2011,6개월이내,동종,폭력범죄,9
협박,2011,1년이내,동종,폭력범죄,62
협박,2011,2년이내,동종,폭력범죄,30
협박,2011,3년이내,동종,폭력범죄,35
협박,2011,3년초과,동종,폭력범죄,61
협박,2011,1개월이내,이종,폭력범죄,48
협박,2011,3개월이내,이종,폭력범죄,76
협박,2011,6개월이내,이종,폭력범죄,68
협박,2011,1년이내,이종,폭력범죄,233
협박,2011,2년이내,이종,폭력범죄,143
협박,2011,3년이내,이종,폭력범죄,163
협박,2011,3년초과,이종,폭력범죄,635
약취·유인,2011,1개월이내,동종,폭력범죄,2
약취·유인,2011,3개월이내,동종,폭력범죄,0
약취·유인,2011,6개월이내,동종,폭력범죄,2
약취·유인,2011,1년이내,동종,폭력범죄,7
약취·유인,2011,2년이내,동종,폭력범죄,5
약취·유인,2011,3년이내,동종,폭력범죄,5
약취·유인,2011,3년초과,동종,폭력범죄,4
약취·유인,2011,1개월이내,이종,폭력범죄,8
약취·유인,2011,3개월이내,이종,폭력범죄,3
약취·유인,2011,6개월이내,이종,폭력범죄,9
약취·유인,2011,1년이내,이종,폭력범죄,29
약취·유인,2011,2년이내,이종,폭력범죄,12
약취·유인,2011,3년이내,이종,폭력범죄,14
약취·유인,2011,3년초과,이종,폭력범죄,65
폭력행위등,2011,1개월이내,동종,폭력범죄,804
폭력행위등,2011,3개월이내,동종,폭력범죄,1380
폭력행위등,2011,6개월이내,동종,폭력범죄,1216
폭력행위등,2011,1년이내,동종,폭력범죄,4316
폭력행위등,2011,2년이내,동종,폭력범죄,2685
폭력행위등,2011,3년이내,동종,폭력범죄,2839
폭력행위등,2011,3년초과,동종,폭력범죄,6533
폭력행위등,2011,1개월이내,이종,폭력범죄,889
폭력행위등,2011,3개월이내,이종,폭력범죄,1597
폭력행위등,2011,6개월이내,이종,폭력범죄,1648
폭력행위등,2011,1년이내,이종,폭력범죄,5764
폭력행위등,2011,2년이내,이종,폭력범죄,4577
폭력행위등,2011,3년이내,이종,폭력범죄,4713
폭력행위등,2011,3년초과,이종,폭력범죄,15029
공갈,2011,1개월이내,동종,폭력범죄,78
공갈,2011,3개월이내,동종,폭력범죄,69
공갈,2011,6개월이내,동종,폭력범죄,56
공갈,2011,1년이내,동종,폭력범죄,173
공갈,2011,2년이내,동종,폭력범죄,64
공갈,2011,3년이내,동종,폭력범죄,32
공갈,2011,3년초과,동종,폭력범죄,40
공갈,2011,1개월이내,이종,폭력범죄,130
공갈,2011,3개월이내,이종,폭력범죄,139
공갈,2011,6개월이내,이종,폭력범죄,121
공갈,2011,1년이내,이종,폭력범죄,378
공갈,2011,2년이내,이종,폭력범죄,187
공갈,2011,3년이내,이종,폭력범죄,140
공갈,2011,3년초과,이종,폭력범죄,342
손괴,2011,1개월이내,동종,폭력범죄,219
손괴,2011,3개월이내,동종,폭력범죄,363
손괴,2011,6개월이내,동종,폭력범죄,320
손괴,2011,1년이내,동종,폭력범죄,818
손괴,2011,2년이내,동종,폭력범죄,563
손괴,2011,3년이내,동종,폭력범죄,511
손괴,2011,3년초과,동종,폭력범죄,970
손괴,2011,1개월이내,이종,폭력범죄,401
손괴,2011,3개월이내,이종,폭력범죄,642
손괴,2011,6개월이내,이종,폭력범죄,646
손괴,2011,1년이내,이종,폭력범죄,2273
손괴,2011,2년이내,이종,폭력범죄,1977
손괴,2011,3년이내,이종,폭력범죄,2060
손괴,2011,3년초과,이종,폭력범죄,7142
직무유기,2011,1개월이내,동종,지능범죄,0
직무유기,2011,3개월이내,동종,지능범죄,0
직무유기,2011,6개월이내,동종,지능범죄,0
직무유기,2011,1년이내,동종,지능범죄,2
직무유기,2011,2년이내,동종,지능범죄,0
직무유기,2011,3년이내,동종,지능범죄,0
직무유기,2011,3년초과,동종,지능범죄,1
직무유기,2011,1개월이내,이종,지능범죄,0
직무유기,2011,3개월이내,이종,지능범죄,0
직무유기,2011,6개월이내,이종,지능범죄,0
직무유기,2011,1년이내,이종,지능범죄,5
직무유기,2011,2년이내,이종,지능범죄,2
직무유기,2011,3년이내,이종,지능범죄,5
직무유기,2011,3년초과,이종,지능범죄,35
직권남용,2011,1개월이내,동종,지능범죄,0
직권남용,2011,3개월이내,동종,지능범죄,0
직권남용,2011,6개월이내,동종,지능범죄,0
직권남용,2011,1년이내,동종,지능범죄,0
직권남용,2011,2년이내,동종,지능범죄,0
직권남용,2011,3년이내,동종,지능범죄,0
직권남용,2011,3년초과,동종,지능범죄,2
직권남용,2011,1개월이내,이종,지능범죄,0
직권남용,2011,3개월이내,이종,지능범죄,0
직권남용,2011,6개월이내,이종,지능범죄,1
직권남용,2011,1년이내,이종,지능범죄,8
직권남용,2011,2년이내,이종,지능범죄,1
직권남용,2011,3년이내,이종,지능범죄,1
직권남용,2011,3년초과,이종,지능범죄,18
증수뢰,2011,1개월이내,동종,지능범죄,4
증수뢰,2011,3개월이내,동종,지능범죄,2
증수뢰,2011,6개월이내,동종,지능범죄,2
증수뢰,2011,1년이내,동종,지능범죄,19
증수뢰,2011,2년이내,동종,지능범죄,5
증수뢰,2011,3년이내,동종,지능범죄,1
증수뢰,2011,3년초과,동종,지능범죄,15
증수뢰,2011,1개월이내,이종,지능범죄,7
증수뢰,2011,3개월이내,이종,지능범죄,7
증수뢰,2011,6개월이내,이종,지능범죄,6
증수뢰,2011,1년이내,이종,지능범죄,81
증수뢰,2011,2년이내,이종,지능범죄,51
증수뢰,2011,3년이내,이종,지능범죄,35
증수뢰,2011,3년초과,이종,지능범죄,327
통화,2011,1개월이내,동종,지능범죄,0
통화,2011,3개월이내,동종,지능범죄,0
통화,2011,6개월이내,동종,지능범죄,1
통화,2011,1년이내,동종,지능범죄,3
통화,2011,2년이내,동종,지능범죄,0
통화,2011,3년이내,동종,지능범죄,5
통화,2011,3년초과,동종,지능범죄,2
통화,2011,1개월이내,이종,지능범죄,0
통화,2011,3개월이내,이종,지능범죄,2
통화,2011,6개월이내,이종,지능범죄,5
통화,2011,1년이내,이종,지능범죄,17
통화,2011,2년이내,이종,지능범죄,2
통화,2011,3년이내,이종,지능범죄,4
통화,2011,3년초과,이종,지능범죄,12
문서·인장,2011,1개월이내,동종,지능범죄,51
문서·인장,2011,3개월이내,동종,지능범죄,55
문서·인장,2011,6개월이내,동종,지능범죄,48
문서·인장,2011,1년이내,동종,지능범죄,291
문서·인장,2011,2년이내,동종,지능범죄,101
문서·인장,2011,3년이내,동종,지능범죄,121
문서·인장,2011,3년초과,동종,지능범죄,183
문서·인장,2011,1개월이내,이종,지능범죄,99
문서·인장,2011,3개월이내,이종,지능범죄,142
문서·인장,2011,6개월이내,이종,지능범죄,154
문서·인장,2011,1년이내,이종,지능범죄,936
문서·인장,2011,2년이내,이종,지능범죄,539
문서·인장,2011,3년이내,이종,지능범죄,665
문서·인장,2011,3년초과,이종,지능범죄,2432
유가증권인지,2011,1개월이내,동종,지능범죄,2
유가증권인지,2011,3개월이내,동종,지능범죄,1
유가증권인지,2011,6개월이내,동종,지능범죄,4
유가증권인지,2011,1년이내,동종,지능범죄,15
유가증권인지,2011,2년이내,동종,지능범죄,9
유가증권인지,2011,3년이내,동종,지능범죄,5
유가증권인지,2011,3년초과,동종,지능범죄,12
유가증권인지,2011,1개월이내,이종,지능범죄,4
유가증권인지,2011,3개월이내,이종,지능범죄,12
유가증권인지,2011,6개월이내,이종,지능범죄,8
유가증권인지,2011,1년이내,이종,지능범죄,53
유가증권인지,2011,2년이내,이종,지능범죄,26
유가증권인지,2011,3년이내,이종,지능범죄,36
유가증권인지,2011,3년초과,이종,지능범죄,83
사기,2011,1개월이내,동종,지능범죄,2959
사기,2011,3개월이내,동종,지능범죄,2625
사기,2011,6개월이내,동종,지능범죄,1999
사기,2011,1년이내,동종,지능범죄,8982
사기,2011,2년이내,동종,지능범죄,3229
사기,2011,3년이내,동종,지능범죄,3539
사기,2011,3년초과,동종,지능범죄,4622
사기,2011,1개월이내,이종,지능범죄,990
사기,2011,3개월이내,이종,지능범죄,1380
사기,2011,6개월이내,이종,지능범죄,1303
사기,2011,1년이내,이종,지능범죄,9044
사기,2011,2년이내,이종,지능범죄,5423
사기,2011,3년이내,이종,지능범죄,6999
사기,2011,3년초과,이종,지능범죄,21158
횡령,2011,1개월이내,동종,지능범죄,47
횡령,2011,3개월이내,동종,지능범죄,82
횡령,2011,6개월이내,동종,지능범죄,49
횡령,2011,1년이내,동종,지능범죄,336
횡령,2011,2년이내,동종,지능범죄,129
횡령,2011,3년이내,동종,지능범죄,153
횡령,2011,3년초과,동종,지능범죄,291
횡령,2011,1개월이내,이종,지능범죄,136
횡령,2011,3개월이내,이종,지능범죄,213
횡령,2011,6개월이내,이종,지능범죄,232
횡령,2011,1년이내,이종,지능범죄,1366
횡령,2011,2년이내,이종,지능범죄,899
횡령,2011,3년이내,이종,지능범죄,1057
횡령,2011,3년초과,이종,지능범죄,3922
배임,2011,1개월이내,동종,지능범죄,3
배임,2011,3개월이내,동종,지능범죄,4
배임,2011,6개월이내,동종,지능범죄,8
배임,2011,1년이내,동종,지능범죄,55
배임,2011,2년이내,동종,지능범죄,24
배임,2011,3년이내,동종,지능범죄,40
배임,2011,3년초과,동종,지능범죄,37
배임,2011,1개월이내,이종,지능범죄,9
배임,2011,3개월이내,이종,지능범죄,36
배임,2011,6개월이내,이종,지능범죄,24
배임,2011,1년이내,이종,지능범죄,209
배임,2011,2년이내,이종,지능범죄,135
배임,2011,3년이내,이종,지능범죄,228
배임,2011,3년초과,이종,지능범죄,909
성풍속범죄,2011,1개월이내,동종,풍속범죄,110
성풍속범죄,2011,3개월이내,동종,풍속범죄,137
성풍속범죄,2011,6개월이내,동종,풍속범죄,81
성풍속범죄,2011,1년이내,동종,풍속범죄,268
성풍속범죄,2011,2년이내,동종,풍속범죄,105
성풍속범죄,2011,3년이내,동종,풍속범죄,80
성풍속범죄,2011,3년초과,동종,풍속범죄,111
성풍속범죄,2011,1개월이내,이종,풍속범죄,70
성풍속범죄,2011,3개월이내,이종,풍속범죄,94
성풍속범죄,2011,6개월이내,이종,풍속범죄,94
성풍속범죄,2011,1년이내,이종,풍속범죄,553
성풍속범죄,2011,2년이내,이종,풍속범죄,417
성풍속범죄,2011,3년이내,이종,풍속범죄,550
성풍속범죄,2011,3년초과,이종,풍속범죄,1718
도박범죄,2011,1개월이내,동종,풍속범죄,217
도박범죄,2011,3개월이내,동종,풍속범죄,417
도박범죄,2011,6개월이내,동종,풍속범죄,502
도박범죄,2011,1년이내,동종,풍속범죄,1795
도박범죄,2011,2년이내,동종,풍속범죄,1406
도박범죄,2011,3년이내,동종,풍속범죄,1372
도박범죄,2011,3년초과,동종,풍속범죄,3873
도박범죄,2011,1개월이내,이종,풍속범죄,243
도박범죄,2011,3개월이내,이종,풍속범죄,496
도박범죄,2011,6개월이내,이종,풍속범죄,505
도박범죄,2011,1년이내,이종,풍속범죄,2494
도박범죄,2011,2년이내,이종,풍속범죄,2311
도박범죄,2011,3년이내,이종,풍속범죄,2785
도박범죄,2011,3년초과,이종,풍속범죄,12966
살인기수,2012,1개월이내,동종,강력범죄,0
살인기수,2012,3개월이내,동종,강력범죄,1
살인기수,2012,6개월이내,동종,강력범죄,0
살인기수,2012,1년이내,동종,강력범죄,2
살인기수,2012,2년이내,동종,강력범죄,1
살인기수,2012,3년이내,동종,강력범죄,1
살인기수,2012,3년초과,동종,강력범죄,6
살인기수,2012,1개월이내,이종,강력범죄,10
살인기수,2012,3개월이내,이종,강력범죄,8
살인기수,2012,6개월이내,이종,강력범죄,11
살인기수,2012,1년이내,이종,강력범죄,46
살인기수,2012,2년이내,이종,강력범죄,17
살인기수,2012,3년이내,이종,강력범죄,25
살인기수,2012,3년초과,이종,강력범죄,120
살인미수등,2012,1개월이내,동종,강력범죄,0
살인미수등,2012,3개월이내,동종,강력범죄,5
살인미수등,2012,6개월이내,동종,강력범죄,3
살인미수등,2012,1년이내,동종,강력범죄,11
살인미수등,2012,2년이내,동종,강력범죄,5
살인미수등,2012,3년이내,동종,강력범죄,4
살인미수등,2012,3년초과,동종,강력범죄,14
살인미수등,2012,1개월이내,이종,강력범죄,8
살인미수등,2012,3개월이내,이종,강력범죄,17
살인미수등,2012,6개월이내,이종,강력범죄,18
살인미수등,2012,1년이내,이종,강력범죄,71
살인미수등,2012,2년이내,이종,강력범죄,38
살인미수등,2012,3년이내,이종,강력범죄,45
살인미수등,2012,3년초과,이종,강력범죄,190
강도,2012,1개월이내,동종,강력범죄,133
강도,2012,3개월이내,동종,강력범죄,80
강도,2012,6개월이내,동종,강력범죄,67
강도,2012,1년이내,동종,강력범죄,162
강도,2012,2년이내,동종,강력범죄,84
강도,2012,3년이내,동종,강력범죄,82
강도,2012,3년초과,동종,강력범죄,132
강도,2012,1개월이내,이종,강력범죄,132
강도,2012,3개월이내,이종,강력범죄,153
강도,2012,6개월이내,이종,강력범죄,136
강도,2012,1년이내,이종,강력범죄,392
강도,2012,2년이내,이종,강력범죄,206
강도,2012,3년이내,이종,강력범죄,214
강도,2012,3년초과,이종,강력범죄,418
강간·강제추행,2012,1개월이내,동종,강력범죄,84
강간·강제추행,2012,3개월이내,동종,강력범죄,114
강간·강제추행,2012,6개월이내,동종,강력범죄,90
강간·강제추행,2012,1년이내,동종,강력범죄,365
강간·강제추행,2012,2년이내,동종,강력범죄,200
강간·강제추행,2012,3년이내,동종,강력범죄,224
강간·강제추행,2012,3년초과,동종,강력범죄,438
강간·강제추행,2012,1개월이내,이종,강력범죄,277
강간·강제추행,2012,3개월이내,이종,강력범죄,372
강간·강제추행,2012,6개월이내,이종,강력범죄,390
강간·강제추행,2012,1년이내,이종,강력범죄,1219
강간·강제추행,2012,2년이내,이종,강력범죄,925
강간·강제추행,2012,3년이내,이종,강력범죄,985
강간·강제추행,2012,3년초과,이종,강력범죄,3526
강간,2012,1개월이내,동종,강력범죄,0
강간,2012,3개월이내,동종,강력범죄,0
강간,2012,6개월이내,동종,강력범죄,0
강간,2012,1년이내,동종,강력범죄,0
강간,2012,2년이내,동종,강력범죄,0
강간,2012,3년이내,동종,강력범죄,0
강간,2012,3년초과,동종,강력범죄,0
강간,2012,1개월이내,이종,강력범죄,0
강간,2012,3개월이내,이종,강력범죄,0
강간,2012,6개월이내,이종,강력범죄,0
강간,2012,1년이내,이종,강력범죄,0
강간,2012,2년이내,이종,강력범죄,0
강간,2012,3년이내,이종,강력범죄,0
강간,2012,3년초과,이종,강력범죄,0
유사강간,2012,1개월이내,동종,강력범죄,0
유사강간,2012,3개월이내,동종,강력범죄,0
유사강간,2012,6개월이내,동종,강력범죄,0
유사강간,2012,1년이내,동종,강력범죄,0
유사강간,2012,2년이내,동종,강력범죄,0
유사강간,2012,3년이내,동종,강력범죄,0
유사강간,2012,3년초과,동종,강력범죄,0
유사강간,2012,1개월이내,이종,강력범죄,0
유사강간,2012,3개월이내,이종,강력범죄,0
유사강간,2012,6개월이내,이종,강력범죄,0
유사강간,2012,1년이내,이종,강력범죄,0
유사강간,2012,2년이내,이종,강력범죄,0
유사강간,2012,3년이내,이종,강력범죄,0
유사강간,2012,3년초과,이종,강력범죄,0
강제추행,2012,1개월이내,동종,강력범죄,0
강제추행,2012,3개월이내,동종,강력범죄,0
강제추행,2012,6개월이내,동종,강력범죄,0
강제추행,2012,1년이내,동종,강력범죄,0
강제추행,2012,2년이내,동종,강력범죄,0
강제추행,2012,3년이내,동종,강력범죄,0
강제추행,2012,3년초과,동종,강력범죄,0
강제추행,2012,1개월이내,이종,강력범죄,0
강제추행,2012,3개월이내,이종,강력범죄,0
강제추행,2012,6개월이내,이종,강력범죄,0
강제추행,2012,1년이내,이종,강력범죄,0
강제추행,2012,2년이내,이종,강력범죄,0
강제추행,2012,3년이내,이종,강력범죄,0
강제추행,2012,3년초과,이종,강력범죄,0
기타 강간·강제추행등,2012,1개월이내,동종,강력범죄,0
기타 강간·강제추행등,2012,3개월이내,동종,강력범죄,0
기타 강간·강제추행등,2012,6개월이내,동종,강력범죄,0
기타 강간·강제추행등,2012,1년이내,동종,강력범죄,0
기타 강간·강제추행등,2012,2년이내,동종,강력범죄,0
기타 강간·강제추행등,2012,3년이내,동종,강력범죄,0
기타 강간·강제추행등,2012,3년초과,동종,강력범죄,0
기타 강간·강제추행등,2012,1개월이내,이종,강력범죄,0
기타 강간·강제추행등,2012,3개월이내,이종,강력범죄,0
기타 강간·강제추행등,2012,6개월이내,이종,강력범죄,0
기타 강간·강제추행등,2012,1년이내,이종,강력범죄,0
기타 강간·강제추행등,2012,2년이내,이종,강력범죄,0
기타 강간·강제추행등,2012,3년이내,이종,강력범죄,0
기타 강간·강제추행등,2012,3년초과,이종,강력범죄,0
방화,2012,1개월이내,동종,강력범죄,6
방화,2012,3개월이내,동종,강력범죄,6
방화,2012,6개월이내,동종,강력범죄,8
방화,2012,1년이내,동종,강력범죄,20
방화,2012,2년이내,동종,강력범죄,11
방화,2012,3년이내,동종,강력범죄,10
방화,2012,3년초과,동종,강력범죄,24
방화,2012,1개월이내,이종,강력범죄,39
방화,2012,3개월이내,이종,강력범죄,42
방화,2012,6개월이내,이종,강력범죄,49
방화,2012,1년이내,이종,강력범죄,140
방화,2012,2년이내,이종,강력범죄,99
방화,2012,3년이내,이종,강력범죄,94
방화,2012,3년초과,이종,강력범죄,415
상해,2012,1개월이내,동종,폭력범죄,690
상해,2012,3개월이내,동종,폭력범죄,1404
상해,2012,6개월이내,동종,폭력범죄,1437
상해,2012,1년이내,동종,폭력범죄,4366
상해,2012,2년이내,동종,폭력범죄,3037
상해,2012,3년이내,동종,폭력범죄,2997
상해,2012,3년초과,동종,폭력범죄,7846
상해,2012,1개월이내,이종,폭력범죄,920
상해,2012,3개월이내,이종,폭력범죄,1283
상해,2012,6개월이내,이종,폭력범죄,1525
상해,2012,1년이내,이종,폭력범죄,4943
상해,2012,2년이내,이종,폭력범죄,4261
상해,2012,3년이내,이종,폭력범죄,4782
상해,2012,3년초과,이종,폭력범죄,19688
폭행,2012,1개월이내,동종,폭력범죄,1034
폭행,2012,3개월이내,동종,폭력범죄,1747
폭행,2012,6개월이내,동종,폭력범죄,1687
폭행,2012,1년이내,동종,폭력범죄,4849
폭행,2012,2년이내,동종,폭력범죄,3326
폭행,2012,3년이내,동종,폭력범죄,3338
폭행,2012,3년초과,동종,폭력범죄,8337
폭행,2012,1개월이내,이종,폭력범죄,1073
폭행,2012,3개월이내,이종,폭력범죄,1557
폭행,2012,6개월이내,이종,폭력범죄,1757
폭행,2012,1년이내,이종,폭력범죄,5816
폭행,2012,2년이내,이종,폭력범죄,5021
폭행,2012,3년이내,이종,폭력범죄,5574
폭행,2012,3년초과,이종,폭력범죄,22006
체포·감금,2012,1개월이내,동종,폭력범죄,4
체포·감금,2012,3개월이내,동종,폭력범죄,5
체포·감금,2012,6개월이내,동종,폭력범죄,6
체포·감금,2012,1년이내,동종,폭력범죄,25
체포·감금,2012,2년이내,동종,폭력범죄,7
체포·감금,2012,3년이내,동종,폭력범죄,8
체포·감금,2012,3년초과,동종,폭력범죄,13
체포·감금,2012,1개월이내,이종,폭력범죄,11
체포·감금,2012,3개월이내,이종,폭력범죄,20
체포·감금,2012,6개월이내,이종,폭력범죄,25
체포·감금,2012,1년이내,이종,폭력범죄,75
