범죄명,연도,검거기간,범죄종류,범죄자수
유사강간,2016,6개월이내,강력범죄,58
유사강간,2016,1년이내,강력범죄,24
유사강간,2016,1년초과,강력범죄,28
강제추행,2016,1일이내,강력범죄,6907
강제추행,2016,2일이내,강력범죄,198
강제추행,2016,3일이내,강력범죄,237
강제추행,2016,10일이내,강력범죄,1436
강제추행,2016,1개월이내,강력범죄,2771
강제추행,2016,3개월이내,강력범죄,2191
강제추행,2016,6개월이내,강력범죄,663
강제추행,2016,1년이내,강력범죄,424
강제추행,2016,1년초과,강력범죄,557
기타 강간·강제추행등,2016,1일이내,강력범죄,109
기타 강간·강제추행등,2016,2일이내,강력범죄,13
기타 강간·강제추행등,2016,3일이내,강력범죄,5
기타 강간·강제추행등,2016,10일이내,강력범죄,49
기타 강간·강제추행등,2016,1개월이내,강력범죄,76
기타 강간·강제추행등,2016,3개월이내,강력범죄,63
기타 강간·강제추행등,2016,6개월이내,강력범죄,18
기타 강간·강제추행등,2016,1년이내,강력범죄,14
기타 강간·강제추행등,2016,1년초과,강력범죄,61
방화,2016,1일이내,강력범죄,844
방화,2016,2일이내,강력범죄,43
방화,2016,3일이내,강력범죄,29
방화,2016,10일이내,강력범죄,109
방화,2016,1개월이내,강력범죄,158
방화,2016,3개월이내,강력범죄,100
방화,2016,6개월이내,강력범죄,34
방화,2016,1년이내,강력범죄,21
방화,2016,1년초과,강력범죄,25
절도범죄,2016,1일이내,절도범죄,23688
절도범죄,2016,2일이내,절도범죄,4016
절도범죄,2016,3일이내,절도범죄,3610
절도범죄,2016,10일이내,절도범죄,19604
절도범죄,2016,1개월이내,절도범죄,29639
절도범죄,2016,3개월이내,절도범죄,21061
절도범죄,2016,6개월이내,절도범죄,7330
절도범죄,2016,1년이내,절도범죄,4375
절도범죄,2016,1년초과,절도범죄,5274
절도범죄,2016,미상,절도범죄,0
상해,2016,1일이내,폭력범죄,18988
상해,2016,2일이내,폭력범죄,1033
상해,2016,3일이내,폭력범죄,1419
상해,2016,10일이내,폭력범죄,8053
상해,2016,1개월이내,폭력범죄,10225
상해,2016,3개월이내,폭력범죄,5858
상해,2016,6개월이내,폭력범죄,1435
상해,2016,1년이내,폭력범죄,727
상해,2016,1년초과,폭력범죄,1002
상해,2016,미상,폭력범죄,0
폭행,2016,1일이내,폭력범죄,90829
폭행,2016,2일이내,폭력범죄,3320
폭행,2016,3일이내,폭력범죄,4823
폭행,2016,10일이내,폭력범죄,22440
폭행,2016,1개월이내,폭력범죄,21780
폭행,2016,3개월이내,폭력범죄,10628
폭행,2016,6개월이내,폭력범죄,1914
폭행,2016,1년이내,폭력범죄,960
폭행,2016,1년초과,폭력범죄,981
폭행,2016,미상,폭력범죄,0
체포·감금,2016,1일이내,폭력범죄,596
체포·감금,2016,2일이내,폭력범죄,32
체포·감금,2016,3일이내,폭력범죄,26
체포·감금,2016,10일이내,폭력범죄,122
체포·감금,2016,1개월이내,폭력범죄,167
체포·감금,2016,3개월이내,폭력범죄,157
체포·감금,2016,6개월이내,폭력범죄,59
체포·감금,2016,1년이내,폭력범죄,33
체포·감금,2016,1년초과,폭력범죄,55
협박,2016,1일이내,폭력범죄,6348
협박,2016,2일이내,폭력범죄,297
협박,2016,3일이내,폭력범죄,335
협박,2016,10일이내,폭력범죄,1897
협박,2016,1개월이내,폭력범죄,2619
협박,2016,3개월이내,폭력범죄,2129
협박,2016,6개월이내,폭력범죄,610
협박,2016,1년이내,폭력범죄,387
협박,2016,1년초과,폭력범죄,421
약취·유인,2016,1일이내,폭력범죄,63
약취·유인,2016,2일이내,폭력범죄,3
약취·유인,2016,3일이내,폭력범죄,7
약취·유인,2016,10일이내,폭력범죄,12
약취·유인,2016,1개월이내,폭력범죄,32
약취·유인,2016,3개월이내,폭력범죄,28
약취·유인,2016,6개월이내,폭력범죄,17
약취·유인,2016,1년이내,폭력범죄,11
약취·유인,2016,1년초과,폭력범죄,18
폭력행위등,2016,1일이내,폭력범죄,5305
폭력행위등,2016,2일이내,폭력범죄,208
폭력행위등,2016,3일이내,폭력범죄,269
폭력행위등,2016,10일이내,폭력범죄,1594
폭력행위등,2016,1개월이내,폭력범죄,2304
폭력행위등,2016,3개월이내,폭력범죄,1602
폭력행위등,2016,6개월이내,폭력범죄,547
폭력행위등,2016,1년이내,폭력범죄,327
폭력행위등,2016,1년초과,폭력범죄,448
폭력행위등,2016,미상,폭력범죄,0
공갈,2016,1일이내,폭력범죄,325
공갈,2016,2일이내,폭력범죄,21
공갈,2016,3일이내,폭력범죄,26
공갈,2016,10일이내,폭력범죄,160
공갈,2016,1개월이내,폭력범죄,522
공갈,2016,3개월이내,폭력범죄,766
공갈,2016,6개월이내,폭력범죄,436
공갈,2016,1년이내,폭력범죄,342
공갈,2016,1년초과,폭력범죄,488
손괴,2016,1일이내,폭력범죄,13563
손괴,2016,2일이내,폭력범죄,553
손괴,2016,3일이내,폭력범죄,722
손괴,2016,10일이내,폭력범죄,4491
손괴,2016,1개월이내,폭력범죄,6098
손괴,2016,3개월이내,폭력범죄,4542
손괴,2016,6개월이내,폭력범죄,1182
손괴,2016,1년이내,폭력범죄,597
손괴,2016,1년초과,폭력범죄,714
손괴,2016,미상,폭력범죄,0
직무유기,2016,1일이내,지능범죄,2
직무유기,2016,2일이내,지능범죄,0
직무유기,2016,3일이내,지능범죄,0
직무유기,2016,10일이내,지능범죄,5
직무유기,2016,1개월이내,지능범죄,18
직무유기,2016,3개월이내,지능범죄,80
직무유기,2016,6개월이내,지능범죄,57
직무유기,2016,1년이내,지능범죄,64
직무유기,2016,1년초과,지능범죄,110
직권남용,2016,1일이내,지능범죄,7
직권남용,2016,2일이내,지능범죄,0
직권남용,2016,3일이내,지능범죄,1
직권남용,2016,10일이내,지능범죄,2
직권남용,2016,1개월이내,지능범죄,22
직권남용,2016,3개월이내,지능범죄,98
직권남용,2016,6개월이내,지능범죄,51
직권남용,2016,1년이내,지능범죄,45
직권남용,2016,1년초과,지능범죄,58
증수뢰,2016,1일이내,지능범죄,13
증수뢰,2016,2일이내,지능범죄,0
증수뢰,2016,3일이내,지능범죄,0
증수뢰,2016,10일이내,지능범죄,2
증수뢰,2016,1개월이내,지능범죄,8
증수뢰,2016,3개월이내,지능범죄,22
증수뢰,2016,6개월이내,지능범죄,23
증수뢰,2016,1년이내,지능범죄,41
증수뢰,2016,1년초과,지능범죄,138
통화,2016,1일이내,지능범죄,32
통화,2016,2일이내,지능범죄,4
통화,2016,3일이내,지능범죄,5
통화,2016,10일이내,지능범죄,17
통화,2016,1개월이내,지능범죄,26
통화,2016,3개월이내,지능범죄,25
통화,2016,6개월이내,지능범죄,6
통화,2016,1년이내,지능범죄,2
통화,2016,1년초과,지능범죄,6
문서·인장,2016,1일이내,지능범죄,809
문서·인장,2016,2일이내,지능범죄,35
문서·인장,2016,3일이내,지능범죄,54
문서·인장,2016,10일이내,지능범죄,397
문서·인장,2016,1개월이내,지능범죄,873
문서·인장,2016,3개월이내,지능범죄,1348
문서·인장,2016,6개월이내,지능범죄,1159
문서·인장,2016,1년이내,지능범죄,1755
문서·인장,2016,1년초과,지능범죄,4835
유가증권인지,2016,1일이내,지능범죄,7
유가증권인지,2016,2일이내,지능범죄,1
유가증권인지,2016,3일이내,지능범죄,0
유가증권인지,2016,10일이내,지능범죄,2
유가증권인지,2016,1개월이내,지능범죄,5
유가증권인지,2016,3개월이내,지능범죄,17
유가증권인지,2016,6개월이내,지능범죄,26
유가증권인지,2016,1년이내,지능범죄,22
유가증권인지,2016,1년초과,지능범죄,104
사기,2016,1일이내,지능범죄,11666
사기,2016,2일이내,지능범죄,375
사기,2016,3일이내,지능범죄,401
사기,2016,10일이내,지능범죄,3662
사기,2016,1개월이내,지능범죄,20418
사기,2016,3개월이내,지능범죄,44884
사기,2016,6개월이내,지능범죄,28163
사기,2016,1년이내,지능범죄,25965
사기,2016,1년초과,지능범죄,61825
사기,2016,미상,지능범죄,0
횡령,2016,1일이내,지능범죄,1499
횡령,2016,2일이내,지능범죄,287
횡령,2016,3일이내,지능범죄,285
횡령,2016,10일이내,지능범죄,1876
횡령,2016,1개월이내,지능범죄,3405
횡령,2016,3개월이내,지능범죄,3904
횡령,2016,6개월이내,지능범죄,2758
횡령,2016,1년이내,지능범죄,3241
횡령,2016,1년초과,지능범죄,9215
횡령,2016,미상,지능범죄,0
배임,2016,1일이내,지능범죄,1
배임,2016,2일이내,지능범죄,1
배임,2016,3일이내,지능범죄,1
배임,2016,10일이내,지능범죄,12
배임,2016,1개월이내,지능범죄,94
배임,2016,3개월이내,지능범죄,336
배임,2016,6개월이내,지능범죄,393
배임,2016,1년이내,지능범죄,670
배임,2016,1년초과,지능범죄,2450
배임,2016,미상,지능범죄,0
성풍속범죄,2016,1일이내,풍속범죄,4069
성풍속범죄,2016,2일이내,풍속범죄,123
성풍속범죄,2016,3일이내,풍속범죄,136
성풍속범죄,2016,10일이내,풍속범죄,839
성풍속범죄,2016,1개월이내,풍속범죄,1879
성풍속범죄,2016,3개월이내,풍속범죄,2362
성풍속범죄,2016,6개월이내,풍속범죄,889
성풍속범죄,2016,1년이내,풍속범죄,572
성풍속범죄,2016,1년초과,풍속범죄,547
도박범죄,2016,1일이내,풍속범죄,3080
도박범죄,2016,2일이내,풍속범죄,84
도박범죄,2016,3일이내,풍속범죄,96
도박범죄,2016,10일이내,풍속범죄,607
도박범죄,2016,1개월이내,풍속범죄,867
도박범죄,2016,3개월이내,풍속범죄,1575
도박범죄,2016,6개월이내,풍속범죄,1933
도박범죄,2016,1년이내,풍속범죄,2848
도박범죄,2016,1년초과,풍속범죄,2094
특별경제범죄,2016,1일이내,특별경제범죄,15681
특별경제범죄,2016,2일이내,특별경제범죄,256
특별경제범죄,2016,3일이내,특별경제범죄,310
특별경제범죄,2016,10일이내,특별경제범죄,2102
특별경제범죄,2016,1개월이내,특별경제범죄,5108
특별경제범죄,2016,3개월이내,특별경제범죄,9910
특별경제범죄,2016,6개월이내,특별경제범죄,6270
특별경제범죄,2016,1년이내,특별경제범죄,4290
특별경제범죄,2016,1년초과,특별경제범죄,6681
특별경제범죄,2016,미상,특별경제범죄,0
마약범죄,2016,1일이내,마약범죄,1461
마약범죄,2016,2일이내,마약범죄,141
마약범죄,2016,3일이내,마약범죄,136
마약범죄,2016,10일이내,마약범죄,449
마약범죄,2016,1개월이내,마약범죄,848
마약범죄,2016,3개월이내,마약범죄,1409
마약범죄,2016,6개월이내,마약범죄,1054
마약범죄,2016,1년이내,마약범죄,898
마약범죄,2016,1년초과,마약범죄,700
마약범죄,2016,미상,마약범죄,0
보건범죄,2016,1일이내,보건범죄,1392
보건범죄,2016,2일이내,보건범죄,156
보건범죄,2016,3일이내,보건범죄,179
보건범죄,2016,10일이내,보건범죄,1628
보건범죄,2016,1개월이내,보건범죄,3488
보건범죄,2016,3개월이내,보건범죄,3545
보건범죄,2016,6개월이내,보건범죄,1570
보건범죄,2016,1년이내,보건범죄,1068
보건범죄,2016,1년초과,보건범죄,1421
보건범죄,2016,미상,보건범죄,0
환경범죄,2016,1일이내,환경범죄,131
환경범죄,2016,2일이내,환경범죄,18
환경범죄,2016,3일이내,환경범죄,22
환경범죄,2016,10일이내,환경범죄,288
환경범죄,2016,1개월이내,환경범죄,1001
환경범죄,2016,3개월이내,환경범죄,1246
환경범죄,2016,6개월이내,환경범죄,766
환경범죄,2016,1년이내,환경범죄,595
환경범죄,2016,1년초과,환경범죄,185
교통범죄,2016,1일이내,교통범죄,348991
교통범죄,2016,2일이내,교통범죄,18611
교통범죄,2016,3일이내,교통범죄,20198
교통범죄,2016,10일이내,교통범죄,75437
교통범죄,2016,1개월이내,교통범죄,52090
교통범죄,2016,3개월이내,교통범죄,17973
교통범죄,2016,6개월이내,교통범죄,3030
교통범죄,2016,1년이내,교통범죄,1541
교통범죄,2016,1년초과,교통범죄,1766
교통범죄,2016,미상,교통범죄,0
노동범죄,2016,1일이내,노동범죄,77
노동범죄,2016,2일이내,노동범죄,10
노동범죄,2016,3일이내,노동범죄,9
노동범죄,2016,10일이내,노동범죄,59
노동범죄,2016,1개월이내,노동범죄,153
노동범죄,2016,3개월이내,노동범죄,276
노동범죄,2016,6개월이내,노동범죄,353
노동범죄,2016,1년이내,노동범죄,450
노동범죄,2016,1년초과,노동범죄,1046
안보범죄,2016,1일이내,안보범죄,9
안보범죄,2016,2일이내,안보범죄,0
안보범죄,2016,3일이내,안보범죄,1
안보범죄,2016,10일이내,안보범죄,7
안보범죄,2016,1개월이내,안보범죄,8
안보범죄,2016,3개월이내,안보범죄,8
안보범죄,2016,6개월이내,안보범죄,4
안보범죄,2016,1년이내,안보범죄,7
안보범죄,2016,1년초과,안보범죄,25
선거범죄,2016,1일이내,선거범죄,63
선거범죄,2016,2일이내,선거범죄,17
선거범죄,2016,3일이내,선거범죄,3
선거범죄,2016,10일이내,선거범죄,44
선거범죄,2016,1개월이내,선거범죄,193
선거범죄,2016,3개월이내,선거범죄,365
선거범죄,2016,6개월이내,선거범죄,147
선거범죄,2016,1년이내,선거범죄,36
선거범죄,2016,1년초과,선거범죄,27
병역범죄,2016,1일이내,병역범죄,45
병역범죄,2016,2일이내,병역범죄,34
병역범죄,2016,3일이내,병역범죄,30
병역범죄,2016,10일이내,병역범죄,358
병역범죄,2016,1개월이내,병역범죄,2838
병역범죄,2016,3개월이내,병역범죄,6316
병역범죄,2016,6개월이내,병역범죄,2516
병역범죄,2016,1년이내,병역범죄,1499
병역범죄,2016,1년초과,병역범죄,2062
병역범죄,2016,미상,병역범죄,0
기타범죄,2016,1일이내,기타범죄,62431
기타범죄,2016,2일이내,기타범죄,2514
기타범죄,2016,3일이내,기타범죄,2990
기타범죄,2016,10일이내,기타범죄,20269
기타범죄,2016,1개월이내,기타범죄,35698
기타범죄,2016,3개월이내,기타범죄,45047
기타범죄,2016,6개월이내,기타범죄,25207
기타범죄,2016,1년이내,기타범죄,18922
기타범죄,2016,1년초과,기타범죄,24874
기타범죄,2016,미상,기타범죄,0
살인기수,2017,1일이내,강력범죄,183
살인기수,2017,2일이내,강력범죄,14
살인기수,2017,3일이내,강력범죄,1
살인기수,2017,10일이내,강력범죄,27
살인기수,2017,1개월이내,강력범죄,20
살인기수,2017,3개월이내,강력범죄,24
살인기수,2017,6개월이내,강력범죄,7
살인기수,2017,1년이내,강력범죄,7
살인기수,2017,1년초과,강력범죄,18
살인미수등,2017,1일이내,강력범죄,430
살인미수등,2017,2일이내,강력범죄,10
살인미수등,2017,3일이내,강력범죄,1
살인미수등,2017,10일이내,강력범죄,16
살인미수등,2017,1개월이내,강력범죄,17
살인미수등,2017,3개월이내,강력범죄,21
살인미수등,2017,6개월이내,강력범죄,7
살인미수등,2017,1년이내,강력범죄,8
살인미수등,2017,1년초과,강력범죄,15
강도,2017,1일이내,강력범죄,419
강도,2017,2일이내,강력범죄,44
강도,2017,3일이내,강력범죄,31
강도,2017,10일이내,강력범죄,122
강도,2017,1개월이내,강력범죄,129
강도,2017,3개월이내,강력범죄,95
강도,2017,6개월이내,강력범죄,34
강도,2017,1년이내,강력범죄,31
강도,2017,1년초과,강력범죄,72
강도,2017,미상,강력범죄,0
강간·강제추행,2017,1일이내,강력범죄,0
강간·강제추행,2017,2일이내,강력범죄,0
강간·강제추행,2017,3일이내,강력범죄,0
강간·강제추행,2017,10일이내,강력범죄,0
강간·강제추행,2017,1개월이내,강력범죄,0
강간·강제추행,2017,3개월이내,강력범죄,0
강간·강제추행,2017,6개월이내,강력범죄,0
강간·강제추행,2017,1년이내,강력범죄,0
강간·강제추행,2017,1년초과,강력범죄,0
강간,2017,1일이내,강력범죄,1281
강간,2017,2일이내,강력범죄,81
강간,2017,3일이내,강력범죄,84
강간,2017,10일이내,강력범죄,475
강간,2017,1개월이내,강력범죄,1099
강간,2017,3개월이내,강력범죄,1013
강간,2017,6개월이내,강력범죄,348
강간,2017,1년이내,강력범죄,266
강간,2017,1년초과,강력범죄,487
유사강간,2017,1일이내,강력범죄,162
유사강간,2017,2일이내,강력범죄,7
유사강간,2017,3일이내,강력범죄,11
유사강간,2017,10일이내,강력범죄,74
유사강간,2017,1개월이내,강력범죄,131
유사강간,2017,3개월이내,강력범죄,138
유사강간,2017,6개월이내,강력범죄,39
유사강간,2017,1년이내,강력범죄,26
유사강간,2017,1년초과,강력범죄,43
강제추행,2017,1일이내,강력범죄,7769
강제추행,2017,2일이내,강력범죄,254
강제추행,2017,3일이내,강력범죄,255
강제추행,2017,10일이내,강력범죄,1550
강제추행,2017,1개월이내,강력범죄,3283
강제추행,2017,3개월이내,강력범죄,2445
강제추행,2017,6개월이내,강력범죄,667
강제추행,2017,1년이내,강력범죄,412
강제추행,2017,1년초과,강력범죄,584
기타 강간·강제추행등,2017,1일이내,강력범죄,89
기타 강간·강제추행등,2017,2일이내,강력범죄,8
기타 강간·강제추행등,2017,3일이내,강력범죄,9
기타 강간·강제추행등,2017,10일이내,강력범죄,26
기타 강간·강제추행등,2017,1개월이내,강력범죄,49
기타 강간·강제추행등,2017,3개월이내,강력범죄,46
기타 강간·강제추행등,2017,6개월이내,강력범죄,12
기타 강간·강제추행등,2017,1년이내,강력범죄,17
기타 강간·강제추행등,2017,1년초과,강력범죄,49
방화,2017,1일이내,강력범죄,764
방화,2017,2일이내,강력범죄,31
방화,2017,3일이내,강력범죄,10
방화,2017,10일이내,강력범죄,108
방화,2017,1개월이내,강력범죄,125
방화,2017,3개월이내,강력범죄,140
방화,2017,6개월이내,강력범죄,42
방화,2017,1년이내,강력범죄,13
방화,2017,1년초과,강력범죄,9
절도범죄,2017,1일이내,절도범죄,24790
절도범죄,2017,2일이내,절도범죄,3775
절도범죄,2017,3일이내,절도범죄,3511
절도범죄,2017,10일이내,절도범죄,19886
절도범죄,2017,1개월이내,절도범죄,29600
절도범죄,2017,3개월이내,절도범죄,19071
절도범죄,2017,6개월이내,절도범죄,5740
절도범죄,2017,1년이내,절도범죄,3254
절도범죄,2017,1년초과,절도범죄,4144
절도범죄,2017,미상,절도범죄,0
상해,2017,1일이내,폭력범죄,15549
상해,2017,2일이내,폭력범죄,1014
상해,2017,3일이내,폭력범죄,1418
상해,2017,10일이내,폭력범죄,7895
상해,2017,1개월이내,폭력범죄,9667
상해,2017,3개월이내,폭력범죄,5384
상해,2017,6개월이내,폭력범죄,1138
상해,2017,1년이내,폭력범죄,619
상해,2017,1년초과,폭력범죄,793
상해,2017,미상,폭력범죄,0
폭행,2017,1일이내,폭력범죄,80406
폭행,2017,2일이내,폭력범죄,3373
폭행,2017,3일이내,폭력범죄,5469
폭행,2017,10일이내,폭력범죄,24414
폭행,2017,1개월이내,폭력범죄,23930
폭행,2017,3개월이내,폭력범죄,10917
폭행,2017,6개월이내,폭력범죄,1900
폭행,2017,1년이내,폭력범죄,838
폭행,2017,1년초과,폭력범죄,819
폭행,2017,미상,폭력범죄,0
체포·감금,2017,1일이내,폭력범죄,715
체포·감금,2017,2일이내,폭력범죄,34
체포·감금,2017,3일이내,폭력범죄,30
체포·감금,2017,10일이내,폭력범죄,141
체포·감금,2017,1개월이내,폭력범죄,167
체포·감금,2017,3개월이내,폭력범죄,161
체포·감금,2017,6개월이내,폭력범죄,53
체포·감금,2017,1년이내,폭력범죄,35
체포·감금,2017,1년초과,폭력범죄,53
협박,2017,1일이내,폭력범죄,5602
협박,2017,2일이내,폭력범죄,270
협박,2017,3일이내,폭력범죄,318
협박,2017,10일이내,폭력범죄,2104
협박,2017,1개월이내,폭력범죄,2958
협박,2017,3개월이내,폭력범죄,2113
협박,2017,6개월이내,폭력범죄,630
협박,2017,1년이내,폭력범죄,345
협박,2017,1년초과,폭력범죄,359
약취·유인,2017,1일이내,폭력범죄,63
약취·유인,2017,2일이내,폭력범죄,8
약취·유인,2017,3일이내,폭력범죄,6
약취·유인,2017,10일이내,폭력범죄,22
약취·유인,2017,1개월이내,폭력범죄,25
약취·유인,2017,3개월이내,폭력범죄,38
약취·유인,2017,6개월이내,폭력범죄,8
약취·유인,2017,1년이내,폭력범죄,4
약취·유인,2017,1년초과,폭력범죄,17
폭력행위등,2017,1일이내,폭력범죄,4090
폭력행위등,2017,2일이내,폭력범죄,196
폭력행위등,2017,3일이내,폭력범죄,248
폭력행위등,2017,10일이내,폭력범죄,1499
폭력행위등,2017,1개월이내,폭력범죄,2186
폭력행위등,2017,3개월이내,폭력범죄,1448
폭력행위등,2017,6개월이내,폭력범죄,458
폭력행위등,2017,1년이내,폭력범죄,246
폭력행위등,2017,1년초과,폭력범죄,297
폭력행위등,2017,미상,폭력범죄,0
공갈,2017,1일이내,폭력범죄,259
공갈,2017,2일이내,폭력범죄,19
공갈,2017,3일이내,폭력범죄,24
공갈,2017,10일이내,폭력범죄,179
공갈,2017,1개월이내,폭력범죄,456
공갈,2017,3개월이내,폭력범죄,711
공갈,2017,6개월이내,폭력범죄,500
공갈,2017,1년이내,폭력범죄,402
공갈,2017,1년초과,폭력범죄,476
손괴,2017,1일이내,폭력범죄,12180
손괴,2017,2일이내,폭력범죄,555
손괴,2017,3일이내,폭력범죄,813
손괴,2017,10일이내,폭력범죄,4720
손괴,2017,1개월이내,폭력범죄,6774
손괴,2017,3개월이내,폭력범죄,4768
손괴,2017,6개월이내,폭력범죄,1125
손괴,2017,1년이내,폭력범죄,555
손괴,2017,1년초과,폭력범죄,617
손괴,2017,미상,폭력범죄,0
직무유기,2017,1일이내,지능범죄,1
직무유기,2017,2일이내,지능범죄,0
직무유기,2017,3일이내,지능범죄,1
직무유기,2017,10일이내,지능범죄,3
직무유기,2017,1개월이내,지능범죄,14
직무유기,2017,3개월이내,지능범죄,61
직무유기,2017,6개월이내,지능범죄,59
직무유기,2017,1년이내,지능범죄,46
직무유기,2017,1년초과,지능범죄,92
직권남용,2017,1일이내,지능범죄,2
직권남용,2017,2일이내,지능범죄,0
직권남용,2017,3일이내,지능범죄,1
직권남용,2017,10일이내,지능범죄,6
직권남용,2017,1개월이내,지능범죄,25
직권남용,2017,3개월이내,지능범죄,101
직권남용,2017,6개월이내,지능범죄,62
직권남용,2017,1년이내,지능범죄,35
직권남용,2017,1년초과,지능범죄,80
증수뢰,2017,1일이내,지능범죄,7
증수뢰,2017,2일이내,지능범죄,0
증수뢰,2017,3일이내,지능범죄,0
증수뢰,2017,10일이내,지능범죄,1
증수뢰,2017,1개월이내,지능범죄,9
증수뢰,2017,3개월이내,지능범죄,25
증수뢰,2017,6개월이내,지능범죄,35
증수뢰,2017,1년이내,지능범죄,50
증수뢰,2017,1년초과,지능범죄,163
통화,2017,1일이내,지능범죄,55
통화,2017,2일이내,지능범죄,3
통화,2017,3일이내,지능범죄,10
통화,2017,10일이내,지능범죄,47
통화,2017,1개월이내,지능범죄,90
통화,2017,3개월이내,지능범죄,131
통화,2017,6개월이내,지능범죄,66
통화,2017,1년이내,지능범죄,114
통화,2017,1년초과,지능범죄,16
문서·인장,2017,1일이내,지능범죄,566
문서·인장,2017,2일이내,지능범죄,29
문서·인장,2017,3일이내,지능범죄,44
문서·인장,2017,10일이내,지능범죄,353
문서·인장,2017,1개월이내,지능범죄,855
문서·인장,2017,3개월이내,지능범죄,1430
문서·인장,2017,6개월이내,지능범죄,1199
문서·인장,2017,1년이내,지능범죄,1606
문서·인장,2017,1년초과,지능범죄,4796
유가증권인지,2017,1일이내,지능범죄,8
유가증권인지,2017,2일이내,지능범죄,1
유가증권인지,2017,3일이내,지능범죄,1
유가증권인지,2017,10일이내,지능범죄,4
유가증권인지,2017,1개월이내,지능범죄,7
유가증권인지,2017,3개월이내,지능범죄,15
유가증권인지,2017,6개월이내,지능범죄,22
유가증권인지,2017,1년이내,지능범죄,17
유가증권인지,2017,1년초과,지능범죄,86
사기,2017,1일이내,지능범죄,11182
사기,2017,2일이내,지능범죄,424
사기,2017,3일이내,지능범죄,422
사기,2017,10일이내,지능범죄,3959
사기,2017,1개월이내,지능범죄,22764
사기,2017,3개월이내,지능범죄,45196
사기,2017,6개월이내,지능범죄,25814
사기,2017,1년이내,지능범죄,22593
사기,2017,1년초과,지능범죄,51620
사기,2017,미상,지능범죄,0
횡령,2017,1일이내,지능범죄,1510
횡령,2017,2일이내,지능범죄,313
횡령,2017,3일이내,지능범죄,307
횡령,2017,10일이내,지능범죄,2047
횡령,2017,1개월이내,지능범죄,3868
횡령,2017,3개월이내,지능범죄,4089
횡령,2017,6개월이내,지능범죄,2691
횡령,2017,1년이내,지능범죄,2982
횡령,2017,1년초과,지능범죄,7883
횡령,2017,미상,지능범죄,0
배임,2017,1일이내,지능범죄,2
배임,2017,2일이내,지능범죄,0
배임,2017,3일이내,지능범죄,0
배임,2017,10일이내,지능범죄,12
배임,2017,1개월이내,지능범죄,69
배임,2017,3개월이내,지능범죄,256
배임,2017,6개월이내,지능범죄,413
배임,2017,1년이내,지능범죄,542
배임,2017,1년초과,지능범죄,2037
배임,2017,미상,지능범죄,0
성풍속범죄,2017,1일이내,풍속범죄,4771
성풍속범죄,2017,2일이내,풍속범죄,146
성풍속범죄,2017,3일이내,풍속범죄,152
성풍속범죄,2017,10일이내,풍속범죄,893
성풍속범죄,2017,1개월이내,풍속범죄,1941
성풍속범죄,2017,3개월이내,풍속범죄,2519
성풍속범죄,2017,6개월이내,풍속범죄,939
성풍속범죄,2017,1년이내,풍속범죄,599
성풍속범죄,2017,1년초과,풍속범죄,593
도박범죄,2017,1일이내,풍속범죄,2282
도박범죄,2017,2일이내,풍속범죄,68
도박범죄,2017,3일이내,풍속범죄,84
도박범죄,2017,10일이내,풍속범죄,396
도박범죄,2017,1개월이내,풍속범죄,526
도박범죄,2017,3개월이내,풍속범죄,661
도박범죄,2017,6개월이내,풍속범죄,830
도박범죄,2017,1년이내,풍속범죄,1661
도박범죄,2017,1년초과,풍속범죄,2028
특별경제범죄,2017,1일이내,특별경제범죄,14518
특별경제범죄,2017,2일이내,특별경제범죄,258
특별경제범죄,2017,3일이내,특별경제범죄,304
특별경제범죄,2017,10일이내,특별경제범죄,1902
특별경제범죄,2017,1개월이내,특별경제범죄,4833
특별경제범죄,2017,3개월이내,특별경제범죄,8298
특별경제범죄,2017,6개월이내,특별경제범죄,4702
특별경제범죄,2017,1년이내,특별경제범죄,3303
특별경제범죄,2017,1년초과,특별경제범죄,5673
특별경제범죄,2017,미상,특별경제범죄,0
마약범죄,2017,1일이내,마약범죄,1485
마약범죄,2017,2일이내,마약범죄,156
마약범죄,2017,3일이내,마약범죄,98
마약범죄,2017,10일이내,마약범죄,407
마약범죄,2017,1개월이내,마약범죄,829
마약범죄,2017,3개월이내,마약범죄,1550
마약범죄,2017,6개월이내,마약범죄,1049
마약범죄,2017,1년이내,마약범죄,910
마약범죄,2017,1년초과,마약범죄,727
마약범죄,2017,미상,마약범죄,0
보건범죄,2017,1일이내,보건범죄,1070
보건범죄,2017,2일이내,보건범죄,154
보건범죄,2017,3일이내,보건범죄,186
보건범죄,2017,10일이내,보건범죄,1527
보건범죄,2017,1개월이내,보건범죄,3130
보건범죄,2017,3개월이내,보건범죄,2824
보건범죄,2017,6개월이내,보건범죄,1249
보건범죄,2017,1년이내,보건범죄,957
보건범죄,2017,1년초과,보건범죄,1189
보건범죄,2017,미상,보건범죄,0
환경범죄,2017,1일이내,환경범죄,136
환경범죄,2017,2일이내,환경범죄,21
환경범죄,2017,3일이내,환경범죄,20
환경범죄,2017,10일이내,환경범죄,331
환경범죄,2017,1개월이내,환경범죄,1181
환경범죄,2017,3개월이내,환경범죄,1079
환경범죄,2017,6개월이내,환경범죄,419
환경범죄,2017,1년이내,환경범죄,511
환경범죄,2017,1년초과,환경범죄,1065
교통범죄,2017,1일이내,교통범죄,296634
교통범죄,2017,2일이내,교통범죄,16383
교통범죄,2017,3일이내,교통범죄,18220
