범죄명,연도,검거기간,범죄종류,범죄자수
도박범죄,2012,1일이내,풍속범죄,5078
도박범죄,2012,2일이내,풍속범죄,116
도박범죄,2012,3일이내,풍속범죄,119
도박범죄,2012,10일이내,풍속범죄,673
도박범죄,2012,1개월이내,풍속범죄,854
도박범죄,2012,3개월이내,풍속범죄,844
도박범죄,2012,6개월이내,풍속범죄,556
도박범죄,2012,1년이내,풍속범죄,655
도박범죄,2012,1년초과,풍속범죄,781
특별경제범죄,2012,1일이내,특별경제범죄,12688
특별경제범죄,2012,2일이내,특별경제범죄,276
특별경제범죄,2012,3일이내,특별경제범죄,253
특별경제범죄,2012,10일이내,특별경제범죄,2103
특별경제범죄,2012,1개월이내,특별경제범죄,6165
특별경제범죄,2012,3개월이내,특별경제범죄,13658
특별경제범죄,2012,6개월이내,특별경제범죄,8861
특별경제범죄,2012,1년이내,특별경제범죄,5344
특별경제범죄,2012,1년초과,특별경제범죄,9842
특별경제범죄,2012,미상,특별경제범죄,2
마약범죄,2012,1일이내,마약범죄,624
마약범죄,2012,2일이내,마약범죄,110
마약범죄,2012,3일이내,마약범죄,117
마약범죄,2012,10일이내,마약범죄,258
마약범죄,2012,1개월이내,마약범죄,478
마약범죄,2012,3개월이내,마약범죄,860
마약범죄,2012,6개월이내,마약범죄,628
마약범죄,2012,1년이내,마약범죄,524
마약범죄,2012,1년초과,마약범죄,448
마약범죄,2012,미상,마약범죄,1
보건범죄,2012,1일이내,보건범죄,1981
보건범죄,2012,2일이내,보건범죄,143
보건범죄,2012,3일이내,보건범죄,146
보건범죄,2012,10일이내,보건범죄,1440
보건범죄,2012,1개월이내,보건범죄,3616
보건범죄,2012,3개월이내,보건범죄,4439
보건범죄,2012,6개월이내,보건범죄,1348
보건범죄,2012,1년이내,보건범죄,1155
보건범죄,2012,1년초과,보건범죄,2260
보건범죄,2012,미상,보건범죄,1
환경범죄,2012,1일이내,환경범죄,351
환경범죄,2012,2일이내,환경범죄,32
환경범죄,2012,3일이내,환경범죄,26
환경범죄,2012,10일이내,환경범죄,251
환경범죄,2012,1개월이내,환경범죄,749
환경범죄,2012,3개월이내,환경범죄,780
환경범죄,2012,6개월이내,환경범죄,238
환경범죄,2012,1년이내,환경범죄,154
환경범죄,2012,1년초과,환경범죄,469
교통범죄,2012,1일이내,교통범죄,369534
교통범죄,2012,2일이내,교통범죄,16606
교통범죄,2012,3일이내,교통범죄,15990
교통범죄,2012,10일이내,교통범죄,48266
교통범죄,2012,1개월이내,교통범죄,31746
교통범죄,2012,3개월이내,교통범죄,11990
교통범죄,2012,6개월이내,교통범죄,2034
교통범죄,2012,1년이내,교통범죄,1078
교통범죄,2012,1년초과,교통범죄,992
교통범죄,2012,미상,교통범죄,17
노동범죄,2012,1일이내,노동범죄,228
노동범죄,2012,2일이내,노동범죄,11
노동범죄,2012,3일이내,노동범죄,9
노동범죄,2012,10일이내,노동범죄,46
노동범죄,2012,1개월이내,노동범죄,117
노동범죄,2012,3개월이내,노동범죄,176
노동범죄,2012,6개월이내,노동범죄,124
노동범죄,2012,1년이내,노동범죄,116
노동범죄,2012,1년초과,노동범죄,457
안보범죄,2012,1일이내,안보범죄,9
안보범죄,2012,2일이내,안보범죄,1
안보범죄,2012,3일이내,안보범죄,0
안보범죄,2012,10일이내,안보범죄,1
안보범죄,2012,1개월이내,안보범죄,4
안보범죄,2012,3개월이내,안보범죄,9
안보범죄,2012,6개월이내,안보범죄,8
안보범죄,2012,1년이내,안보범죄,11
안보범죄,2012,1년초과,안보범죄,64
선거범죄,2012,1일이내,선거범죄,129
선거범죄,2012,2일이내,선거범죄,14
선거범죄,2012,3일이내,선거범죄,13
선거범죄,2012,10일이내,선거범죄,99
선거범죄,2012,1개월이내,선거범죄,242
선거범죄,2012,3개월이내,선거범죄,424
선거범죄,2012,6개월이내,선거범죄,162
선거범죄,2012,1년이내,선거범죄,36
선거범죄,2012,1년초과,선거범죄,21
병역범죄,2012,1일이내,병역범죄,56
병역범죄,2012,2일이내,병역범죄,52
병역범죄,2012,3일이내,병역범죄,52
병역범죄,2012,10일이내,병역범죄,423
병역범죄,2012,1개월이내,병역범죄,3073
병역범죄,2012,3개월이내,병역범죄,8111
병역범죄,2012,6개월이내,병역범죄,2205
병역범죄,2012,1년이내,병역범죄,1850
병역범죄,2012,1년초과,병역범죄,2467
병역범죄,2012,미상,병역범죄,1
기타범죄,2012,1일이내,기타범죄,43735
기타범죄,2012,2일이내,기타범죄,1608
기타범죄,2012,3일이내,기타범죄,1600
기타범죄,2012,10일이내,기타범죄,10778
기타범죄,2012,1개월이내,기타범죄,22984
기타범죄,2012,3개월이내,기타범죄,30943
기타범죄,2012,6개월이내,기타범죄,15565
기타범죄,2012,1년이내,기타범죄,14009
기타범죄,2012,1년초과,기타범죄,19556
기타범죄,2012,미상,기타범죄,5
살인기수,2013,1일이내,강력범죄,195
살인기수,2013,2일이내,강력범죄,14
살인기수,2013,3일이내,강력범죄,9
살인기수,2013,10일이내,강력범죄,38
살인기수,2013,1개월이내,강력범죄,20
살인기수,2013,3개월이내,강력범죄,22
살인기수,2013,6개월이내,강력범죄,8
살인기수,2013,1년이내,강력범죄,9
살인기수,2013,1년초과,강력범죄,19
살인미수등,2013,1일이내,강력범죄,425
살인미수등,2013,2일이내,강력범죄,15
살인미수등,2013,3일이내,강력범죄,6
살인미수등,2013,10일이내,강력범죄,29
살인미수등,2013,1개월이내,강력범죄,27
살인미수등,2013,3개월이내,강력범죄,30
살인미수등,2013,6개월이내,강력범죄,13
살인미수등,2013,1년이내,강력범죄,14
살인미수등,2013,1년초과,강력범죄,20
강도,2013,1일이내,강력범죄,596
강도,2013,2일이내,강력범죄,81
강도,2013,3일이내,강력범죄,60
강도,2013,10일이내,강력범죄,266
강도,2013,1개월이내,강력범죄,276
강도,2013,3개월이내,강력범죄,238
강도,2013,6개월이내,강력범죄,98
강도,2013,1년이내,강력범죄,76
강도,2013,1년초과,강력범죄,166
강도,2013,미상,강력범죄,0
강간·강제추행,2013,1일이내,강력범죄,0
강간·강제추행,2013,2일이내,강력범죄,0
강간·강제추행,2013,3일이내,강력범죄,0
강간·강제추행,2013,10일이내,강력범죄,0
강간·강제추행,2013,1개월이내,강력범죄,0
강간·강제추행,2013,3개월이내,강력범죄,0
강간·강제추행,2013,6개월이내,강력범죄,0
강간·강제추행,2013,1년이내,강력범죄,0
강간·강제추행,2013,1년초과,강력범죄,0
강간,2013,1일이내,강력범죄,1319
강간,2013,2일이내,강력범죄,138
강간,2013,3일이내,강력범죄,135
강간,2013,10일이내,강력범죄,697
강간,2013,1개월이내,강력범죄,928
강간,2013,3개월이내,강력범죄,982
강간,2013,6개월이내,강력범죄,470
강간,2013,1년이내,강력범죄,356
강간,2013,1년초과,강력범죄,456
유사강간,2013,1일이내,강력범죄,30
유사강간,2013,2일이내,강력범죄,0
유사강간,2013,3일이내,강력범죄,6
유사강간,2013,10일이내,강력범죄,14
유사강간,2013,1개월이내,강력범죄,23
유사강간,2013,3개월이내,강력범죄,24
유사강간,2013,6개월이내,강력범죄,10
유사강간,2013,1년이내,강력범죄,6
유사강간,2013,1년초과,강력범죄,9
강제추행,2013,1일이내,강력범죄,6052
강제추행,2013,2일이내,강력범죄,243
강제추행,2013,3일이내,강력범죄,274
강제추행,2013,10일이내,강력범죄,1324
강제추행,2013,1개월이내,강력범죄,1804
강제추행,2013,3개월이내,강력범죄,1478
강제추행,2013,6개월이내,강력범죄,609
강제추행,2013,1년이내,강력범죄,363
강제추행,2013,1년초과,강력범죄,378
기타 강간·강제추행등,2013,1일이내,강력범죄,369
기타 강간·강제추행등,2013,2일이내,강력범죄,39
기타 강간·강제추행등,2013,3일이내,강력범죄,39
기타 강간·강제추행등,2013,10일이내,강력범죄,190
기타 강간·강제추행등,2013,1개월이내,강력범죄,268
기타 강간·강제추행등,2013,3개월이내,강력범죄,242
기타 강간·강제추행등,2013,6개월이내,강력범죄,139
기타 강간·강제추행등,2013,1년이내,강력범죄,103
기타 강간·강제추행등,2013,1년초과,강력범죄,257
방화,2013,1일이내,강력범죄,834
방화,2013,2일이내,강력범죄,54
방화,2013,3일이내,강력범죄,24
방화,2013,10일이내,강력범죄,115
방화,2013,1개월이내,강력범죄,116
방화,2013,3개월이내,강력범죄,119
방화,2013,6개월이내,강력범죄,63
방화,2013,1년이내,강력범죄,31
방화,2013,1년초과,강력범죄,37
절도범죄,2013,1일이내,절도범죄,24272
절도범죄,2013,2일이내,절도범죄,3336
절도범죄,2013,3일이내,절도범죄,2987
절도범죄,2013,10일이내,절도범죄,15685
절도범죄,2013,1개월이내,절도범죄,24777
절도범죄,2013,3개월이내,절도범죄,24356
절도범죄,2013,6개월이내,절도범죄,10347
절도범죄,2013,1년이내,절도범죄,6547
절도범죄,2013,1년초과,절도범죄,6271
절도범죄,2013,미상,절도범죄,0
상해,2013,1일이내,폭력범죄,22799
상해,2013,2일이내,폭력범죄,1191
상해,2013,3일이내,폭력범죄,1612
상해,2013,10일이내,폭력범죄,7952
상해,2013,1개월이내,폭력범죄,9872
상해,2013,3개월이내,폭력범죄,6129
상해,2013,6개월이내,폭력범죄,1460
상해,2013,1년이내,폭력범죄,823
상해,2013,1년초과,폭력범죄,1070
상해,2013,미상,폭력범죄,0
폭행,2013,1일이내,폭력범죄,80778
폭행,2013,2일이내,폭력범죄,2226
폭행,2013,3일이내,폭력범죄,3113
폭행,2013,10일이내,폭력범죄,11825
폭행,2013,1개월이내,폭력범죄,11154
폭행,2013,3개월이내,폭력범죄,6263
폭행,2013,6개월이내,폭력범죄,1403
폭행,2013,1년이내,폭력범죄,717
폭행,2013,1년초과,폭력범죄,805
폭행,2013,미상,폭력범죄,0
체포·감금,2013,1일이내,폭력범죄,342
체포·감금,2013,2일이내,폭력범죄,13
체포·감금,2013,3일이내,폭력범죄,17
체포·감금,2013,10일이내,폭력범죄,68
체포·감금,2013,1개월이내,폭력범죄,103
체포·감금,2013,3개월이내,폭력범죄,136
체포·감금,2013,6개월이내,폭력범죄,55
체포·감금,2013,1년이내,폭력범죄,38
체포·감금,2013,1년초과,폭력범죄,62
협박,2013,1일이내,폭력범죄,1056
협박,2013,2일이내,폭력범죄,40
협박,2013,3일이내,폭력범죄,63
협박,2013,10일이내,폭력범죄,399
협박,2013,1개월이내,폭력범죄,736
협박,2013,3개월이내,폭력범죄,848
협박,2013,6개월이내,폭력범죄,360
협박,2013,1년이내,폭력범죄,261
협박,2013,1년초과,폭력범죄,250
약취·유인,2013,1일이내,폭력범죄,56
약취·유인,2013,2일이내,폭력범죄,3
약취·유인,2013,3일이내,폭력범죄,1
약취·유인,2013,10일이내,폭력범죄,15
약취·유인,2013,1개월이내,폭력범죄,26
약취·유인,2013,3개월이내,폭력범죄,29
약취·유인,2013,6개월이내,폭력범죄,7
약취·유인,2013,1년이내,폭력범죄,9
약취·유인,2013,1년초과,폭력범죄,8
폭력행위등,2013,1일이내,폭력범죄,20781
폭력행위등,2013,2일이내,폭력범죄,722
폭력행위등,2013,3일이내,폭력범죄,829
폭력행위등,2013,10일이내,폭력범죄,3894
폭력행위등,2013,1개월이내,폭력범죄,4889
폭력행위등,2013,3개월이내,폭력범죄,3559
폭력행위등,2013,6개월이내,폭력범죄,1174
폭력행위등,2013,1년이내,폭력범죄,715
폭력행위등,2013,1년초과,폭력범죄,1109
폭력행위등,2013,미상,폭력범죄,0
공갈,2013,1일이내,폭력범죄,309
공갈,2013,2일이내,폭력범죄,32
공갈,2013,3일이내,폭력범죄,28
공갈,2013,10일이내,폭력범죄,176
공갈,2013,1개월이내,폭력범죄,414
공갈,2013,3개월이내,폭력범죄,652
공갈,2013,6개월이내,폭력범죄,464
공갈,2013,1년이내,폭력범죄,307
공갈,2013,1년초과,폭력범죄,473
손괴,2013,1일이내,폭력범죄,13510
손괴,2013,2일이내,폭력범죄,419
손괴,2013,3일이내,폭력범죄,526
손괴,2013,10일이내,폭력범죄,2855
손괴,2013,1개월이내,폭력범죄,3969
손괴,2013,3개월이내,폭력범죄,3270
손괴,2013,6개월이내,폭력범죄,994
손괴,2013,1년이내,폭력범죄,555
손괴,2013,1년초과,폭력범죄,620
손괴,2013,미상,폭력범죄,0
직무유기,2013,1일이내,지능범죄,1
직무유기,2013,2일이내,지능범죄,0
직무유기,2013,3일이내,지능범죄,0
직무유기,2013,10일이내,지능범죄,4
직무유기,2013,1개월이내,지능범죄,26
직무유기,2013,3개월이내,지능범죄,70
직무유기,2013,6개월이내,지능범죄,64
직무유기,2013,1년이내,지능범죄,59
직무유기,2013,1년초과,지능범죄,135
직권남용,2013,1일이내,지능범죄,2
직권남용,2013,2일이내,지능범죄,0
직권남용,2013,3일이내,지능범죄,2
직권남용,2013,10일이내,지능범죄,5
직권남용,2013,1개월이내,지능범죄,29
직권남용,2013,3개월이내,지능범죄,63
직권남용,2013,6개월이내,지능범죄,29
직권남용,2013,1년이내,지능범죄,29
직권남용,2013,1년초과,지능범죄,72
증수뢰,2013,1일이내,지능범죄,6
증수뢰,2013,2일이내,지능범죄,0
증수뢰,2013,3일이내,지능범죄,0
증수뢰,2013,10일이내,지능범죄,2
증수뢰,2013,1개월이내,지능범죄,6
증수뢰,2013,3개월이내,지능범죄,26
증수뢰,2013,6개월이내,지능범죄,20
증수뢰,2013,1년이내,지능범죄,40
증수뢰,2013,1년초과,지능범죄,134
통화,2013,1일이내,지능범죄,29
통화,2013,2일이내,지능범죄,6
통화,2013,3일이내,지능범죄,6
통화,2013,10일이내,지능범죄,31
통화,2013,1개월이내,지능범죄,41
통화,2013,3개월이내,지능범죄,48
통화,2013,6개월이내,지능범죄,14
통화,2013,1년이내,지능범죄,5
통화,2013,1년초과,지능범죄,18
문서·인장,2013,1일이내,지능범죄,777
문서·인장,2013,2일이내,지능범죄,45
문서·인장,2013,3일이내,지능범죄,46
문서·인장,2013,10일이내,지능범죄,304
문서·인장,2013,1개월이내,지능범죄,950
문서·인장,2013,3개월이내,지능범죄,1748
문서·인장,2013,6개월이내,지능범죄,1295
문서·인장,2013,1년이내,지능범죄,1794
문서·인장,2013,1년초과,지능범죄,5079
유가증권인지,2013,1일이내,지능범죄,8
유가증권인지,2013,2일이내,지능범죄,1
유가증권인지,2013,3일이내,지능범죄,0
유가증권인지,2013,10일이내,지능범죄,7
유가증권인지,2013,1개월이내,지능범죄,10
유가증권인지,2013,3개월이내,지능범죄,33
유가증권인지,2013,6개월이내,지능범죄,44
유가증권인지,2013,1년이내,지능범죄,49
유가증권인지,2013,1년초과,지능범죄,160
사기,2013,1일이내,지능범죄,13247
사기,2013,2일이내,지능범죄,294
사기,2013,3일이내,지능범죄,198
사기,2013,10일이내,지능범죄,1983
사기,2013,1개월이내,지능범죄,10921
사기,2013,3개월이내,지능범죄,30317
사기,2013,6개월이내,지능범죄,22102
사기,2013,1년이내,지능범죄,25364
사기,2013,1년초과,지능범죄,61561
사기,2013,미상,지능범죄,0
횡령,2013,1일이내,지능범죄,992
횡령,2013,2일이내,지능범죄,176
횡령,2013,3일이내,지능범죄,158
횡령,2013,10일이내,지능범죄,871
횡령,2013,1개월이내,지능범죄,1840
횡령,2013,3개월이내,지능범죄,3977
횡령,2013,6개월이내,지능범죄,3354
횡령,2013,1년이내,지능범죄,3680
횡령,2013,1년초과,지능범죄,8660
횡령,2013,미상,지능범죄,0
배임,2013,1일이내,지능범죄,0
배임,2013,2일이내,지능범죄,3
배임,2013,3일이내,지능범죄,0
배임,2013,10일이내,지능범죄,14
배임,2013,1개월이내,지능범죄,72
배임,2013,3개월이내,지능범죄,416
배임,2013,6개월이내,지능범죄,429
배임,2013,1년이내,지능범죄,647
배임,2013,1년초과,지능범죄,2460
배임,2013,미상,지능범죄,0
성풍속범죄,2013,1일이내,풍속범죄,3626
성풍속범죄,2013,2일이내,풍속범죄,206
성풍속범죄,2013,3일이내,풍속범죄,210
성풍속범죄,2013,10일이내,풍속범죄,1712
성풍속범죄,2013,1개월이내,풍속범죄,3672
성풍속범죄,2013,3개월이내,풍속범죄,4448
성풍속범죄,2013,6개월이내,풍속범죄,1665
성풍속범죄,2013,1년이내,풍속범죄,919
성풍속범죄,2013,1년초과,풍속범죄,883
도박범죄,2013,1일이내,풍속범죄,4145
도박범죄,2013,2일이내,풍속범죄,85
도박범죄,2013,3일이내,풍속범죄,84
도박범죄,2013,10일이내,풍속범죄,538
도박범죄,2013,1개월이내,풍속범죄,614
도박범죄,2013,3개월이내,풍속범죄,558
도박범죄,2013,6개월이내,풍속범죄,290
도박범죄,2013,1년이내,풍속범죄,318
도박범죄,2013,1년초과,풍속범죄,1236
특별경제범죄,2013,1일이내,특별경제범죄,12948
특별경제범죄,2013,2일이내,특별경제범죄,207
특별경제범죄,2013,3일이내,특별경제범죄,237
특별경제범죄,2013,10일이내,특별경제범죄,1703
특별경제범죄,2013,1개월이내,특별경제범죄,4967
특별경제범죄,2013,3개월이내,특별경제범죄,11783
특별경제범죄,2013,6개월이내,특별경제범죄,7975
특별경제범죄,2013,1년이내,특별경제범죄,5059
특별경제범죄,2013,1년초과,특별경제범죄,7810
특별경제범죄,2013,미상,특별경제범죄,0
마약범죄,2013,1일이내,마약범죄,714
마약범죄,2013,2일이내,마약범죄,102
마약범죄,2013,3일이내,마약범죄,82
마약범죄,2013,10일이내,마약범죄,261
마약범죄,2013,1개월이내,마약범죄,510
마약범죄,2013,3개월이내,마약범죄,999
마약범죄,2013,6개월이내,마약범죄,725
마약범죄,2013,1년이내,마약범죄,542
마약범죄,2013,1년초과,마약범죄,494
마약범죄,2013,미상,마약범죄,0
보건범죄,2013,1일이내,보건범죄,2505
보건범죄,2013,2일이내,보건범죄,509
보건범죄,2013,3일이내,보건범죄,490
보건범죄,2013,10일이내,보건범죄,1930
보건범죄,2013,1개월이내,보건범죄,5314
보건범죄,2013,3개월이내,보건범죄,3707
보건범죄,2013,6개월이내,보건범죄,2160
보건범죄,2013,1년이내,보건범죄,1306
보건범죄,2013,1년초과,보건범죄,2179
보건범죄,2013,미상,보건범죄,0
환경범죄,2013,1일이내,환경범죄,369
환경범죄,2013,2일이내,환경범죄,32
환경범죄,2013,3일이내,환경범죄,26
환경범죄,2013,10일이내,환경범죄,269
환경범죄,2013,1개월이내,환경범죄,816
환경범죄,2013,3개월이내,환경범죄,1527
환경범죄,2013,6개월이내,환경범죄,392
환경범죄,2013,1년이내,환경범죄,422
환경범죄,2013,1년초과,환경범죄,199
교통범죄,2013,1일이내,교통범죄,374092
교통범죄,2013,2일이내,교통범죄,17095
교통범죄,2013,3일이내,교통범죄,17409
교통범죄,2013,10일이내,교통범죄,54978
교통범죄,2013,1개월이내,교통범죄,35983
교통범죄,2013,3개월이내,교통범죄,13193
교통범죄,2013,6개월이내,교통범죄,2201
교통범죄,2013,1년이내,교통범죄,1253
교통범죄,2013,1년초과,교통범죄,6748
교통범죄,2013,미상,교통범죄,0
노동범죄,2013,1일이내,노동범죄,240
노동범죄,2013,2일이내,노동범죄,15
노동범죄,2013,3일이내,노동범죄,8
노동범죄,2013,10일이내,노동범죄,65
노동범죄,2013,1개월이내,노동범죄,123
노동범죄,2013,3개월이내,노동범죄,219
노동범죄,2013,6개월이내,노동범죄,231
노동범죄,2013,1년이내,노동범죄,237
노동범죄,2013,1년초과,노동범죄,548
안보범죄,2013,1일이내,안보범죄,7
안보범죄,2013,2일이내,안보범죄,1
안보범죄,2013,3일이내,안보범죄,0
안보범죄,2013,10일이내,안보범죄,1
안보범죄,2013,1개월이내,안보범죄,5
안보범죄,2013,3개월이내,안보범죄,12
안보범죄,2013,6개월이내,안보범죄,10
안보범죄,2013,1년이내,안보범죄,12
안보범죄,2013,1년초과,안보범죄,69
선거범죄,2013,1일이내,선거범죄,18
선거범죄,2013,2일이내,선거범죄,3
선거범죄,2013,3일이내,선거범죄,1
선거범죄,2013,10일이내,선거범죄,12
선거범죄,2013,1개월이내,선거범죄,59
선거범죄,2013,3개월이내,선거범죄,98
선거범죄,2013,6개월이내,선거범죄,37
선거범죄,2013,1년이내,선거범죄,12
선거범죄,2013,1년초과,선거범죄,10
병역범죄,2013,1일이내,병역범죄,50
병역범죄,2013,2일이내,병역범죄,56
병역범죄,2013,3일이내,병역범죄,49
병역범죄,2013,10일이내,병역범죄,505
병역범죄,2013,1개월이내,병역범죄,3688
병역범죄,2013,3개월이내,병역범죄,9619
병역범죄,2013,6개월이내,병역범죄,2601
병역범죄,2013,1년이내,병역범죄,2408
병역범죄,2013,1년초과,병역범죄,3537
병역범죄,2013,미상,병역범죄,0
기타범죄,2013,1일이내,기타범죄,43082
기타범죄,2013,2일이내,기타범죄,1607
기타범죄,2013,3일이내,기타범죄,1860
기타범죄,2013,10일이내,기타범죄,11207
기타범죄,2013,1개월이내,기타범죄,22520
기타범죄,2013,3개월이내,기타범죄,31386
기타범죄,2013,6개월이내,기타범죄,17311
기타범죄,2013,1년이내,기타범죄,15353
기타범죄,2013,1년초과,기타범죄,29274
기타범죄,2013,미상,기타범죄,0
살인기수,2014,1일이내,강력범죄,213
살인기수,2014,2일이내,강력범죄,18
살인기수,2014,3일이내,강력범죄,14
살인기수,2014,10일이내,강력범죄,31
살인기수,2014,1개월이내,강력범죄,28
살인기수,2014,3개월이내,강력범죄,25
살인기수,2014,6개월이내,강력범죄,12
살인기수,2014,1년이내,강력범죄,11
살인기수,2014,1년초과,강력범죄,12
살인미수등,2014,1일이내,강력범죄,372
살인미수등,2014,2일이내,강력범죄,12
살인미수등,2014,3일이내,강력범죄,8
살인미수등,2014,10일이내,강력범죄,38
살인미수등,2014,1개월이내,강력범죄,24
살인미수등,2014,3개월이내,강력범죄,23
살인미수등,2014,6개월이내,강력범죄,15
살인미수등,2014,1년이내,강력범죄,9
살인미수등,2014,1년초과,강력범죄,36
강도,2014,1일이내,강력범죄,532
강도,2014,2일이내,강력범죄,64
강도,2014,3일이내,강력범죄,65
강도,2014,10일이내,강력범죄,228
강도,2014,1개월이내,강력범죄,239
강도,2014,3개월이내,강력범죄,198
강도,2014,6개월이내,강력범죄,65
강도,2014,1년이내,강력범죄,42
강도,2014,1년초과,강력범죄,113
강도,2014,미상,강력범죄,0
강간·강제추행,2014,1일이내,강력범죄,0
강간·강제추행,2014,2일이내,강력범죄,0
강간·강제추행,2014,3일이내,강력범죄,0
강간·강제추행,2014,10일이내,강력범죄,0
강간·강제추행,2014,1개월이내,강력범죄,0
강간·강제추행,2014,3개월이내,강력범죄,0
강간·강제추행,2014,6개월이내,강력범죄,0
강간·강제추행,2014,1년이내,강력범죄,0
강간·강제추행,2014,1년초과,강력범죄,0
강간,2014,1일이내,강력범죄,1179
강간,2014,2일이내,강력범죄,124
강간,2014,3일이내,강력범죄,104
강간,2014,10일이내,강력범죄,579
강간,2014,1개월이내,강력범죄,976
강간,2014,3개월이내,강력범죄,996
강간,2014,6개월이내,강력범죄,438
강간,2014,1년이내,강력범죄,294
강간,2014,1년초과,강력범죄,361
유사강간,2014,1일이내,강력범죄,96
유사강간,2014,2일이내,강력범죄,17
유사강간,2014,3일이내,강력범죄,9
유사강간,2014,10일이내,강력범죄,40
유사강간,2014,1개월이내,강력범죄,73
유사강간,2014,3개월이내,강력범죄,58
유사강간,2014,6개월이내,강력범죄,34
유사강간,2014,1년이내,강력범죄,19
유사강간,2014,1년초과,강력범죄,13
강제추행,2014,1일이내,강력범죄,6197
강제추행,2014,2일이내,강력범죄,261
강제추행,2014,3일이내,강력범죄,249
강제추행,2014,10일이내,강력범죄,1364
강제추행,2014,1개월이내,강력범죄,2101
강제추행,2014,3개월이내,강력범죄,1824
강제추행,2014,6개월이내,강력범죄,666
강제추행,2014,1년이내,강력범죄,480
강제추행,2014,1년초과,강력범죄,442
기타 강간·강제추행등,2014,1일이내,강력범죄,286
기타 강간·강제추행등,2014,2일이내,강력범죄,25
기타 강간·강제추행등,2014,3일이내,강력범죄,26
기타 강간·강제추행등,2014,10일이내,강력범죄,98
기타 강간·강제추행등,2014,1개월이내,강력범죄,159
기타 강간·강제추행등,2014,3개월이내,강력범죄,146
기타 강간·강제추행등,2014,6개월이내,강력범죄,71
기타 강간·강제추행등,2014,1년이내,강력범죄,48
기타 강간·강제추행등,2014,1년초과,강력범죄,178
방화,2014,1일이내,강력범죄,880
방화,2014,2일이내,강력범죄,37
방화,2014,3일이내,강력범죄,26
방화,2014,10일이내,강력범죄,117
방화,2014,1개월이내,강력범죄,144
방화,2014,3개월이내,강력범죄,136
방화,2014,6개월이내,강력범죄,53
방화,2014,1년이내,강력범죄,11
방화,2014,1년초과,강력범죄,15
절도범죄,2014,1일이내,절도범죄,22675
절도범죄,2014,2일이내,절도범죄,3369
절도범죄,2014,3일이내,절도범죄,2752
절도범죄,2014,10일이내,절도범죄,16664
절도범죄,2014,1개월이내,절도범죄,25715
절도범죄,2014,3개월이내,절도범죄,24237
절도범죄,2014,6개월이내,절도범죄,10460
절도범죄,2014,1년이내,절도범죄,6852
절도범죄,2014,1년초과,절도범죄,6742
절도범죄,2014,미상,절도범죄,1
상해,2014,1일이내,폭력범죄,19286
상해,2014,2일이내,폭력범죄,1020
상해,2014,3일이내,폭력범죄,1327
상해,2014,10일이내,폭력범죄,7538
상해,2014,1개월이내,폭력범죄,9727
상해,2014,3개월이내,폭력범죄,6001
상해,2014,6개월이내,폭력범죄,1485
상해,2014,1년이내,폭력범죄,787
상해,2014,1년초과,폭력범죄,1006
상해,2014,미상,폭력범죄,0
폭행,2014,1일이내,폭력범죄,78872
폭행,2014,2일이내,폭력범죄,2314
폭행,2014,3일이내,폭력범죄,3574
폭행,2014,10일이내,폭력범죄,13974
폭행,2014,1개월이내,폭력범죄,13587
폭행,2014,3개월이내,폭력범죄,7543
폭행,2014,6개월이내,폭력범죄,1645
폭행,2014,1년이내,폭력범죄,789
폭행,2014,1년초과,폭력범죄,794
폭행,2014,미상,폭력범죄,0
체포·감금,2014,1일이내,폭력범죄,333
체포·감금,2014,2일이내,폭력범죄,19
체포·감금,2014,3일이내,폭력범죄,18
체포·감금,2014,10일이내,폭력범죄,63
체포·감금,2014,1개월이내,폭력범죄,115
체포·감금,2014,3개월이내,폭력범죄,143
체포·감금,2014,6개월이내,폭력범죄,60
체포·감금,2014,1년이내,폭력범죄,53
체포·감금,2014,1년초과,폭력범죄,60
협박,2014,1일이내,폭력범죄,1241
협박,2014,2일이내,폭력범죄,51
협박,2014,3일이내,폭력범죄,64
협박,2014,10일이내,폭력범죄,443
협박,2014,1개월이내,폭력범죄,850
협박,2014,3개월이내,폭력범죄,984
협박,2014,6개월이내,폭력범죄,399
협박,2014,1년이내,폭력범죄,262
협박,2014,1년초과,폭력범죄,282
약취·유인,2014,1일이내,폭력범죄,47
약취·유인,2014,2일이내,폭력범죄,5
약취·유인,2014,3일이내,폭력범죄,4
약취·유인,2014,10일이내,폭력범죄,12
약취·유인,2014,1개월이내,폭력범죄,32
약취·유인,2014,3개월이내,폭력범죄,27
약취·유인,2014,6개월이내,폭력범죄,18
약취·유인,2014,1년이내,폭력범죄,6
약취·유인,2014,1년초과,폭력범죄,21
폭력행위등,2014,1일이내,폭력범죄,18401
폭력행위등,2014,2일이내,폭력범죄,579
폭력행위등,2014,3일이내,폭력범죄,767
폭력행위등,2014,10일이내,폭력범죄,3769
폭력행위등,2014,1개월이내,폭력범죄,4854
폭력행위등,2014,3개월이내,폭력범죄,3634
폭력행위등,2014,6개월이내,폭력범죄,1169
폭력행위등,2014,1년이내,폭력범죄,742
폭력행위등,2014,1년초과,폭력범죄,936
폭력행위등,2014,미상,폭력범죄,0
공갈,2014,1일이내,폭력범죄,335
공갈,2014,2일이내,폭력범죄,30
공갈,2014,3일이내,폭력범죄,28
공갈,2014,10일이내,폭력범죄,201
공갈,2014,1개월이내,폭력범죄,498
