시도명,폐기물위험수치
경기도,3.999502246964108
서울특별시,2.4130562886677165
경상남도,0.9896282624880872
경상북도,0.9179562596708489
부산광역시,0.8947112405105233
인천광역시,0.7493784298931909
대구광역시,0.6866955335468096
전라남도,0.651764973678849
전라북도,0.6129042113200979
충청남도,0.5664133302463735
강원도,0.54954990845926
충청북도,0.5245031128245001
대전광역시,0.45044352388340914
제주특별자치도,0.44225588014103034
광주광역시,0.3981809370919661
울산광역시,0.32269570332955555
세종특별자치시,0.13901776702441912
