iter	Logloss
320	0.5618614771
321	0.5615630416
322	0.5613416213
323	0.5610446529
324	0.5607489015
325	0.5604879354
326	0.560155623
327	0.5598246823
328	0.5595991967
329	0.5593058965
330	0.5590583625
331	0.5587298471
332	0.5584837474
333	0.5582548353
334	0.5579637983
335	0.5577360641
336	0.5574464748
337	0.5571210417
338	0.5567969651
339	0.5564742256
340	0.5561867394
341	0.5559444576
342	0.5556583762
343	0.5554655091
344	0.55522453
345	0.5549400149
346	0.5547158625
347	0.5544327632
348	0.5541141723
349	0.5538983155
350	0.5535813131
351	0.5532656646
352	0.5529848602
353	0.5526708064
354	0.5523914765
355	0.5521699764
356	0.5518920081
357	0.5516151785
358	0.5513395061
359	0.5510649628
360	0.5508518827
361	0.5506396536
362	0.5503292239
363	0.5500200875
364	0.549712239
365	0.5494933651
366	0.5491870621
367	0.5488820298
368	0.5485782679
369	0.5483609787
370	0.5481445695
371	0.5478740015
372	0.5476045417
373	0.5473727251
374	0.5471418191
375	0.5469272588
376	0.5466270344
377	0.5463596025
378	0.5460932659
379	0.5458644263
380	0.5455994099
381	0.5453716398
382	0.5450743665
383	0.5447783313
384	0.5445523482
385	0.5443447107
386	0.5440819162
387	0.5438201979
388	0.5435266292
389	0.5432662537
390	0.5430601807
391	0.5428401337
392	0.5426299794
393	0.5423992637
394	0.5421511604
395	0.5420130657
396	0.5417904559
397	0.5415003023
398	0.5412927544
399	0.5410354426
400	0.5408145858
401	0.5405265352
402	0.5402707242
403	0.5399841442
404	0.539698757
405	0.5394445159
406	0.5391605853
407	0.5388778525
408	0.538660192
409	0.538379027
410	0.5381620244
411	0.5379459341
412	0.5376941689
413	0.5374782893
414	0.5371994537
415	0.5369979526
416	0.5367834545
417	0.5365828667
418	0.5363743974
419	0.5361747662
420	0.5359616086
421	0.5357125402
422	0.5355004242
423	0.5352891612
424	0.5350414759
425	0.534766785
426	0.5345687668
427	0.5343786913
428	0.5341055667
429	0.5339214708
430	0.5337217107
431	0.5334502389
432	0.5332419846
433	0.533034576
434	0.5327650061
435	0.5325297642
436	0.5322854886
437	0.53201753
438	0.5317506856
439	0.5314849509
440	0.5312515329
441	0.5310563556
442	0.5308600786
443	0.5305961215
444	0.5303644716
445	0.5301230692
446	0.5298607028
447	0.5295994122
448	0.5293392078
449	0.5290994851
450	0.5289055929
451	0.5286764655
452	0.5284838086
453	0.5283729515
454	0.5281800825
455	0.5279879815
456	0.5277306908
457	0.5275300618
458	0.5273302476
459	0.5271392885
460	0.5269261494
461	0.5266894514
462	0.5264537218
463	0.5262189566
464	0.5259645681
465	0.5257529893
466	0.525499849
467	0.5253024987
468	0.5250694971
469	0.5248689394
470	0.5246803053
471	0.5244486594
472	0.5241978082
473	0.5239479991
474	0.5237528105
475	0.5235584144
476	0.5233103625
477	0.5230806308
478	0.5228930018
479	0.5226999852
480	0.5224537408
481	0.5222085191
482	0.5220246246
483	0.5218341428
484	0.5216429484
485	0.5214155438
486	0.5212253079
487	0.5210358088
488	0.5207931951
489	0.5206048241
490	0.5203818072
491	0.5201982358
492	0.5199814073
493	0.5197738066
494	0.5195886646
495	0.5193639114
496	0.5191239026
497	0.5189398095
498	0.5187009748
499	0.5184631403
500	0.518277666
501	0.5180947395
502	0.5178719996
503	0.5177166685
504	0.5174807804
505	0.5172883347
506	0.5170670268
507	0.5168325319
508	0.5166529175
509	0.5164740289
510	0.5162541729
511	0.5160714025
512	0.5158525911
513	0.5156707006
514	0.5154895482
515	0.5152793426
516	0.5150477955
517	0.514838615
518	0.5146302811
519	0.5144000861
520	0.5142209379
521	0.5140425167
522	0.5138626219
523	0.5136465777
524	0.5134400259
525	0.5132250839
526	0.5130293016
527	0.5128154357
528	0.5126369408
529	0.5124240877
530	0.5122121045
531	0.5120356587
532	0.5118395893
533	0.5116640301
534	0.5114534128
535	0.5112275483
536	0.51103282
537	0.5108559656
538	0.5106798171
539	0.5104873218
540	0.5102784579
541	0.5100817926
542	0.5098860053
543	0.5096623978
544	0.5094397173
545	0.5092179598
546	0.5090898092
547	0.5089175473
548	0.5087431465
549	0.5085229952
550	0.5083164007
551	0.5081106502
552	0.5079373503
553	0.5077664393
554	0.5075480824
555	0.5073306023
556	0.5071609869
557	0.5069681593
558	0.5067641698
559	0.5065610136
560	0.5063586871
561	0.5061431655
562	0.5059418376
563	0.505770394
564	0.5056030239
565	0.5054352473
566	0.5052214052
567	0.505008449
568	0.5048133889
569	0.5046138932
570	0.5044116411
571	0.5042131309
572	0.5041211949
573	0.5039553333
574	0.5037578042
575	0.5035473738
576	0.503405353
577	0.5031959682
578	0.5030267171
579	0.5028624792
580	0.5027501285
581	0.5025668952
582	0.5023797599
583	0.5022614096
584	0.5021561601
585	0.5019606648
586	0.5017659675
587	0.5015590823
588	0.5013959957
589	0.5012284088
590	0.5010349606
591	0.500842302
592	0.5006801735
593	0.5004749766
594	0.5002903514
595	0.5001239568
596	0.4999199834
597	0.4997590944
598	0.4995681202
599	0.4994080118
600	0.4992131104
601	0.499023232
602	0.4989368949
603	0.4987576488
604	0.4986431481
605	0.4984782168
606	0.4983200862
607	0.4981558406
608	0.4980098394
609	0.4978463092
610	0.4976541685
611	0.4974532577
612	0.49729463
613	0.497094806
614	0.4969323635
615	0.496733522
616	0.4965718524
617	0.4964157094
618	0.4962331033
619	0.496046433
620	0.4959030002
621	0.4957463588
622	0.495585753
623	0.4954001655
624	0.495240313
625	0.4950556178
626	0.4948593253
627	0.4946755318
628	0.494520261
629	0.4943373334
630	0.4941424448
631	0.4939888819
632	0.4938347798
633	0.4936820093
634	0.4935003621
635	0.4933194557
636	0.4931392871
637	0.4929811726
638	0.4928285083
639	0.4926357215
640	0.4924955922
641	0.4923659445
642	0.4922087951
643	0.4920301304
644	0.4918522137
645	0.4916669583
646	0.4914899061
647	0.491298975
648	0.4911088329
649	0.4909589803
650	0.4907830616
651	0.4906245091
652	0.4904753164
653	0.4903267075
654	0.4901761759
655	0.4900015146
656	0.48981325
657	0.4896580082
658	0.4895375285
659	0.4894158207
660	0.4892613275
661	0.4890878551
662	0.4889409016
663	0.488790986
664	0.4886449134
665	0.4884725509
666	0.4883241868
667	0.4881764241
668	0.4880313814
669	0.4878600526
670	0.4877131469
671	0.4875866734
672	0.4875083153
673	0.4873745853
674	0.4872714579
675	0.4871084412
676	0.486955804
677	0.4867715829
678	0.4866740761
679	0.4865043473
680	0.4863211122
681	0.4861522072
682	0.4860074121
683	0.4858253173
684	0.4856739276
685	0.4855304076
686	0.4853493075
687	0.4851986863
688	0.4850552411
689	0.4849052819
690	0.484725447
691	0.4845840493
692	0.4844176548
693	0.4842684889
694	0.4841199177
695	0.4839719389
696	0.4838128203
697	0.4836708891
698	0.4834928585
699	0.483390226
700	0.4832130958
701	0.4830471329
702	0.482900256
703	0.4827241328
704	0.4825847981
705	0.4824386349
706	0.4822634856
707	0.4820987855
708	0.4819602549
709	0.4818222824
710	0.4816769476
711	0.4815497099
712	0.4814125714
713	0.481249727
714	0.4811133703
715	0.4809775611
716	0.4808330256
717	0.4806943944
718	0.4805314679
719	0.4804205504
720	0.4802583248
721	0.4800967507
722	0.4799428019
723	0.4797706171
724	0.4795991421
725	0.4794283866
726	0.4792583349
727	0.4791244853
728	0.4790100338
729	0.4789341257
730	0.4787978889
731	0.4786649768
732	0.4785325998
733	0.4783748011
734	0.4782152153
735	0.4780562695
736	0.4779597814
737	0.477801544
738	0.4776439458
739	0.4774764306
740	0.4773201556
741	0.477153455
742	0.4770113596
743	0.476877266
744	0.4767115959
745	0.4765466084
746	0.4764121113
747	0.4762479181
748	0.4760821678
749	0.4759411249
750	0.4757854705
751	0.4756561429
752	0.4755273422
753	0.4753950599
754	0.4752669169
755	0.4751043254
756	0.4749515897
757	0.4747972385
758	0.4746355509
759	0.474474529
760	0.4743141702
761	0.474154489
762	0.4740011922
763	0.4738616245
764	0.4737226129
765	0.4735841555
766	0.4734540474
767	0.4732915305
768	0.4731864004
769	0.4730558699
770	0.472926642
771	0.4727688927
772	0.4726170938
773	0.4724796673
774	0.472328588
775	0.4721718312
776	0.4720214785
777	0.4718717373
778	0.4717158489
779	0.4715880858
780	0.4714355796
781	0.4712806768
782	0.4711288778
783	0.4709926758
784	0.4708885706
785	0.4707346377
786	0.4705991011
787	0.4704508678
788	0.4703270376
789	0.4701740489
790	0.4700216895
791	0.4698699737
792	0.4697227572
793	0.4695761391
794	0.4694743425
795	0.4693235899
796	0.4691892481
797	0.4690434435
798	0.4689293508
799	0.4688070734
800	0.4686503984
801	0.4685294801
802	0.4683959459
803	0.4682629436
804	0.4681587877
805	0.4680142771
806	0.4678933128
807	0.4677494774
808	0.4676254472
809	0.4675408947
810	0.4673923319
811	0.4672493093
812	0.4671173543
813	0.4669974809
814	0.4668552293
815	0.4667363318
816	0.4666050412
817	0.4664576849
818	0.4663532942
819	0.4662226679
820	0.4660925619
821	0.4659533937
822	0.4658123801
823	0.4657140323
824	0.46559579
825	0.4654739699
826	0.465328182
827	0.4652253794
828	0.4650962087
829	0.4649675525
830	0.4648585212
831	0.4647137932
832	0.4646399279
833	0.4645193699
834	0.4643754998
835	0.4642476694
836	0.4641310072
837	0.4640233656
838	0.4638804229
839	0.4637380672
840	0.4636188706
841	0.4634772889
842	0.4633570947
843	0.4632416939
844	0.4631233737
845	0.463005532
846	0.4628650765
847	0.4627383409
848	0.4625999167
849	0.4624602349
850	0.4623458088
851	0.4622197132
852	0.462094119
853	0.4619553008
854	0.4618302831
855	0.461716436
856	0.4615791828
857	0.4614412355
858	0.4613251264
859	0.4611885912
860	0.4610514701
861	0.4609360808
862	0.4608105403
863	0.4606748171
864	0.460539645
865	0.4604249172
866	0.4603493013
867	0.4602134669
868	0.4600790547
869	0.4599451882
870	0.4598155956
871	0.4596920309
872	0.4595589123
873	0.4594430875
874	0.4593106193
875	0.459199237
876	0.4590858646
877	0.4589540748
878	0.4588886426
879	0.4587758619
880	0.4586635375
881	0.4585409033
882	0.4584290868
883	0.4583177224
884	0.4581956543
885	0.4580647827
886	0.4579315336
887	0.457799728
888	0.457667114
889	0.4575366849
890	0.4574264093
891	0.4572965742
892	0.4572051278
893	0.4570961489
894	0.4569645688
895	0.45685516
896	0.4567468039
897	0.4566258116
898	0.4564969818
899	0.4563891457
900	0.4562647197
901	0.45614434
902	0.4560358761
903	0.4558937302
904	0.4557636495
905	0.4556568948
906	0.455529612
907	0.4553947199
908	0.4552671833
909	0.4551270813
910	0.455021426
911	0.454882095
912	0.4548211932
913	0.4547161917
914	0.4545874526
915	0.454461269
916	0.4543331317
917	0.4542141648
918	0.4540878803
919	0.4539779829
920	0.4538541435
921	0.4537358545
922	0.4536103431
923	0.4535877074
924	0.4534700018
925	0.4533663902
926	0.4532491134
927	0.4531323034
928	0.45300553
929	0.4528809155
930	0.4527778804
931	0.4526752598
932	0.4525591066
933	0.4524433686
934	0.4523280911
935	0.4522094622
936	0.4520837901
937	0.4519818989
938	0.4518756684
939	0.4517506489
940	0.4516805655
941	0.4515573021
942	0.4514526147
943	0.4513299155
944	0.4512251302
945	0.4511085581
946	0.4510081483
947	0.4508862201
948	0.4507719771
949	0.4506506121
950	0.4505303374
951	0.4504019948
952	0.4502813273
953	0.4501579378
954	0.4500444258
955	0.449945098
956	0.4498461686
957	0.4497476284
958	0.4496345871
959	0.4495148389
960	0.4494023134
961	0.4492902354
962	0.4491711093
963	0.4490524653
964	0.4489409459
965	0.4488298767
966	0.4487636074
967	0.4486610525
968	0.4485504701
969	0.4484825313
970	0.4483515747
971	0.4482966529
972	0.4482388844
973	0.4481417223
974	0.4480443028
975	0.4479268117
976	0.4477970907
977	0.4476762358
978	0.4476152049
979	0.4475456886
980	0.4474790026
981	0.4473632111
982	0.4472671847
983	0.4471716176
984	0.447055118
985	0.4469403877
986	0.4468205493
987	0.4467199956
988	0.4466105818
989	0.4465416272
990	0.4464326858
991	0.4463667155
992	0.4462478459
993	0.4461245313
994	0.4460161515
995	0.4458979427
996	0.4458037313
997	0.4457098975
998	0.4455923076
999	0.4455108083
1000	0.4453956331
1001	0.4453024528
1002	0.44525385
1003	0.4451462161
1004	0.4450666953
1005	0.4449741114
1006	0.4448950498
1007	0.4448559055
1008	0.4447638531
1009	0.4446474653
1010	0.444533196
1011	0.4444785968
1012	0.444357508
1013	0.4442438043
1014	0.4441371294
1015	0.4440308788
1016	0.4440211635
1017	0.4439355512
1018	0.443822512
1019	0.4437099305
1020	0.4436189161
1021	0.4435085893
1022	0.4434108873
1023	0.4432959197
1024	0.4432056273
1025	0.4430911799
1026	0.4429794533
1027	0.4429434047
1028	0.4428321547
1029	0.4427694833
1030	0.4426642268
1031	0.4425746387
1032	0.4424697993
1033	0.442356268
1034	0.4422457471
1035	0.4421566273
1036	0.4420481396
1037	0.4419595783
1038	0.441855311
1039	0.4417425737
1040	0.441654428
1041	0.4415506315
1042	0.441457585
1043	0.4413542381
1044	0.4412769607
1045	0.4411650384
1046	0.4411110038
1047	0.4410016413
1048	0.4408988495
1049	0.4408220335
1050	0.4407348046
1051	0.4406397007
1052	0.4405449805
1053	0.4404343269
1054	0.440324123
1055	0.4402219334
1056	0.4401134289
1057	0.4400194542
1058	0.4399282638
1059	0.4398203095
1060	0.4397109619
1061	0.439609388
1062	0.439568893
1063	0.439461522
1064	0.4393754737
1065	0.4392823171
1066	0.4391737631
1067	0.4390984632
1068	0.4390123658
1069	0.4389187686
1070	0.4388108679
1071	0.4387257594
1072	0.4386183587
1073	0.4385114059
1074	0.4384048894
1075	0.4382988074
1076	0.4382408462
1077	0.4381402183
1078	0.4380509829
1079	0.4379665695
1080	0.4378605737
1081	0.4377691611
1082	0.4376845227
1083	0.4375844116
1084	0.4375005882
1085	0.4373955042
1086	0.4372958352
1087	0.4371965622
1088	0.4371058925
1089	0.4370007687
1090	0.4368967396
1091	0.4367924601
1092	0.4366886058
1093	0.4366397942
1094	0.4365411972
1095	0.4364906845
1096	0.4364713211
1097	0.4363815314
1098	0.4362833613
1099	0.436179025
1100	0.4361287969
1101	0.4360261732
1102	0.4359434826
1103	0.4358458096
1104	0.4357567531
1105	0.435654799
1106	0.4355591923
1107	0.4354577174
1108	0.4353541906
1109	0.4352510822
1110	0.4351501453
1111	0.4350496197
1112	0.4349780672
1113	0.4348780181
1114	0.4347783767
1115	0.4346815956
1116	0.4345824234
1117	0.4344947993
1118	0.4344133245
1119	0.4343110527
1120	0.4342108855
1121	0.434153787
1122	0.4340668056
1123	0.4339529946
1124	0.4338819571
1125	0.4337930193
1126	0.4337212307
1127	0.4336650825
1128	0.4335850745
1129	0.4334872149
1130	0.4334653557
1131	0.4334175478
1132	0.4333203038
1133	0.4332234567
1134	0.4331270038
1135	0.4330309436
1136	0.4329297432
1137	0.4328340728
1138	0.4327387825
1139	0.4326432887
1140	0.4325862751
1141	0.4324911709
1142	0.4323963678
1143	0.4323259185
1144	0.4322313416
1145	0.4321309679
1146	0.4320192785
1147	0.4319403361
1148	0.4318463173
1149	0.4317526812
1150	0.4316417345
1151	0.4315586781
1152	0.4314590498
1153	0.43137831
1154	0.4312919042
1155	0.4311988944
1156	0.4311210345
1157	0.4310270836
1158	0.4309281565
1159	0.4308188641
1160	0.4307348891
1161	0.4306426055
1162	0.4305491917
1163	0.4304508648
1164	0.4303529349
1165	0.4302611833
1166	0.4302410638
1167	0.4301724378
1168	0.4300795865
1169	0.4299871038
1170	0.4298920772
1171	0.429811229
1172	0.429728227
1173	0.4296310511
1174	0.4295545628
1175	0.42947838
1176	0.4293863826
1177	0.4293081399
1178	0.4292115855
1179	0.4291209107
1180	0.4290386713
1181	0.4289484808
1182	0.4288524354
1183	0.4287610151
1184	0.4286855312
1185	0.4286295505
1186	0.4285520342
1187	0.4284624029
1188	0.4283731246
1189	0.4282665489
1190	0.4281756698
1191	0.4281315017
1192	0.4280566815
1193	0.4279615452
1194	0.4278870611
1195	0.4277965824
1196	0.4277099166
1197	0.4276215629
1198	0.4275335682
1199	0.4274798938
1200	0.4273923057
1201	0.4273184825
1202	0.4272240874
1203	0.4271342144
1204	0.4270607309
1205	0.4269736889
1206	0.4268798123
1207	0.4267863145
1208	0.4267559004
1209	0.4266627982
1210	0.4265755271
1211	0.4265067464
1212	0.4264166438
1213	0.4263389075
1214	0.4262525256
1215	0.4261633632
1216	0.4260710173
1217	0.4259790411
1218	0.4258931524
1219	0.4258209158
1220	0.4257322199
1221	0.4256527308
1222	0.4256099269
1223	0.4255340715
1224	0.4254457771
1225	0.4253578273
1226	0.4252860955
1227	0.4252011345
1228	0.4251165204
1229	0.4250253535
1230	0.424974392
1231	0.4249356813
1232	0.4248509065
1233	0.4247868908
1234	0.4247572886
1235	0.4247261916
1236	0.4246422181
1237	0.424586987
1238	0.4244996992
1239	0.42442888
1240	0.4243419348
1241	0.4242869371
1242	0.4242003624
1243	0.4241247375
1244	0.4240467087
1245	0.4239567241
1246	0.4238893378
1247	0.4238032372
1248	0.4237751149
1249	0.423742137
1250	0.4236410567
1251	0.4235553884
1252	0.42347006
1253	0.423391786
1254	0.4233144204
1255	0.4232447492
1256	0.4231597925
1257	0.423075173
1258	0.4230057837
1259	0.4229231795
1260	0.4228540996
1261	0.4227698425
1262	0.4226803167
1263	0.422580713
1264	0.4224930469
1265	0.4223942054
1266	0.4223451106
1267	0.422298088
1268	0.4222216975
1269	0.4221512732
1270	0.4220676244
1271	0.4219996455
1272	0.4219131567
1273	0.4218326275
1274	0.4217992139
1275	0.4217105498
1276	0.4216274036
1277	0.4215565603
1278	0.421473384
1279	0.4213905985
1280	0.4213491903
1281	0.4212611038
1282	0.4211798441
1283	0.421121353
1284	0.4210336861
1285	0.4209583762
1286	0.4209378692
1287	0.4208556119
1288	0.4208067423
1289	0.4207400603
1290	0.4206578178
1291	0.4205706833
1292	0.4204839027
1293	0.420397469
1294	0.4203014773
1295	0.4202154368
1296	0.420149459
1297	0.4200638444
1298	0.4199821863
1299	0.4199534032
1300	0.4198731819
1301	0.4197879628
1302	0.4197041275
1303	0.4196851869
1304	0.4196053633
1305	0.419539952
1306	0.4194657818
1307	0.4194369592
1308	0.4193522462
1309	0.4192872376
1310	0.4192594886
1311	0.4191751467
1312	0.4190911061
1313	0.4190119257
1314	0.4189424818
1315	0.4188588775
1316	0.4187944168
1317	0.4187209611
1318	0.4186478264
1319	0.4185749857
1320	0.418494186
1321	0.4184117529
1322	0.4183333674
1323	0.4182609615
1324	0.4181805768
1325	0.4180872289
1326	0.4180235753
1327	0.417943545
1328	0.4178985332
1329	0.4178266107
1330	0.4177451428
1331	0.4176655282
1332	0.4175862292
1333	0.4175503088
1334	0.41746765
1335	0.4173887544
1336	0.4173064698
1337	0.4172350086
1338	0.4171638352
1339	0.4170819367
1340	0.4170110949
1341	0.4169579438
1342	0.4168798938
1343	0.4168014719
1344	0.4167267806
1345	0.4166486875
1346	0.4165709039
1347	0.4165005433
1348	0.4164568909
1349	0.4163757178
1350	0.4163132866
1351	0.4162740124
1352	0.4162554719
1353	0.4161933083
1354	0.4161194438
1355	0.4160617276
1356	0.4159851781
1357	0.4159079659
1358	0.4158462331
1359	0.4157656474
1360	0.415685386
1361	0.4156454886
1362	0.415605751
1363	0.4155258145
1364	0.4154599162
1365	0.4153842123
1366	0.4153148599
1367	0.4152536708
1368	0.4151769161
1369	0.4151016876
1370	0.4150701017
1371	0.4149937055
1372	0.4149175852
1373	0.4148649451
1374	0.4147891457
1375	0.4147136486
1376	0.4146598853
1377	0.4145807598
1378	0.4145056197
1379	0.4144310053
1380	0.4143566937
1381	0.4142999513
1382	0.4142276725
1383	0.4141529264
1384	0.4141005932
1385	0.4140267142
1386	0.4139482136
1387	0.413896149
1388	0.413843089
1389	0.413768763
1390	0.4136788949
1391	0.4136186124
1392	0.4135406451
1393	0.4134666591
1394	0.4134280133
1395	0.4133548783
1396	0.4132773856
1397	0.4132175064
1398	0.413179756
1399	0.4130915391
1400	0.4130320529
1401	0.4129644286
1402	0.412897076
1403	0.4128379496
1404	0.412760624
1405	0.4127077706
1406	0.4126490024
1407	0.412576644
1408	0.4125181362
1409	0.4124830089
1410	0.4124061019
1411	0.4123623068
1412	0.4122857448
1413	0.4122094806
1414	0.4121428709
1415	0.4120669371
1416	0.4120006166
1417	0.4119250215
1418	0.4118647993
1419	0.4117895532
1420	0.4117382595
1421	0.4116871723
1422	0.4116293786
1423	0.4115577736
1424	0.4114864588
1425	0.4114001901
1426	0.411329211
1427	0.4112721305
1428	0.4112014507
1429	0.4111679085
1430	0.4111060676
1431	0.4110488933
1432	0.4109834966
1433	0.4109482058
1434	0.4108617877
1435	0.4107873529
1436	0.4107172094
1437	0.4106443261
1438	0.4105717066
1439	0.4105067728
1440	0.4105030338
1441	0.4104463623
1442	0.410411959
1443	0.4103473731
1444	0.4102734231
1445	0.4102039109
1446	0.410130283
1447	0.4100569509
1448	0.4099839136
1449	0.4099117882
1450	0.4098533301
1451	0.4098089004
1452	0.4097783004
1453	0.4096936972
1454	0.4096567358
1455	0.4096280542
1456	0.4095640468
1457	0.4094923594
1458	0.4094209829
1459	0.4093522825
1460	0.409283851
1461	0.4092169566
1462	0.409181106
1463	0.4091175512
1464	0.4090495503
1465	0.4089771848
1466	0.40890511
1467	0.408841926
1468	0.408771112
1469	0.4087006054
1470	0.4086377301
1471	0.4085792045
1472	0.4085226747
1473	0.4084552811
1474	0.4084048788
1475	0.4083453864
1476	0.4083182805
1477	0.4082511896
1478	0.4081949709
1479	0.4081461119
1480	0.4081048886
1481	0.4080426158
1482	0.4079796217
1483	0.4079095661
1484	0.4078429942
1485	0.4077716344
1486	0.4077005622
1487	0.4076343131
1488	0.4075646114
1489	0.4074952124
1490	0.4074632538
1491	0.4074015525
1492	0.4073414355
1493	0.4072868256
1494	0.4072254435
1495	0.4071604856
1496	0.4070984588
1497	0.4070558363
1498	0.4070208601
1499	0.4069552724
1500	0.4069052286
1501	0.4068346589
1502	0.4067643145
1503	0.4066990386
1504	0.4066340262
1505	0.4065640082
1506	0.4065033036
1507	0.4064851962
1508	0.4064606103
1509	0.4063909144
1510	0.4063208117
1511	0.4062521448
1512	0.4062253061
